Agg(open=20.2, high=20.3, low=20, close=20.27, volume=655, vwap=20.2132, timestamp=1696233600000, transactions=8, otc=None)
Agg(open=19.2, high=19.5, low=19.07, close=19.135, volume=66721, vwap=19.2694, timestamp=1696338000000, transactions=661, otc=None)
Agg(open=19.11, high=19.12, low=18.75, close=18.93, volume=195095, vwap=18.8541, timestamp=1696341600000, transactions=1933, otc=None)
Agg(open=18.91, high=19.01, low=18.75, close=18.795, volume=138319, vwap=18.8556, timestamp=1696345200000, transactions=1380, otc=None)
Agg(open=18.795, high=19.03, low=18.795, close=18.97, volume=121394, vwap=18.9679, timestamp=1696348800000, transactions=1456, otc=None)
Agg(open=18.98, high=19.1, low=18.98, close=19.09, volume=72780, vwap=19.0455, timestamp=1696352400000, transactions=1136, otc=None)
Agg(open=19.1, high=19.24, low=19.02, close=19.24, volume=95322, vwap=19.1167, timestamp=1696356000000, transactions=1192, otc=None)
Agg(open=19.23, high=19.33, low=19.2, close=19.33, volume=172352, vwap=19.2871, timestamp=1696359600000, transactions=2055, otc=None)
Agg(open=19.33, high=19.33, low=19.33, close=19.33, volume=8935, vwap=19.33, timestamp=1696363200000, transactions=6, otc=None)
Agg(open=19.38, high=19.43, low=19.13, close=19.31, volume=52081, vwap=19.2761, timestamp=1696424400000, transactions=413, otc=None)
Agg(open=19.31, high=19.43, low=19.15, close=19.21, volume=76506, vwap=19.2706, timestamp=1696428000000, transactions=936, otc=None)
Agg(open=19.2, high=19.46, low=19.18, close=19.44, volume=50347, vwap=19.347, timestamp=1696431600000, transactions=799, otc=None)
Agg(open=19.42, high=19.63, low=19.41, close=19.5301, volume=99445, vwap=19.5343, timestamp=1696435200000, transactions=759, otc=None)
Agg(open=19.56, high=19.58, low=19.5, close=19.52, volume=24751, vwap=19.543, timestamp=1696438800000, transactions=482, otc=None)
Agg(open=19.52, high=19.58, low=19.47, close=19.545, volume=46344, vwap=19.5209, timestamp=1696442400000, transactions=640, otc=None)
Agg(open=19.56, high=19.58, low=19.365, close=19.37, volume=122288, vwap=19.4498, timestamp=1696446000000, transactions=1930, otc=None)
Agg(open=19.57, high=19.57, low=19.57, close=19.57, volume=110, vwap=19.57, timestamp=1696456800000, transactions=1, otc=None)
Agg(open=19.34, high=19.5504, low=19.34, close=19.42, volume=13845, vwap=19.3958, timestamp=1696510800000, transactions=172, otc=None)
Agg(open=19.42, high=19.5629, low=19.38, close=19.41, volume=27099, vwap=19.4453, timestamp=1696514400000, transactions=450, otc=None)
Agg(open=19.435, high=19.55, low=19.38, close=19.46, volume=47115, vwap=19.4578, timestamp=1696518000000, transactions=523, otc=None)
Agg(open=19.48, high=19.61, low=19.44, close=19.46, volume=28795, vwap=19.524, timestamp=1696521600000, transactions=603, otc=None)
Agg(open=19.49, high=19.55, low=19.44, close=19.46, volume=23204, vwap=19.4828, timestamp=1696525200000, transactions=453, otc=None)
Agg(open=19.48, high=19.61, low=19.27, close=19.31, volume=229697, vwap=19.4322, timestamp=1696528800000, transactions=2266, otc=None)
Agg(open=19.31, high=19.32, low=18.98, close=19.105, volume=388319, vwap=19.1095, timestamp=1696532400000, transactions=4016, otc=None)
Agg(open=19.35, high=19.35, low=19.35, close=19.35, volume=100, vwap=19.35, timestamp=1696536000000, transactions=1, otc=None)
Agg(open=19.1, high=19.1, low=19.1, close=19.1, volume=1540, vwap=19.1026, timestamp=1696543200000, transactions=3, otc=None)
Agg(open=19.12, high=19.12, low=19.12, close=19.12, volume=159, vwap=19.1312, timestamp=1696593600000, transactions=3, otc=None)
Agg(open=19.01, high=19.59, low=18.98, close=19.4, volume=354863, vwap=19.2373, timestamp=1696597200000, transactions=1608, otc=None)
Agg(open=19.405, high=19.405, low=19.1, close=19.24, volume=51079, vwap=19.2423, timestamp=1696600800000, transactions=875, otc=None)
Agg(open=19.25, high=19.31, low=19.15, close=19.29, volume=136138, vwap=19.2143, timestamp=1696604400000, transactions=1418, otc=None)
Agg(open=19.295, high=19.37, low=19.0788, close=19.09, volume=70591, vwap=19.2369, timestamp=1696608000000, transactions=867, otc=None)
Agg(open=19.09, high=19.24, low=19.065, close=19.2033, volume=76805, vwap=19.1484, timestamp=1696611600000, transactions=835, otc=None)
Agg(open=19.21, high=19.27, low=19.18, close=19.27, volume=67663, vwap=19.2118, timestamp=1696615200000, transactions=1056, otc=None)
Agg(open=19.28, high=19.42, low=19.22, close=19.39, volume=162576, vwap=19.3292, timestamp=1696618800000, transactions=2131, otc=None)
Agg(open=19.39, high=19.39, low=19.33, close=19.33, volume=8446, vwap=19.3893, timestamp=1696622400000, transactions=9, otc=None)
Agg(open=19.33, high=19.33, low=19.33, close=19.33, volume=1200, vwap=19.33, timestamp=1696633200000, transactions=1, otc=None)
