Agg(open=17.99, high=18, low=17.99, close=18, volume=1038, vwap=17.9997, timestamp=1698062400000, transactions=6, otc=None)
Agg(open=17.96, high=17.96, low=17.745, close=17.785, volume=40774, vwap=17.8149, timestamp=1698066000000, transactions=634, otc=None)
Agg(open=17.79, high=17.95, low=17.71, close=17.84, volume=78489, vwap=17.8099, timestamp=1698069600000, transactions=1075, otc=None)
Agg(open=17.85, high=17.88, low=17.71, close=17.78, volume=157361, vwap=17.8944, timestamp=1698073200000, transactions=843, otc=None)
Agg(open=17.75, high=17.78, low=17.6, close=17.75, volume=109587, vwap=17.6822, timestamp=1698076800000, transactions=777, otc=None)
Agg(open=17.757, high=17.7899, low=17.66, close=17.7, volume=144633, vwap=17.718, timestamp=1698080400000, transactions=604, otc=None)
Agg(open=17.72, high=17.74, low=17.53, close=17.53, volume=126677, vwap=17.6467, timestamp=1698084000000, transactions=751, otc=None)
Agg(open=17.54, high=17.6548, low=17.47, close=17.61, volume=314765, vwap=17.5735, timestamp=1698087600000, transactions=3191, otc=None)
Agg(open=17.6, high=17.6, low=17.6, close=17.6, volume=15998, vwap=17.6, timestamp=1698091200000, transactions=6, otc=None)
Agg(open=17.6, high=17.6, low=17.5863, close=17.5863, volume=200, vwap=17.5932, timestamp=1698148800000, transactions=2, otc=None)
Agg(open=17.72, high=17.98, low=17.61, close=17.93, volume=36233, vwap=17.8692, timestamp=1698152400000, transactions=493, otc=None)
Agg(open=17.9101, high=18.03, low=17.85, close=17.85, volume=95947, vwap=17.9447, timestamp=1698156000000, transactions=1450, otc=None)
Agg(open=17.8501, high=17.91, low=17.715, close=17.79, volume=93965, vwap=17.8216, timestamp=1698159600000, transactions=1187, otc=None)
Agg(open=17.8, high=17.87, low=17.72, close=17.81, volume=57213, vwap=17.7949, timestamp=1698163200000, transactions=702, otc=None)
Agg(open=17.8, high=17.91, low=17.8, close=17.87, volume=53929, vwap=17.8581, timestamp=1698166800000, transactions=645, otc=None)
Agg(open=17.88, high=17.89, low=17.72, close=17.82, volume=72886, vwap=17.8009, timestamp=1698170400000, transactions=913, otc=None)
Agg(open=17.835, high=17.86, low=17.76, close=17.77, volume=127408, vwap=17.804, timestamp=1698174000000, transactions=1658, otc=None)
Agg(open=17.78, high=17.78, low=17.78, close=17.78, volume=12354, vwap=17.78, timestamp=1698177600000, transactions=6, otc=None)
Agg(open=17.97, high=18.6, low=17.97, close=18.5, volume=15209, vwap=18.3218, timestamp=1698231600000, transactions=91, otc=None)
Agg(open=18.5, high=18.5, low=17.65, close=18.1, volume=23768, vwap=18.1892, timestamp=1698235200000, transactions=158, otc=None)
Agg(open=18.09, high=18.34, low=17.93, close=18.09, volume=93235, vwap=18.1218, timestamp=1698238800000, transactions=879, otc=None)
Agg(open=18.1, high=18.11, low=17.75, close=17.8, volume=120965, vwap=17.898, timestamp=1698242400000, transactions=1202, otc=None)
Agg(open=17.8, high=17.94, low=17.76, close=17.81, volume=50330, vwap=17.8402, timestamp=1698246000000, transactions=713, otc=None)
Agg(open=17.8, high=17.83, low=17.76, close=17.77, volume=39761, vwap=17.7894, timestamp=1698249600000, transactions=770, otc=None)
Agg(open=17.78, high=17.88, low=17.75, close=17.88, volume=50529, vwap=17.8049, timestamp=1698253200000, transactions=842, otc=None)
Agg(open=17.885, high=17.91, low=17.76, close=17.84, volume=85665, vwap=17.8481, timestamp=1698256800000, transactions=970, otc=None)
Agg(open=17.83, high=17.83, low=17.72, close=17.78, volume=208423, vwap=17.7593, timestamp=1698260400000, transactions=2377, otc=None)
Agg(open=17.75, high=17.75, low=17.7, close=17.7, volume=5016, vwap=17.74, timestamp=1698264000000, transactions=9, otc=None)
Agg(open=17.98, high=17.98, low=17.9755, close=17.98, volume=3960, vwap=17.9789, timestamp=1698267600000, transactions=4, otc=None)
Agg(open=17.9773, high=17.98, low=17.9773, close=17.98, volume=1500, vwap=17.9791, timestamp=1698271200000, transactions=3, otc=None)
Agg(open=17.7, high=17.7, low=17.7, close=17.7, volume=758, vwap=17.7, timestamp=1698274800000, transactions=1, otc=None)
Agg(open=17.65, high=17.65, low=17.65, close=17.65, volume=457, vwap=17.6534, timestamp=1698307200000, transactions=4, otc=None)
Agg(open=17.65, high=17.65, low=17, close=17.65, volume=2927, vwap=17.4871, timestamp=1698318000000, transactions=27, otc=None)
Agg(open=17.3, high=17.3, low=17.3, close=17.3, volume=449, vwap=17.304, timestamp=1698321600000, transactions=3, otc=None)
Agg(open=17.7, high=17.72, low=17.1092, close=17.67, volume=58685, vwap=17.4369, timestamp=1698325200000, transactions=698, otc=None)
Agg(open=17.67, high=17.72, low=17.38, close=17.63, volume=71258, vwap=17.589, timestamp=1698328800000, transactions=1033, otc=None)
Agg(open=17.655, high=17.67, low=17.465, close=17.6, volume=44669, vwap=17.5635, timestamp=1698332400000, transactions=670, otc=None)
Agg(open=17.59, high=17.59, low=17.42, close=17.51, volume=50691, vwap=17.4839, timestamp=1698336000000, transactions=728, otc=None)
Agg(open=17.5, high=17.54, low=17.44, close=17.49, volume=47627, vwap=17.4795, timestamp=1698339600000, transactions=751, otc=None)
Agg(open=17.48, high=17.77, low=17.1, close=17.61, volume=535306, vwap=17.4417, timestamp=1698343200000, transactions=3764, otc=None)
Agg(open=17.62, high=17.76, low=17.58, close=17.75, volume=185470, vwap=17.7004, timestamp=1698346800000, transactions=2442, otc=None)
Agg(open=17.64, high=17.64, low=17.64, close=17.64, volume=236, vwap=17.6442, timestamp=1698357600000, transactions=4, otc=None)
Agg(open=17.67, high=17.67, low=17.67, close=17.67, volume=403, vwap=17.67, timestamp=1698361200000, transactions=3, otc=None)
Agg(open=17.7, high=17.75, low=17.7, close=17.75, volume=1000, vwap=17.74, timestamp=1698404400000, transactions=5, otc=None)
Agg(open=17.63, high=18.06, low=17.54, close=18.06, volume=102446, vwap=17.8788, timestamp=1698411600000, transactions=699, otc=None)
Agg(open=18.03, high=18.03, low=17.76, close=17.81, volume=130423, vwap=17.89, timestamp=1698415200000, transactions=1562, otc=None)
Agg(open=17.83, high=17.96, low=17.82, close=17.91, volume=80090, vwap=17.8881, timestamp=1698418800000, transactions=927, otc=None)
Agg(open=17.9, high=17.94, low=17.73, close=17.76, volume=35746, vwap=17.8409, timestamp=1698422400000, transactions=456, otc=None)
Agg(open=17.75, high=17.78, low=17.7, close=17.75, volume=61821, vwap=17.744, timestamp=1698426000000, transactions=676, otc=None)
Agg(open=17.75, high=17.78, low=17.66, close=17.67, volume=56787, vwap=17.7329, timestamp=1698429600000, transactions=711, otc=None)
Agg(open=17.67, high=17.72, low=17.63, close=17.7, volume=173504, vwap=17.6857, timestamp=1698433200000, transactions=2373, otc=None)
Agg(open=17.69, high=17.69, low=17.69, close=17.69, volume=12792, vwap=17.69, timestamp=1698436800000, transactions=13, otc=None)
Agg(open=17.42, high=17.42, low=17.42, close=17.42, volume=180, vwap=17.42, timestamp=1698444000000, transactions=1, otc=None)
