Agg(open=17, high=17, low=16.72, close=16.73, volume=38326, vwap=16.8341, timestamp=1687248000000, transactions=320, otc=None)
Agg(open=16.75, high=16.77, low=16.72, close=16.75, volume=10633, vwap=16.745, timestamp=1687251600000, transactions=61, otc=None)
Agg(open=16.78, high=16.8, low=16.73, close=16.76, volume=17630, vwap=16.7571, timestamp=1687255200000, transactions=77, otc=None)
Agg(open=16.79, high=16.81, low=16.76, close=16.76, volume=28696, vwap=16.7987, timestamp=1687258800000, transactions=79, otc=None)
Agg(open=16.77, high=16.9, low=16.72, close=16.73, volume=45841, vwap=16.7611, timestamp=1687262400000, transactions=300, otc=None)
Agg(open=16.74, high=16.74, low=16.255, close=16.285, volume=1662665.0, vwap=16.4286, timestamp=1687266000000, transactions=11915, otc=None)
Agg(open=16.28, high=16.3, low=15.945, close=16.03, volume=1629627.0, vwap=16.0954, timestamp=1687269600000, transactions=12401, otc=None)
Agg(open=16.04, high=16.11, low=15.85, close=15.88, volume=1082114.0, vwap=15.9647, timestamp=1687273200000, transactions=7631, otc=None)
Agg(open=15.885, high=16, low=15.8, close=15.94, volume=928919, vwap=15.9083, timestamp=1687276800000, transactions=6500, otc=None)
Agg(open=15.945, high=16.01, low=15.9201, close=15.965, volume=677745, vwap=15.9647, timestamp=1687280400000, transactions=4957, otc=None)
Agg(open=15.965, high=15.97, low=15.905, close=15.965, volume=449969, vwap=15.9393, timestamp=1687284000000, transactions=3603, otc=None)
Agg(open=15.965, high=16.01, low=15.93, close=15.96, volume=1302981.0, vwap=15.9794, timestamp=1687287600000, transactions=9450, otc=None)
Agg(open=15.97, high=16, low=15.89, close=15.91, volume=37988, vwap=15.9471, timestamp=1687291200000, transactions=107, otc=None)
Agg(open=15.92, high=15.96, low=15.91, close=15.96, volume=28274, vwap=15.9216, timestamp=1687294800000, transactions=24, otc=None)
Agg(open=15.96, high=15.96, low=15.92, close=15.94, volume=5075, vwap=15.9535, timestamp=1687298400000, transactions=21, otc=None)
Agg(open=15.95, high=15.99, low=15.93, close=15.99, volume=12133, vwap=15.9455, timestamp=1687302000000, transactions=53, otc=None)
Agg(open=15.77, high=15.77, low=15.47, close=15.58, volume=61399, vwap=15.5725, timestamp=1687334400000, transactions=376, otc=None)
Agg(open=15.58, high=15.68, low=15.55, close=15.62, volume=33484, vwap=15.5981, timestamp=1687338000000, transactions=103, otc=None)
Agg(open=15.64, high=15.67, low=15.6, close=15.67, volume=22087, vwap=15.6377, timestamp=1687341600000, transactions=45, otc=None)
Agg(open=15.66, high=15.72, low=15.62, close=15.66, volume=23291, vwap=15.6649, timestamp=1687345200000, transactions=245, otc=None)
Agg(open=15.62, high=15.75, low=15.6, close=15.73, volume=42822, vwap=15.7061, timestamp=1687348800000, transactions=294, otc=None)
Agg(open=15.6901, high=16.05, low=15.67, close=15.7284, volume=1067749.0, vwap=15.8917, timestamp=1687352400000, transactions=8976, otc=None)
Agg(open=15.73, high=15.94, low=15.62, close=15.77, volume=822451, vwap=15.7821, timestamp=1687356000000, transactions=7499, otc=None)
Agg(open=15.77, high=15.7758, low=15.535, close=15.535, volume=687202, vwap=15.6584, timestamp=1687359600000, transactions=6283, otc=None)
Agg(open=15.53, high=15.6599, low=15.505, close=15.59, volume=318128, vwap=15.5909, timestamp=1687363200000, transactions=2870, otc=None)
Agg(open=15.59, high=15.69, low=15.58, close=15.68, volume=415179, vwap=15.6298, timestamp=1687366800000, transactions=2545, otc=None)
Agg(open=15.685, high=15.73, low=15.673, close=15.705, volume=221552, vwap=15.7016, timestamp=1687370400000, transactions=2354, otc=None)
Agg(open=15.705, high=15.755, low=15.56, close=15.56, volume=579450, vwap=15.6288, timestamp=1687374000000, transactions=5069, otc=None)
Agg(open=15.57, high=15.6, low=15.56, close=15.6, volume=11033, vwap=15.5758, timestamp=1687377600000, transactions=43, otc=None)
Agg(open=15.61, high=15.65, low=15.6, close=15.61, volume=18808, vwap=15.6217, timestamp=1687381200000, transactions=17, otc=None)
Agg(open=15.6, high=15.6, low=15.6, close=15.6, volume=2829, vwap=15.6004, timestamp=1687384800000, transactions=8, otc=None)
Agg(open=15.64, high=15.64, low=15.64, close=15.64, volume=2482, vwap=15.64, timestamp=1687388400000, transactions=5, otc=None)
Agg(open=15.55, high=15.55, low=15.47, close=15.54, volume=5753, vwap=15.5238, timestamp=1687420800000, transactions=23, otc=None)
Agg(open=15.55, high=15.56, low=15.54, close=15.54, volume=1040, vwap=15.5499, timestamp=1687424400000, transactions=9, otc=None)
Agg(open=15.54, high=15.64, low=15.54, close=15.61, volume=8482, vwap=15.6017, timestamp=1687428000000, transactions=52, otc=None)
Agg(open=15.62, high=15.62, low=15.6, close=15.6, volume=875, vwap=15.6132, timestamp=1687431600000, transactions=7, otc=None)
Agg(open=15.62, high=15.62, low=15.52, close=15.56, volume=5806, vwap=15.5693, timestamp=1687435200000, transactions=31, otc=None)
Agg(open=15.56, high=15.65, low=15.2199, close=15.6386, volume=580892, vwap=15.4527, timestamp=1687438800000, transactions=4905, otc=None)
Agg(open=15.635, high=15.73, low=15.5001, close=15.51, volume=619399, vwap=15.6198, timestamp=1687442400000, transactions=5731, otc=None)
Agg(open=15.505, high=15.6, low=15.455, close=15.51, volume=413513, vwap=15.528, timestamp=1687446000000, transactions=3245, otc=None)
Agg(open=15.5, high=15.525, low=15.3827, close=15.3827, volume=282990, vwap=15.4631, timestamp=1687449600000, transactions=2738, otc=None)
Agg(open=15.39, high=15.475, low=15.36, close=15.45, volume=406277, vwap=15.4192, timestamp=1687453200000, transactions=3313, otc=None)
Agg(open=15.44, high=15.46, low=15.405, close=15.445, volume=196839, vwap=15.4441, timestamp=1687456800000, transactions=1856, otc=None)
Agg(open=15.445, high=15.455, low=15.35, close=15.37, volume=608728, vwap=15.3833, timestamp=1687460400000, transactions=4761, otc=None)
Agg(open=15.37, high=15.41, low=15.37, close=15.41, volume=7662, vwap=15.3761, timestamp=1687464000000, transactions=11, otc=None)
Agg(open=15.41, high=15.41, low=15.39, close=15.39, volume=605, vwap=15.4065, timestamp=1687467600000, transactions=3, otc=None)
Agg(open=15.41, high=15.43, low=15.41, close=15.42, volume=2616, vwap=15.4191, timestamp=1687471200000, transactions=7, otc=None)
Agg(open=15.44, high=15.47, low=15.42, close=15.47, volume=1605, vwap=15.4418, timestamp=1687474800000, transactions=10, otc=None)
Agg(open=15.26, high=15.34, low=15.2, close=15.22, volume=12205, vwap=15.228, timestamp=1687507200000, transactions=105, otc=None)
Agg(open=15.24, high=15.25, low=15.13, close=15.25, volume=12326, vwap=15.2069, timestamp=1687510800000, transactions=84, otc=None)
Agg(open=15.26, high=15.26, low=15.24, close=15.24, volume=3774, vwap=15.2461, timestamp=1687514400000, transactions=18, otc=None)
Agg(open=15.25, high=15.25, low=15.2, close=15.23, volume=7292, vwap=15.2338, timestamp=1687518000000, transactions=52, otc=None)
Agg(open=15.2, high=15.37, low=15.07, close=15.1, volume=38019, vwap=15.134, timestamp=1687521600000, transactions=224, otc=None)
Agg(open=15.1, high=15.259, low=14.95, close=15.035, volume=791234, vwap=15.0958, timestamp=1687525200000, transactions=6810, otc=None)
Agg(open=15.035, high=15.05, low=14.8, close=15, volume=1398518.0, vwap=14.9127, timestamp=1687528800000, transactions=10056, otc=None)
Agg(open=15, high=15.015, low=14.89, close=14.9795, volume=559322, vwap=14.9629, timestamp=1687532400000, transactions=4269, otc=None)
Agg(open=14.98, high=15.055, low=14.9024, close=15.015, volume=350983, vwap=14.9737, timestamp=1687536000000, transactions=3086, otc=None)
