Agg(open=15.09, high=15.26, low=15, close=15.21, volume=46692, vwap=15.1734, timestamp=1699261200000, transactions=390, otc=None)
Agg(open=14.41, high=14.41, low=14.3, close=14.35, volume=9034, vwap=14.3415, timestamp=1699390800000, transactions=74, otc=None)
Agg(open=14.36, high=14.45, low=14.36, close=14.4, volume=15134, vwap=14.4118, timestamp=1699394400000, transactions=32, otc=None)
Agg(open=14.36, high=14.45, low=14.3497, close=14.45, volume=16331, vwap=14.3929, timestamp=1699398000000, transactions=27, otc=None)
Agg(open=14.4, high=14.46, low=14.3703, close=14.46, volume=13890, vwap=14.4071, timestamp=1699401600000, transactions=22, otc=None)
Agg(open=14.41, high=14.5, low=14.39, close=14.39, volume=31310, vwap=14.4382, timestamp=1699434000000, transactions=146, otc=None)
Agg(open=14.42, high=14.44, low=14.42, close=14.44, volume=28393, vwap=14.4273, timestamp=1699437600000, transactions=168, otc=None)
Agg(open=14.45, high=14.47, low=14.43, close=14.46, volume=6480, vwap=14.4447, timestamp=1699441200000, transactions=48, otc=None)
Agg(open=14.47, high=14.47, low=14.46, close=14.47, volume=9917, vwap=14.4635, timestamp=1699444800000, transactions=90, otc=None)
Agg(open=14.46, high=14.49, low=14.38, close=14.45, volume=101603, vwap=14.4103, timestamp=1699448400000, transactions=79, otc=None)
Agg(open=14.47, high=14.785, low=14.4, close=14.69, volume=879853, vwap=14.6011, timestamp=1699452000000, transactions=6672, otc=None)
Agg(open=14.685, high=14.72, low=14.55, close=14.68, volume=964120, vwap=14.6348, timestamp=1699455600000, transactions=8214, otc=None)
Agg(open=14.685, high=14.865, low=14.64, close=14.72, volume=781603, vwap=14.7629, timestamp=1699459200000, transactions=6761, otc=None)
Agg(open=14.715, high=14.715, low=14.525, close=14.55, volume=711640, vwap=14.5909, timestamp=1699462800000, transactions=5238, otc=None)
Agg(open=14.56, high=14.6, low=14.485, close=14.495, volume=477434, vwap=14.5506, timestamp=1699466400000, transactions=3679, otc=None)
Agg(open=14.49, high=14.52, low=14.45, close=14.465, volume=287915, vwap=14.4867, timestamp=1699470000000, transactions=3034, otc=None)
Agg(open=14.465, high=14.57, low=14.465, close=14.555, volume=605851, vwap=14.5365, timestamp=1699473600000, transactions=5256, otc=None)
Agg(open=14.5885, high=14.5885, low=14.5498, close=14.5498, volume=3706, vwap=14.5553, timestamp=1699477200000, transactions=4, otc=None)
Agg(open=14.55, high=14.55, low=14.51, close=14.51, volume=529, vwap=14.5291, timestamp=1699480800000, transactions=5, otc=None)
Agg(open=14.51, high=14.51, low=14.5, close=14.5, volume=702, vwap=14.5028, timestamp=1699484400000, transactions=4, otc=None)
Agg(open=14.53, high=14.55, low=14.53, close=14.55, volume=344, vwap=14.5436, timestamp=1699488000000, transactions=2, otc=None)
Agg(open=14.6, high=14.65, low=14.55, close=14.65, volume=6018, vwap=14.6044, timestamp=1699520400000, transactions=50, otc=None)
Agg(open=14.6, high=14.71, low=14.6, close=14.7, volume=5948, vwap=14.6781, timestamp=1699524000000, transactions=42, otc=None)
Agg(open=14.69, high=14.69, low=14.69, close=14.69, volume=566, vwap=14.6652, timestamp=1699527600000, transactions=10, otc=None)
Agg(open=14.65, high=14.68, low=14.65, close=14.67, volume=3154, vwap=14.667, timestamp=1699531200000, transactions=23, otc=None)
Agg(open=14.6, high=14.72, low=14.6, close=14.7, volume=9115, vwap=14.6632, timestamp=1699534800000, transactions=74, otc=None)
Agg(open=14.68, high=14.815, low=14.45, close=14.72, volume=732609, vwap=14.6423, timestamp=1699538400000, transactions=6673, otc=None)
Agg(open=14.715, high=14.735, low=14.505, close=14.535, volume=741875, vwap=14.6212, timestamp=1699542000000, transactions=7086, otc=None)
Agg(open=14.535, high=14.56, low=14.385, close=14.39, volume=626274, vwap=14.502, timestamp=1699545600000, transactions=4869, otc=None)
Agg(open=14.39, high=14.395, low=14.27, close=14.36, volume=618051, vwap=14.3264, timestamp=1699549200000, transactions=4968, otc=None)
Agg(open=14.365, high=14.37, low=14.25, close=14.3, volume=522063, vwap=14.3146, timestamp=1699552800000, transactions=5018, otc=None)
Agg(open=14.3, high=14.3, low=14.15, close=14.155, volume=471336, vwap=14.2066, timestamp=1699556400000, transactions=5150, otc=None)
Agg(open=14.15, high=14.23, low=14.13, close=14.205, volume=1460939.0, vwap=14.1866, timestamp=1699560000000, transactions=9844, otc=None)
Agg(open=14.2, high=14.2, low=14.18, close=14.19, volume=3404, vwap=14.1947, timestamp=1699563600000, transactions=18, otc=None)
Agg(open=14.19, high=14.19, low=14.18, close=14.1801, volume=1000, vwap=14.181, timestamp=1699567200000, transactions=5, otc=None)
Agg(open=14.18, high=14.22, low=14.16, close=14.18, volume=10188, vwap=14.1932, timestamp=1699570800000, transactions=32, otc=None)
Agg(open=14.22, high=14.22, low=14.17, close=14.1718, volume=2722, vwap=14.1817, timestamp=1699574400000, transactions=7, otc=None)
Agg(open=14, high=14.01, low=13.94, close=13.95, volume=12769, vwap=13.9794, timestamp=1699606800000, transactions=104, otc=None)
Agg(open=13.99, high=14, low=13.95, close=13.95, volume=2653, vwap=13.9726, timestamp=1699610400000, transactions=29, otc=None)
Agg(open=13.99, high=14, low=13.99, close=14, volume=890, vwap=13.9942, timestamp=1699614000000, transactions=9, otc=None)
Agg(open=14.05, high=14.08, low=14.05, close=14.06, volume=3523, vwap=14.0518, timestamp=1699617600000, transactions=15, otc=None)
Agg(open=14.02, high=14.18, low=13.9, close=14.17, volume=25384, vwap=14.0852, timestamp=1699621200000, transactions=112, otc=None)
Agg(open=14.16, high=14.18, low=13.9, close=13.98, volume=575662, vwap=13.9946, timestamp=1699624800000, transactions=5411, otc=None)
Agg(open=13.97, high=13.985, low=13.795, close=13.85, volume=716914, vwap=13.8771, timestamp=1699628400000, transactions=6865, otc=None)
Agg(open=13.845, high=13.955, low=13.835, close=13.945, volume=481215, vwap=13.8907, timestamp=1699632000000, transactions=4989, otc=None)
Agg(open=13.945, high=14.05, low=13.93, close=14.025, volume=440075, vwap=13.9929, timestamp=1699635600000, transactions=3614, otc=None)
Agg(open=14.025, high=14.07, low=14.015, close=14.045, volume=274377, vwap=14.0411, timestamp=1699639200000, transactions=2783, otc=None)
Agg(open=14.05, high=14.11, low=14.045, close=14.075, volume=231363, vwap=14.0788, timestamp=1699642800000, transactions=2591, otc=None)
Agg(open=14.075, high=14.21, low=14.05, close=14.16, volume=1039548.0, vwap=14.1566, timestamp=1699646400000, transactions=7940, otc=None)
Agg(open=14.16, high=14.23, low=14.15, close=14.17, volume=8502, vwap=14.1897, timestamp=1699650000000, transactions=89, otc=None)
Agg(open=14.17, high=14.24, low=14.16, close=14.24, volume=3079, vwap=14.2022, timestamp=1699653600000, transactions=8, otc=None)
Agg(open=14.2291, high=14.3189, low=14.2291, close=14.2985, volume=2200, vwap=14.2876, timestamp=1699657200000, transactions=9, otc=None)
Agg(open=14.27, high=14.31, low=14.25, close=14.31, volume=3666, vwap=14.2769, timestamp=1699660800000, transactions=15, otc=None)
