Agg(open=15.09, high=15.26, low=15, close=15.21, volume=46692, vwap=15.1734, timestamp=1699261200000, transactions=390, otc=None)
Agg(open=15.21, high=15.27, low=15.21, close=15.27, volume=10462, vwap=15.2443, timestamp=1699264800000, transactions=120, otc=None)
Agg(open=15.26, high=15.26, low=15.21, close=15.22, volume=9227, vwap=15.2336, timestamp=1699268400000, transactions=70, otc=None)
Agg(open=15.23, high=15.24, low=15.15, close=15.17, volume=29035, vwap=15.1902, timestamp=1699272000000, transactions=204, otc=None)
Agg(open=15.24, high=15.27, low=15.01, close=15.15, volume=49086, vwap=15.1516, timestamp=1699275600000, transactions=339, otc=None)
Agg(open=15.15, high=15.16, low=14.58, close=14.63, volume=1577360.0, vwap=14.7793, timestamp=1699279200000, transactions=11043, otc=None)
Agg(open=14.635, high=14.7, low=14.44, close=14.572, volume=1745203.0, vwap=14.5529, timestamp=1699282800000, transactions=13319, otc=None)
Agg(open=14.575, high=14.685, low=14.57, close=14.615, volume=873324, vwap=14.6275, timestamp=1699286400000, transactions=6812, otc=None)
Agg(open=14.615, high=14.6351, low=14.44, close=14.47, volume=958086, vwap=14.5171, timestamp=1699290000000, transactions=7355, otc=None)
Agg(open=14.47, high=14.495, low=14.41, close=14.49, volume=344120, vwap=14.4522, timestamp=1699293600000, transactions=3219, otc=None)
Agg(open=14.49, high=14.585, low=14.47, close=14.575, volume=482150, vwap=14.5316, timestamp=1699297200000, transactions=3975, otc=None)
Agg(open=14.575, high=14.62, low=14.53, close=14.55, volume=1260160.0, vwap=14.5734, timestamp=1699300800000, transactions=9752, otc=None)
Agg(open=14.54, high=14.57, low=14.54, close=14.55, volume=4715, vwap=14.5539, timestamp=1699304400000, transactions=43, otc=None)
Agg(open=14.5407, high=14.58, low=14.54, close=14.57, volume=1776, vwap=14.5659, timestamp=1699308000000, transactions=7, otc=None)
Agg(open=14.56, high=14.5617, low=14.5, close=14.51, volume=11023, vwap=14.5483, timestamp=1699311600000, transactions=26, otc=None)
Agg(open=14.54, high=14.6, low=14.54, close=14.56, volume=8569, vwap=14.5535, timestamp=1699315200000, transactions=19, otc=None)
Agg(open=14.73, high=14.73, low=14.68, close=14.71, volume=37147, vwap=14.7032, timestamp=1699347600000, transactions=186, otc=None)
Agg(open=14.69, high=14.76, low=14.69, close=14.73, volume=35802, vwap=14.7169, timestamp=1699351200000, transactions=104, otc=None)
Agg(open=14.74, high=14.76, low=14.71, close=14.72, volume=10189, vwap=14.7363, timestamp=1699354800000, transactions=60, otc=None)
Agg(open=14.715, high=14.75, low=14.71, close=14.72, volume=24706, vwap=14.7304, timestamp=1699358400000, transactions=127, otc=None)
Agg(open=14.71, high=14.82, low=14.6, close=14.8, volume=41033, vwap=14.728, timestamp=1699362000000, transactions=181, otc=None)
Agg(open=14.7614, high=14.86, low=14.245, close=14.395, volume=1617937.0, vwap=14.439, timestamp=1699365600000, transactions=10489, otc=None)
Agg(open=14.395, high=14.45, low=14.26, close=14.34, volume=1718642.0, vwap=14.3527, timestamp=1699369200000, transactions=13015, otc=None)
Agg(open=14.345, high=14.345, low=14.15, close=14.22, volume=846666, vwap=14.2281, timestamp=1699372800000, transactions=6036, otc=None)
Agg(open=14.2159, high=14.27, low=14.175, close=14.265, volume=481331, vwap=14.2201, timestamp=1699376400000, transactions=3213, otc=None)
Agg(open=14.265, high=14.37, low=14.26, close=14.365, volume=387613, vwap=14.3106, timestamp=1699380000000, transactions=3382, otc=None)
Agg(open=14.365, high=14.43, low=14.32, close=14.34, volume=635389, vwap=14.3799, timestamp=1699383600000, transactions=3569, otc=None)
Agg(open=14.345, high=14.42, low=14.3422, close=14.395, volume=1002048.0, vwap=14.3954, timestamp=1699387200000, transactions=7182, otc=None)
