Agg(open=13, high=13, low=12.87, close=12.89, volume=3497, vwap=12.932, timestamp=1695628800000, transactions=25, otc=None)
Agg(open=12.92, high=12.92, low=12.92, close=12.92, volume=100, vwap=12.92, timestamp=1695636000000, transactions=1, otc=None)
Agg(open=12.86, high=12.86, low=12.86, close=12.86, volume=748, vwap=12.8597, timestamp=1695639600000, transactions=6, otc=None)
Agg(open=12.8234, high=13.0687, low=12.78, close=12.78, volume=21343, vwap=12.8244, timestamp=1695643200000, transactions=179, otc=None)
Agg(open=12.78, high=13.51, low=12.67, close=13.3501, volume=1786825.0, vwap=13.0792, timestamp=1695646800000, transactions=11379, otc=None)
Agg(open=13.36, high=13.365, low=12.72, close=12.725, volume=1412913.0, vwap=12.9127, timestamp=1695650400000, transactions=10677, otc=None)
Agg(open=12.725, high=12.98, low=12.725, close=12.81, volume=987207, vwap=12.852, timestamp=1695654000000, transactions=7771, otc=None)
Agg(open=12.81, high=13.129, low=12.785, close=12.95, volume=942076, vwap=13.0138, timestamp=1695657600000, transactions=7177, otc=None)
Agg(open=12.9479, high=13, low=12.86, close=12.885, volume=567833, vwap=12.9315, timestamp=1695661200000, transactions=5466, otc=None)
Agg(open=12.88, high=12.9099, low=12.685, close=12.6981, volume=798636, vwap=12.7945, timestamp=1695664800000, transactions=6843, otc=None)
Agg(open=12.69, high=12.76, low=12.59, close=12.75, volume=1967051.0, vwap=12.6948, timestamp=1695668400000, transactions=14610, otc=None)
Agg(open=12.75, high=12.76, low=12.7, close=12.76, volume=128706, vwap=12.7474, timestamp=1695672000000, transactions=107, otc=None)
Agg(open=12.76, high=12.76, low=12.73, close=12.76, volume=3682, vwap=12.7515, timestamp=1695675600000, transactions=18, otc=None)
Agg(open=12.75, high=12.8, low=12.75, close=12.8, volume=4794, vwap=12.7744, timestamp=1695679200000, transactions=37, otc=None)
Agg(open=12.75, high=12.75, low=12.7, close=12.7, volume=4610, vwap=12.7312, timestamp=1695682800000, transactions=43, otc=None)
Agg(open=12.64, high=12.64, low=12.5, close=12.6, volume=9139, vwap=12.589, timestamp=1695715200000, transactions=62, otc=None)
Agg(open=12.6, high=12.6, low=12.6, close=12.6, volume=227, vwap=12.6, timestamp=1695718800000, transactions=5, otc=None)
Agg(open=12.6, high=12.61, low=12.55, close=12.55, volume=940, vwap=12.5703, timestamp=1695722400000, transactions=13, otc=None)
Agg(open=12.59, high=12.7, low=12.57, close=12.7, volume=6939, vwap=12.6104, timestamp=1695726000000, transactions=35, otc=None)
Agg(open=12.6, high=12.7, low=12.56, close=12.69, volume=12035, vwap=12.6295, timestamp=1695729600000, transactions=60, otc=None)
Agg(open=12.61, high=12.74, low=12.35, close=12.615, volume=1040302.0, vwap=12.5538, timestamp=1695733200000, transactions=7272, otc=None)
Agg(open=12.62, high=12.77, low=12.4221, close=12.77, volume=1451927.0, vwap=12.6209, timestamp=1695736800000, transactions=10920, otc=None)
Agg(open=12.7688, high=12.83, low=12.57, close=12.7, volume=2151490.0, vwap=12.7082, timestamp=1695740400000, transactions=11001, otc=None)
Agg(open=12.695, high=12.7, low=12.525, close=12.525, volume=429139, vwap=12.6183, timestamp=1695744000000, transactions=3627, otc=None)
Agg(open=12.525, high=12.54, low=12.4019, close=12.425, volume=746222, vwap=12.4649, timestamp=1695747600000, transactions=6197, otc=None)
Agg(open=12.42, high=12.6293, low=12.375, close=12.62, volume=608573, vwap=12.5119, timestamp=1695751200000, transactions=5411, otc=None)
Agg(open=12.615, high=12.675, low=12.51, close=12.545, volume=1529539.0, vwap=12.5779, timestamp=1695754800000, transactions=11059, otc=None)
