Agg(open=12.22, high=12.24, low=11.9269, close=12, volume=104999, vwap=12.0147, timestamp=1696251600000, transactions=850, otc=None)
Agg(open=12.02, high=12.08, low=12.01, close=12.08, volume=433053, vwap=12.0588, timestamp=1696255200000, transactions=2378, otc=None)
Agg(open=12.08, high=12.13, low=11.99, close=11.99, volume=237732, vwap=12.066, timestamp=1696258800000, transactions=1957, otc=None)
Agg(open=11.995, high=12, low=11.915, close=11.915, volume=264488, vwap=11.9618, timestamp=1696262400000, transactions=2019, otc=None)
Agg(open=11.92, high=12.03, low=11.92, close=12.01, volume=183251, vwap=11.9966, timestamp=1696266000000, transactions=1546, otc=None)
Agg(open=12.01, high=12.055, low=11.935, close=11.945, volume=359698, vwap=12.0054, timestamp=1696269600000, transactions=2423, otc=None)
Agg(open=11.94, high=12.005, low=11.871, close=11.96, volume=901779, vwap=11.9585, timestamp=1696273200000, transactions=5287, otc=None)
Agg(open=12.01, high=12.01, low=11.96, close=12.01, volume=129271, vwap=12.0076, timestamp=1696276800000, transactions=6, otc=None)
Agg(open=11.91, high=11.95, low=11.82, close=11.82, volume=83245, vwap=11.8884, timestamp=1696338000000, transactions=735, otc=None)
Agg(open=11.82, high=11.84, low=11.655, close=11.685, volume=227391, vwap=11.7259, timestamp=1696341600000, transactions=2321, otc=None)
Agg(open=11.68, high=11.71, low=11.62, close=11.7, volume=312291, vwap=11.6791, timestamp=1696345200000, transactions=1896, otc=None)
Agg(open=11.7, high=11.785, low=11.68, close=11.72, volume=141563, vwap=11.7241, timestamp=1696348800000, transactions=1190, otc=None)
Agg(open=11.73, high=11.74, low=11.66, close=11.66, volume=80363, vwap=11.7041, timestamp=1696352400000, transactions=829, otc=None)
Agg(open=11.665, high=11.74, low=11.63, close=11.725, volume=110811, vwap=11.6874, timestamp=1696356000000, transactions=1144, otc=None)
Agg(open=11.725, high=11.77, low=11.71, close=11.77, volume=362596, vwap=11.7401, timestamp=1696359600000, transactions=2898, otc=None)
Agg(open=11.76, high=11.76, low=11.76, close=11.76, volume=14530, vwap=11.76, timestamp=1696363200000, transactions=4, otc=None)
Agg(open=11.6, high=11.72, low=11.48, close=11.575, volume=200081, vwap=11.5877, timestamp=1696424400000, transactions=1641, otc=None)
Agg(open=11.575, high=11.6, low=11.44, close=11.505, volume=226317, vwap=11.5115, timestamp=1696428000000, transactions=2275, otc=None)
Agg(open=11.505, high=11.59, low=11.4825, close=11.58, volume=192771, vwap=11.5317, timestamp=1696431600000, transactions=1822, otc=None)
Agg(open=11.585, high=11.635, low=11.5, close=11.615, volume=214858, vwap=11.5786, timestamp=1696435200000, transactions=1901, otc=None)
Agg(open=11.62, high=11.62, low=11.505, close=11.52, volume=201486, vwap=11.572, timestamp=1696438800000, transactions=1811, otc=None)
Agg(open=11.52, high=11.6, low=11.51, close=11.59, volume=175817, vwap=11.559, timestamp=1696442400000, transactions=1630, otc=None)
Agg(open=11.59, high=11.62, low=11.525, close=11.595, volume=615613, vwap=11.5879, timestamp=1696446000000, transactions=4718, otc=None)
Agg(open=11.59, high=11.69, low=11.59, close=11.69, volume=10553, vwap=11.5909, timestamp=1696449600000, transactions=9, otc=None)
Agg(open=11.6, high=11.775, low=11.56, close=11.755, volume=89207, vwap=11.6772, timestamp=1696510800000, transactions=665, otc=None)
Agg(open=11.755, high=11.82, low=11.7, close=11.77, volume=168514, vwap=11.7666, timestamp=1696514400000, transactions=1513, otc=None)
Agg(open=11.77, high=11.82, low=11.71, close=11.795, volume=188964, vwap=11.775, timestamp=1696518000000, transactions=1345, otc=None)
Agg(open=11.79, high=11.84, low=11.765, close=11.805, volume=170907, vwap=11.7987, timestamp=1696521600000, transactions=1146, otc=None)
Agg(open=11.805, high=11.82, low=11.71, close=11.765, volume=191484, vwap=11.7575, timestamp=1696525200000, transactions=1545, otc=None)
Agg(open=11.765, high=11.815, low=11.76, close=11.77, volume=255718, vwap=11.7793, timestamp=1696528800000, transactions=2107, otc=None)
Agg(open=11.77, high=11.8, low=11.74, close=11.755, volume=545462, vwap=11.7704, timestamp=1696532400000, transactions=3957, otc=None)
Agg(open=11.76, high=11.76, low=11.76, close=11.76, volume=4096, vwap=11.76, timestamp=1696536000000, transactions=8, otc=None)
Agg(open=11.75, high=11.84, low=11.65, close=11.815, volume=61178, vwap=11.7747, timestamp=1696597200000, transactions=553, otc=None)
Agg(open=11.82, high=11.85, low=11.73, close=11.775, volume=172644, vwap=11.7889, timestamp=1696600800000, transactions=1451, otc=None)
Agg(open=11.775, high=11.98, low=11.74, close=11.975, volume=132961, vwap=11.8657, timestamp=1696604400000, transactions=1229, otc=None)
Agg(open=11.98, high=11.995, low=11.93, close=11.94, volume=128803, vwap=11.9684, timestamp=1696608000000, transactions=1005, otc=None)
Agg(open=11.94, high=12.02, low=11.935, close=12.02, volume=100001, vwap=11.9766, timestamp=1696611600000, transactions=794, otc=None)
Agg(open=12.015, high=12.05, low=11.98, close=12.0125, volume=147902, vwap=12.0157, timestamp=1696615200000, transactions=1127, otc=None)
Agg(open=12.015, high=12.015, low=11.91, close=11.915, volume=330667, vwap=11.9541, timestamp=1696618800000, transactions=2554, otc=None)
Agg(open=11.92, high=11.92, low=11.92, close=11.92, volume=22026, vwap=11.92, timestamp=1696622400000, transactions=10, otc=None)
