Agg(open=9, high=9, low=9, close=9, volume=315, vwap=9, timestamp=1681113600000, transactions=2, otc=None)
Agg(open=8.82, high=8.82, low=8.74, close=8.76, volume=3934, vwap=8.8058, timestamp=1681124400000, transactions=11, otc=None)
Agg(open=8.76, high=8.845, low=8.63, close=8.78, volume=387674, vwap=8.7509, timestamp=1681131600000, transactions=3165, otc=None)
Agg(open=8.775, high=8.89, low=8.755, close=8.875, volume=748439, vwap=8.8078, timestamp=1681135200000, transactions=6010, otc=None)
Agg(open=8.88, high=8.92, low=8.725, close=8.725, volume=638601, vwap=8.8637, timestamp=1681138800000, transactions=4408, otc=None)
Agg(open=8.72, high=8.74, low=8.665, close=8.73, volume=680239, vwap=8.6993, timestamp=1681142400000, transactions=4911, otc=None)
Agg(open=8.725, high=8.82, low=8.725, close=8.785, volume=384444, vwap=8.7796, timestamp=1681146000000, transactions=3490, otc=None)
Agg(open=8.79, high=8.84, low=8.76, close=8.838, volume=420759, vwap=8.8065, timestamp=1681149600000, transactions=3572, otc=None)
Agg(open=8.835, high=8.9, low=8.83, close=8.86, volume=1336582.0, vwap=8.8562, timestamp=1681153200000, transactions=8704, otc=None)
Agg(open=8.86, high=8.87, low=8.86, close=8.87, volume=112606, vwap=8.86, timestamp=1681156800000, transactions=24, otc=None)
Agg(open=8.87, high=8.87, low=8.86, close=8.86, volume=580, vwap=8.8683, timestamp=1681164000000, transactions=2, otc=None)
Agg(open=8.86, high=8.86, low=8.86, close=8.86, volume=100, vwap=8.86, timestamp=1681167600000, transactions=1, otc=None)
Agg(open=8.86, high=8.86, low=8.86, close=8.86, volume=354, vwap=8.86, timestamp=1681200000000, transactions=2, otc=None)
Agg(open=8.9, high=8.9, low=8.9, close=8.9, volume=200, vwap=8.9, timestamp=1681210800000, transactions=1, otc=None)
Agg(open=8.86, high=8.86, low=8.86, close=8.86, volume=5400, vwap=8.86, timestamp=1681214400000, transactions=2, otc=None)
Agg(open=8.9, high=8.9675, low=8.86, close=8.89, volume=343984, vwap=8.9151, timestamp=1681218000000, transactions=2689, otc=None)
Agg(open=8.885, high=9.075, low=8.875, close=8.96, volume=839217, vwap=8.9938, timestamp=1681221600000, transactions=5862, otc=None)
Agg(open=8.965, high=9.01, low=8.915, close=8.93, volume=510061, vwap=8.9575, timestamp=1681225200000, transactions=4467, otc=None)
Agg(open=8.93, high=9, low=8.92, close=8.92, volume=339497, vwap=8.948, timestamp=1681228800000, transactions=2711, otc=None)
Agg(open=8.925, high=8.995, low=8.905, close=8.985, volume=452589, vwap=8.9465, timestamp=1681232400000, transactions=3506, otc=None)
Agg(open=8.985, high=9.015, low=8.96, close=8.985, volume=433091, vwap=8.9924, timestamp=1681236000000, transactions=3153, otc=None)
Agg(open=8.99, high=9.02, low=8.9, close=8.91, volume=2090613.0, vwap=8.9475, timestamp=1681239600000, transactions=10869, otc=None)
Agg(open=8.92, high=8.96, low=8.9, close=8.96, volume=64854, vwap=8.9191, timestamp=1681243200000, transactions=40, otc=None)
Agg(open=9.1, high=9.1, low=8.92, close=8.92, volume=400, vwap=8.965, timestamp=1681246800000, transactions=2, otc=None)
Agg(open=8.92, high=8.92, low=8.92, close=8.92, volume=322, vwap=8.92, timestamp=1681250400000, transactions=1, otc=None)
Agg(open=8.8368, high=9.12, low=8.8213, close=9.06, volume=1861, vwap=8.9151, timestamp=1681300800000, transactions=11, otc=None)
Agg(open=9.03, high=9.0816, low=8.68, close=8.7, volume=860176, vwap=8.8467, timestamp=1681304400000, transactions=4827, otc=None)
Agg(open=8.695, high=8.74, low=8.35, close=8.3701, volume=1839889.0, vwap=8.5161, timestamp=1681308000000, transactions=12093, otc=None)
Agg(open=8.37, high=8.38, low=8.17, close=8.33, volume=1593928.0, vwap=8.2744, timestamp=1681311600000, transactions=9432, otc=None)
Agg(open=8.325, high=8.485, low=8.31, close=8.455, volume=1118664.0, vwap=8.3988, timestamp=1681315200000, transactions=6821, otc=None)
Agg(open=8.455, high=8.5153, low=8.315, close=8.335, volume=1153348.0, vwap=8.4284, timestamp=1681318800000, transactions=5620, otc=None)
Agg(open=8.33, high=8.36, low=8.19, close=8.25, volume=917911, vwap=8.2622, timestamp=1681322400000, transactions=6361, otc=None)
Agg(open=8.24, high=8.285, low=8.02, close=8.08, volume=3332992.0, vwap=8.1028, timestamp=1681326000000, transactions=16014, otc=None)
Agg(open=8.08, high=8.12, low=8.08, close=8.1, volume=121725, vwap=8.0823, timestamp=1681329600000, transactions=97, otc=None)
Agg(open=8.1, high=8.11, low=8.03, close=8.1, volume=11771, vwap=8.0645, timestamp=1681333200000, transactions=48, otc=None)
Agg(open=8.08, high=8.1099, low=8.0314, close=8.1099, volume=2072, vwap=8.0745, timestamp=1681336800000, transactions=14, otc=None)
Agg(open=8.09, high=8.1, low=8.06, close=8.08, volume=3206, vwap=8.0858, timestamp=1681340400000, transactions=16, otc=None)
Agg(open=8.11, high=8.16, low=8.11, close=8.16, volume=3604, vwap=8.1387, timestamp=1681383600000, transactions=6, otc=None)
Agg(open=8.1797, high=8.29, low=8.1, close=8.16, volume=62105, vwap=8.1314, timestamp=1681387200000, transactions=106, otc=None)
Agg(open=8.1001, high=8.36, low=8.06, close=8.285, volume=855466, vwap=8.2059, timestamp=1681390800000, transactions=5036, otc=None)
Agg(open=8.2801, high=8.55, low=8.2801, close=8.485, volume=1179676.0, vwap=8.4671, timestamp=1681394400000, transactions=8431, otc=None)
Agg(open=8.49, high=8.51, low=8.34, close=8.39, volume=798995, vwap=8.4018, timestamp=1681398000000, transactions=5944, otc=None)
Agg(open=8.39, high=8.5075, low=8.385, close=8.47, volume=738516, vwap=8.4588, timestamp=1681401600000, transactions=4782, otc=None)
Agg(open=8.475, high=8.57, low=8.43, close=8.435, volume=1281453.0, vwap=8.5146, timestamp=1681405200000, transactions=5264, otc=None)
Agg(open=8.4397, high=8.46, low=8.33, close=8.35, volume=981212, vwap=8.3993, timestamp=1681408800000, transactions=5214, otc=None)
Agg(open=8.35, high=8.4, low=8.33, close=8.34, volume=1729891.0, vwap=8.3603, timestamp=1681412400000, transactions=10482, otc=None)
Agg(open=8.34, high=8.34, low=8.31, close=8.3203, volume=3646, vwap=8.3258, timestamp=1681416000000, transactions=10, otc=None)
Agg(open=8.39, high=8.44, low=8.36, close=8.44, volume=1200, vwap=8.3992, timestamp=1681419600000, transactions=4, otc=None)
Agg(open=8.4, high=8.4, low=8.36, close=8.36, volume=200, vwap=8.38, timestamp=1681423200000, transactions=2, otc=None)
Agg(open=8.4, high=8.4, low=8.36, close=8.36, volume=20237, vwap=8.3603, timestamp=1681426800000, transactions=7, otc=None)
Agg(open=8.36, high=8.36, low=8.34, close=8.34, volume=5330, vwap=8.3441, timestamp=1681473600000, transactions=16, otc=None)
Agg(open=8.31, high=8.335, low=8.1623, close=8.205, volume=636578, vwap=8.2566, timestamp=1681477200000, transactions=4496, otc=None)
Agg(open=8.2, high=8.22, low=7.92, close=7.94, volume=1512285.0, vwap=8.0437, timestamp=1681480800000, transactions=9813, otc=None)
Agg(open=7.94, high=7.955, low=7.85, close=7.93, volume=1316567.0, vwap=7.9043, timestamp=1681484400000, transactions=7930, otc=None)
Agg(open=7.925, high=7.925, low=7.82, close=7.85, volume=1065010.0, vwap=7.8556, timestamp=1681488000000, transactions=6752, otc=None)
Agg(open=7.845, high=7.9275, low=7.795, close=7.81, volume=831081, vwap=7.8608, timestamp=1681491600000, transactions=5792, otc=None)
Agg(open=7.815, high=7.84, low=7.77, close=7.815, volume=932778, vwap=7.7984, timestamp=1681495200000, transactions=6743, otc=None)
Agg(open=7.82, high=7.855, low=7.72, close=7.85, volume=2197739.0, vwap=7.8116, timestamp=1681498800000, transactions=11922, otc=None)
Agg(open=7.84, high=7.88, low=7.84, close=7.86, volume=51916, vwap=7.842, timestamp=1681502400000, transactions=50, otc=None)
Agg(open=7.86, high=7.86, low=7.82, close=7.82, volume=1761, vwap=7.8446, timestamp=1681506000000, transactions=12, otc=None)
Agg(open=7.86, high=7.86, low=7.82, close=7.82, volume=2930, vwap=7.8368, timestamp=1681509600000, transactions=7, otc=None)
