Agg(open=9, high=9, low=9, close=9, volume=510, vwap=9.0022, timestamp=1679302800000, transactions=3, otc=None)
Agg(open=9.1, high=9.1, low=9.1, close=9.1, volume=500, vwap=9.1, timestamp=1679306400000, transactions=1, otc=None)
Agg(open=9.12, high=9.12, low=9.09, close=9.1, volume=3215, vwap=9.1117, timestamp=1679310000000, transactions=10, otc=None)
Agg(open=9.16, high=9.16, low=9.09, close=9.16, volume=826, vwap=9.1434, timestamp=1679313600000, transactions=6, otc=None)
Agg(open=9.18, high=9.3, low=9.12, close=9.15, volume=789538, vwap=9.1962, timestamp=1679317200000, transactions=6179, otc=None)
Agg(open=9.145, high=9.32, low=9.1027, close=9.305, volume=918592, vwap=9.2186, timestamp=1679320800000, transactions=7880, otc=None)
Agg(open=9.31, high=9.35, low=9.23, close=9.23, volume=652294, vwap=9.2979, timestamp=1679324400000, transactions=5318, otc=None)
Agg(open=9.235, high=9.24, low=9.05, close=9.13, volume=915946, vwap=9.1311, timestamp=1679328000000, transactions=6730, otc=None)
Agg(open=9.13, high=9.195, low=9, close=9, volume=752432, vwap=9.0905, timestamp=1679331600000, transactions=6125, otc=None)
Agg(open=9.0099, high=9.03, low=8.865, close=8.91, volume=1300140.0, vwap=8.9476, timestamp=1679335200000, transactions=8565, otc=None)
Agg(open=8.905, high=9.03, low=8.895, close=8.99, volume=2479688.0, vwap=8.9702, timestamp=1679338800000, transactions=16995, otc=None)
Agg(open=8.99, high=9.01, low=8.99, close=9.01, volume=202680, vwap=8.99, timestamp=1679342400000, transactions=36, otc=None)
Agg(open=9.02, high=9.02, low=9, close=9, volume=200, vwap=9.01, timestamp=1679346000000, transactions=2, otc=None)
Agg(open=9.002, high=9.13, low=9.002, close=9.13, volume=47464, vwap=9.124, timestamp=1679400000000, transactions=16, otc=None)
Agg(open=9.13, high=9.41, low=9.13, close=9.388, volume=638430, vwap=9.2938, timestamp=1679403600000, transactions=4486, otc=None)
Agg(open=9.39, high=9.52, low=9.3023, close=9.485, volume=1257045.0, vwap=9.4318, timestamp=1679407200000, transactions=10148, otc=None)
Agg(open=9.485, high=9.69, low=9.46, close=9.58, volume=1324573.0, vwap=9.5809, timestamp=1679410800000, transactions=8672, otc=None)
Agg(open=9.58, high=9.64, low=9.5, close=9.58, volume=878725, vwap=9.5638, timestamp=1679414400000, transactions=5977, otc=None)
Agg(open=9.58, high=9.6, low=9.495, close=9.495, volume=564181, vwap=9.5439, timestamp=1679418000000, transactions=4970, otc=None)
Agg(open=9.495, high=9.525, low=9.46, close=9.475, volume=645201, vwap=9.4844, timestamp=1679421600000, transactions=5497, otc=None)
Agg(open=9.475, high=9.65, low=9.46, close=9.58, volume=2233210.0, vwap=9.5736, timestamp=1679425200000, transactions=15201, otc=None)
Agg(open=9.58, high=9.65, low=9.58, close=9.65, volume=508880, vwap=9.5804, timestamp=1679428800000, transactions=55, otc=None)
Agg(open=9.6, high=9.62, low=9.5, close=9.62, volume=900, vwap=9.5756, timestamp=1679432400000, transactions=3, otc=None)
Agg(open=9.61, high=9.61, low=9.61, close=9.61, volume=100, vwap=9.61, timestamp=1679436000000, transactions=1, otc=None)
Agg(open=9.63, high=9.63, low=9.58, close=9.58, volume=443, vwap=9.5935, timestamp=1679439600000, transactions=6, otc=None)
