Agg(open=3.95, high=4.06, low=3.95, close=4, volume=7769, vwap=4.0064, timestamp=1678694400000, transactions=40, otc=None)
Agg(open=4, high=4.01, low=3.95, close=3.95, volume=18721, vwap=3.9919, timestamp=1678698000000, transactions=33, otc=None)
Agg(open=3.95, high=3.97, low=3.86, close=3.87, volume=10526, vwap=3.907, timestamp=1678701600000, transactions=52, otc=None)
Agg(open=3.87, high=3.94, low=3.85, close=3.88, volume=31012, vwap=3.8978, timestamp=1678705200000, transactions=101, otc=None)
Agg(open=3.95, high=4.01, low=3.73, close=3.751, volume=73370, vwap=3.7878, timestamp=1678708800000, transactions=419, otc=None)
Agg(open=3.751, high=3.985, low=3.7, close=3.95, volume=1291945.0, vwap=3.7993, timestamp=1678712400000, transactions=5644, otc=None)
Agg(open=3.9405, high=3.97, low=3.88, close=3.9485, volume=546213, vwap=3.9223, timestamp=1678716000000, transactions=3085, otc=None)
Agg(open=3.95, high=4.005, low=3.93, close=3.9585, volume=621823, vwap=3.9745, timestamp=1678719600000, transactions=3140, otc=None)
Agg(open=3.955, high=3.985, low=3.8803, close=3.8999, volume=297256, vwap=3.9263, timestamp=1678723200000, transactions=1982, otc=None)
Agg(open=3.9, high=3.92, low=3.8615, close=3.91, volume=307953, vwap=3.8913, timestamp=1678726800000, transactions=1761, otc=None)
Agg(open=3.91, high=3.97, low=3.91, close=3.94, volume=243324, vwap=3.9376, timestamp=1678730400000, transactions=1949, otc=None)
Agg(open=3.95, high=3.97, low=3.91, close=3.935, volume=730662, vwap=3.9429, timestamp=1678734000000, transactions=4074, otc=None)
Agg(open=3.94, high=3.98, low=3.92, close=3.92, volume=15338, vwap=3.9412, timestamp=1678737600000, transactions=16, otc=None)
Agg(open=3.9587, high=3.98, low=3.9587, close=3.98, volume=387, vwap=3.97, timestamp=1678741200000, transactions=3, otc=None)
Agg(open=3.97, high=3.99, low=3.91, close=3.92, volume=4298, vwap=3.9642, timestamp=1678744800000, transactions=12, otc=None)
Agg(open=3.99, high=3.99, low=3.98, close=3.99, volume=5894, vwap=3.9891, timestamp=1678748400000, transactions=10, otc=None)
Agg(open=4.05, high=4.05, low=4.05, close=4.05, volume=2623, vwap=4.05, timestamp=1678780800000, transactions=2, otc=None)
Agg(open=4.05, high=4.05, low=4, close=4, volume=256, vwap=4.02, timestamp=1678784400000, transactions=3, otc=None)
Agg(open=4, high=4, low=3.95, close=3.99, volume=3504, vwap=3.9616, timestamp=1678791600000, transactions=19, otc=None)
Agg(open=3.95, high=4.05, low=3.95, close=4.0215, volume=12583, vwap=4.0135, timestamp=1678795200000, transactions=67, otc=None)
Agg(open=4.04, high=4.07, low=3.9573, close=4.02, volume=538099, vwap=4.0171, timestamp=1678798800000, transactions=3072, otc=None)
Agg(open=4.015, high=4.035, low=3.9001, close=3.905, volume=569339, vwap=3.9584, timestamp=1678802400000, transactions=3292, otc=None)
Agg(open=3.905, high=3.96, low=3.9, close=3.92, volume=380087, vwap=3.9225, timestamp=1678806000000, transactions=2014, otc=None)
Agg(open=3.925, high=3.9356, low=3.89, close=3.9233, volume=354457, vwap=3.9143, timestamp=1678809600000, transactions=2155, otc=None)
Agg(open=3.925, high=3.9298, low=3.87, close=3.8961, volume=292477, vwap=3.8942, timestamp=1678813200000, transactions=1770, otc=None)
Agg(open=3.9, high=3.9, low=3.86, close=3.868, volume=258738, vwap=3.8797, timestamp=1678816800000, transactions=1628, otc=None)
Agg(open=3.865, high=3.9, low=3.84, close=3.9, volume=480219, vwap=3.8705, timestamp=1678820400000, transactions=2838, otc=None)
Agg(open=3.89, high=3.94, low=3.89, close=3.94, volume=35367, vwap=3.894, timestamp=1678824000000, transactions=11, otc=None)
Agg(open=3.92, high=3.94, low=3.9, close=3.94, volume=2630, vwap=3.9204, timestamp=1678827600000, transactions=7, otc=None)
Agg(open=3.9, high=3.94, low=3.9, close=3.94, volume=2485, vwap=3.9022, timestamp=1678831200000, transactions=13, otc=None)
Agg(open=3.9, high=3.94, low=3.9, close=3.94, volume=11119, vwap=3.9198, timestamp=1678834800000, transactions=9, otc=None)
Agg(open=3.92, high=4, low=3.92, close=4, volume=633, vwap=3.9341, timestamp=1678870800000, transactions=7, otc=None)
Agg(open=3.98, high=3.98, low=3.8, close=3.8, volume=3730, vwap=3.8814, timestamp=1678874400000, transactions=41, otc=None)
Agg(open=3.86, high=3.86, low=3.79, close=3.79, volume=8688, vwap=3.8111, timestamp=1678878000000, transactions=66, otc=None)
Agg(open=3.83, high=3.88, low=3.76, close=3.76, volume=30010, vwap=3.8051, timestamp=1678881600000, transactions=117, otc=None)
Agg(open=3.8685, high=3.8685, low=3.77, close=3.8, volume=282376, vwap=3.8159, timestamp=1678885200000, transactions=1572, otc=None)
Agg(open=3.8099, high=3.9099, low=3.79, close=3.87, volume=365157, vwap=3.8514, timestamp=1678888800000, transactions=2056, otc=None)
Agg(open=3.865, high=3.92, low=3.85, close=3.895, volume=196899, vwap=3.8901, timestamp=1678892400000, transactions=1390, otc=None)
Agg(open=3.8993, high=3.9199, low=3.81, close=3.81, volume=288507, vwap=3.8725, timestamp=1678896000000, transactions=1465, otc=None)
Agg(open=3.81, high=3.8776, low=3.805, close=3.855, volume=246509, vwap=3.8405, timestamp=1678899600000, transactions=1513, otc=None)
Agg(open=3.855, high=3.92, low=3.83, close=3.8986, volume=201754, vwap=3.8853, timestamp=1678903200000, transactions=1598, otc=None)
Agg(open=3.9, high=3.94, low=3.875, close=3.94, volume=584319, vwap=3.904, timestamp=1678906800000, transactions=3521, otc=None)
Agg(open=3.92, high=3.98, low=3.91, close=3.94, volume=553411, vwap=3.92, timestamp=1678910400000, transactions=32, otc=None)
Agg(open=3.9478, high=3.95, low=3.9478, close=3.95, volume=965, vwap=3.9491, timestamp=1678914000000, transactions=6, otc=None)
Agg(open=3.95, high=3.95, low=3.93, close=3.93, volume=681, vwap=3.9409, timestamp=1678917600000, transactions=8, otc=None)
Agg(open=3.95, high=3.95, low=3.93, close=3.94, volume=3570, vwap=3.9452, timestamp=1678921200000, transactions=11, otc=None)
Agg(open=4, high=4, low=4, close=4, volume=971, vwap=4, timestamp=1678957200000, transactions=5, otc=None)
Agg(open=4.01, high=4.01, low=4, close=4, volume=549, vwap=4.0036, timestamp=1678960800000, transactions=5, otc=None)
Agg(open=4, high=4, low=3.92, close=3.92, volume=5472, vwap=3.9897, timestamp=1678964400000, transactions=6, otc=None)
Agg(open=4.0015, high=4.0015, low=3.88, close=3.9, volume=11595, vwap=3.9124, timestamp=1678968000000, transactions=45, otc=None)
Agg(open=3.89, high=3.89, low=3.8, close=3.86, volume=263622, vwap=3.8479, timestamp=1678971600000, transactions=1521, otc=None)
Agg(open=3.86, high=3.91, low=3.77, close=3.8995, volume=424007, vwap=3.8202, timestamp=1678975200000, transactions=2273, otc=None)
Agg(open=3.89, high=3.96, low=3.865, close=3.93, volume=291393, vwap=3.9186, timestamp=1678978800000, transactions=1689, otc=None)
Agg(open=3.9343, high=3.97, low=3.89, close=3.97, volume=244320, vwap=3.9233, timestamp=1678982400000, transactions=1238, otc=None)
Agg(open=3.97, high=4, low=3.93, close=3.935, volume=200213, vwap=3.9653, timestamp=1678986000000, transactions=1476, otc=None)
Agg(open=3.935, high=4, low=3.92, close=3.965, volume=233553, vwap=3.9564, timestamp=1678989600000, transactions=1600, otc=None)
