Agg(open=6.74, high=6.74, low=6.72, close=6.72, volume=907, vwap=6.7326, timestamp=1696233600000, transactions=13, otc=None)
Agg(open=6.88, high=6.9, low=6.88, close=6.9, volume=3506, vwap=6.8929, timestamp=1696237200000, transactions=24, otc=None)
Agg(open=6.75, high=6.76, low=6.72, close=6.73, volume=7161, vwap=6.7467, timestamp=1696244400000, transactions=30, otc=None)
Agg(open=6.79, high=6.83, low=6.68, close=6.68, volume=7087, vwap=6.7312, timestamp=1696248000000, transactions=31, otc=None)
Agg(open=6.65, high=6.7493, low=6.535, close=6.585, volume=534144, vwap=6.621, timestamp=1696251600000, transactions=2365, otc=None)
Agg(open=6.58, high=6.66, low=6.55, close=6.57, volume=345307, vwap=6.6034, timestamp=1696255200000, transactions=2742, otc=None)
Agg(open=6.57, high=6.607, low=6.53, close=6.545, volume=473819, vwap=6.5659, timestamp=1696258800000, transactions=2628, otc=None)
Agg(open=6.545, high=6.555, low=6.47, close=6.49, volume=359107, vwap=6.5036, timestamp=1696262400000, transactions=2461, otc=None)
Agg(open=6.485, high=6.5, low=6.42, close=6.47, volume=421834, vwap=6.4673, timestamp=1696266000000, transactions=2800, otc=None)
Agg(open=6.465, high=6.535, low=6.41, close=6.455, volume=444274, vwap=6.461, timestamp=1696269600000, transactions=2892, otc=None)
Agg(open=6.45, high=6.48, low=6.42, close=6.47, volume=763691, vwap=6.4561, timestamp=1696273200000, transactions=4884, otc=None)
Agg(open=6.48, high=6.52, low=6.47, close=6.52, volume=44621, vwap=6.4796, timestamp=1696276800000, transactions=49, otc=None)
Agg(open=6.52, high=6.52, low=6.48, close=6.4999, volume=5801, vwap=6.4841, timestamp=1696280400000, transactions=10, otc=None)
Agg(open=6.5, high=6.5, low=6.5, close=6.5, volume=1972, vwap=6.5, timestamp=1696284000000, transactions=3, otc=None)
Agg(open=6.47, high=6.51, low=6.42, close=6.49, volume=2362, vwap=6.4675, timestamp=1696287600000, transactions=17, otc=None)
Agg(open=6.48, high=6.48, low=6.42, close=6.42, volume=800, vwap=6.4463, timestamp=1696320000000, transactions=6, otc=None)
Agg(open=6.42, high=6.42, low=6.41, close=6.41, volume=420, vwap=6.4148, timestamp=1696323600000, transactions=2, otc=None)
Agg(open=6.43, high=6.43, low=6.43, close=6.43, volume=200, vwap=6.43, timestamp=1696327200000, transactions=2, otc=None)
Agg(open=6.43, high=6.43, low=6.39, close=6.39, volume=7463, vwap=6.4185, timestamp=1696330800000, transactions=35, otc=None)
Agg(open=6.43, high=6.5741, low=6.35, close=6.37, volume=14017, vwap=6.3939, timestamp=1696334400000, transactions=98, otc=None)
Agg(open=6.37, high=6.415, low=6.195, close=6.305, volume=807396, vwap=6.3099, timestamp=1696338000000, transactions=3903, otc=None)
Agg(open=6.3, high=6.305, low=6.13, close=6.155, volume=1156318.0, vwap=6.1881, timestamp=1696341600000, transactions=6502, otc=None)
Agg(open=6.15, high=6.21, low=6.14, close=6.18, volume=604892, vwap=6.1665, timestamp=1696345200000, transactions=4436, otc=None)
Agg(open=6.18, high=6.22, low=6.14, close=6.165, volume=590276, vwap=6.1711, timestamp=1696348800000, transactions=3922, otc=None)
Agg(open=6.165, high=6.1999, low=6.09, close=6.1199, volume=761716, vwap=6.1212, timestamp=1696352400000, transactions=4587, otc=None)
Agg(open=6.11, high=6.17, low=6.08, close=6.1066, volume=620101, vwap=6.1203, timestamp=1696356000000, transactions=4123, otc=None)
Agg(open=6.105, high=6.145, low=6.08, close=6.11, volume=1543694.0, vwap=6.1078, timestamp=1696359600000, transactions=8966, otc=None)
Agg(open=6.12, high=6.24, low=6.11, close=6.14, volume=68544, vwap=6.125, timestamp=1696363200000, transactions=67, otc=None)
Agg(open=6.13, high=6.14, low=6.12, close=6.12, volume=4939, vwap=6.1238, timestamp=1696366800000, transactions=21, otc=None)
