Agg(open=22, high=22, low=21.74, close=21.74, volume=10017, vwap=21.8027, timestamp=1675674000000, transactions=15, otc=None)
Agg(open=22.06, high=22.07, low=22.06, close=22.06, volume=750, vwap=22.0627, timestamp=1675684800000, transactions=7, otc=None)
Agg(open=22.28, high=22.38, low=22.2, close=22.22, volume=74667, vwap=22.279, timestamp=1675692000000, transactions=961, otc=None)
Agg(open=22.225, high=22.3, low=22.18, close=22.28, volume=123008, vwap=22.2173, timestamp=1675695600000, transactions=2776, otc=None)
Agg(open=22.285, high=22.31, low=22.25, close=22.305, volume=84817, vwap=22.2763, timestamp=1675699200000, transactions=1497, otc=None)
Agg(open=22.305, high=22.39, low=22.305, close=22.36, volume=151924, vwap=22.3454, timestamp=1675702800000, transactions=1765, otc=None)
Agg(open=22.36, high=22.415, low=22.34, close=22.39, volume=119854, vwap=22.3719, timestamp=1675706400000, transactions=1547, otc=None)
Agg(open=22.39, high=22.42, low=22.35, close=22.4, volume=156720, vwap=22.3819, timestamp=1675710000000, transactions=1965, otc=None)
Agg(open=22.395, high=22.5, low=22.325, close=22.49, volume=674169, vwap=22.4116, timestamp=1675713600000, transactions=6200, otc=None)
Agg(open=22.49, high=22.49, low=22.49, close=22.49, volume=37002, vwap=22.49, timestamp=1675717200000, transactions=13, otc=None)
Agg(open=22.49, high=22.49, low=22.49, close=22.49, volume=500, vwap=22.49, timestamp=1675728000000, transactions=1, otc=None)
Agg(open=22.51, high=22.51, low=22.5, close=22.51, volume=566, vwap=22.5068, timestamp=1675774800000, transactions=10, otc=None)
Agg(open=22.52, high=22.52, low=22.35, close=22.375, volume=130923, vwap=22.4318, timestamp=1675778400000, transactions=1443, otc=None)
Agg(open=22.37, high=22.37, low=22.255, close=22.31, volume=142249, vwap=22.3068, timestamp=1675782000000, transactions=2067, otc=None)
Agg(open=22.31, high=22.4, low=22.295, close=22.375, volume=122633, vwap=22.3592, timestamp=1675785600000, transactions=1611, otc=None)
Agg(open=22.375, high=22.515, low=22.315, close=22.515, volume=208882, vwap=22.3913, timestamp=1675789200000, transactions=2227, otc=None)
Agg(open=22.52, high=22.535, low=22.3, close=22.37, volume=216523, vwap=22.4293, timestamp=1675792800000, transactions=2758, otc=None)
Agg(open=22.38, high=22.64, low=22.38, close=22.635, volume=238953, vwap=22.5444, timestamp=1675796400000, transactions=2662, otc=None)
Agg(open=22.635, high=22.75, low=22.545, close=22.725, volume=587815, vwap=22.6663, timestamp=1675800000000, transactions=5809, otc=None)
Agg(open=22.73, high=22.96, low=22.7, close=22.96, volume=33313, vwap=22.7633, timestamp=1675803600000, transactions=47, otc=None)
Agg(open=22.92, high=22.95, low=22.92, close=22.95, volume=600, vwap=22.945, timestamp=1675807200000, transactions=3, otc=None)
Agg(open=22.94, high=22.94, low=22.94, close=22.94, volume=200, vwap=22.94, timestamp=1675810800000, transactions=2, otc=None)
Agg(open=22.92, high=22.92, low=22.91, close=22.91, volume=1913, vwap=22.9138, timestamp=1675814400000, transactions=8, otc=None)
Agg(open=22.62, high=22.63, low=22.47, close=22.48, volume=4141, vwap=22.5326, timestamp=1675857600000, transactions=36, otc=None)
Agg(open=22.8, high=22.8, low=22.49, close=22.5, volume=2484, vwap=22.5686, timestamp=1675861200000, transactions=19, otc=None)
Agg(open=22.51, high=22.73, low=22.42, close=22.625, volume=104026, vwap=22.5686, timestamp=1675864800000, transactions=1188, otc=None)
Agg(open=22.6299, high=22.63, low=22.375, close=22.395, volume=149820, vwap=22.4996, timestamp=1675868400000, transactions=2235, otc=None)
Agg(open=22.395, high=22.4, low=22.335, close=22.4, volume=139257, vwap=22.3632, timestamp=1675872000000, transactions=2117, otc=None)
Agg(open=22.4, high=22.5, low=22.38, close=22.465, volume=137075, vwap=22.4402, timestamp=1675875600000, transactions=1833, otc=None)
Agg(open=22.465, high=22.47, low=22.385, close=22.405, volume=237669, vwap=22.4253, timestamp=1675879200000, transactions=1825, otc=None)
Agg(open=22.41, high=22.53, low=22.4, close=22.495, volume=261568, vwap=22.4546, timestamp=1675882800000, transactions=2161, otc=None)
Agg(open=22.4982, high=22.53, low=22.39, close=22.515, volume=586597, vwap=22.4774, timestamp=1675886400000, transactions=6373, otc=None)
Agg(open=22.52, high=22.91, low=22.52, close=22.91, volume=14555, vwap=22.5232, timestamp=1675890000000, transactions=18, otc=None)
Agg(open=22.65, high=22.65, low=22.65, close=22.65, volume=200, vwap=22.65, timestamp=1675947600000, transactions=1, otc=None)
Agg(open=22.63, high=22.67, low=22.54, close=22.565, volume=73390, vwap=22.6175, timestamp=1675951200000, transactions=1055, otc=None)
Agg(open=22.565, high=22.605, low=22.52, close=22.545, volume=91560, vwap=22.5612, timestamp=1675954800000, transactions=1296, otc=None)
Agg(open=22.54, high=22.585, low=22.49, close=22.525, volume=84930, vwap=22.53, timestamp=1675958400000, transactions=1110, otc=None)
Agg(open=22.525, high=22.525, low=22.4, close=22.425, volume=114425, vwap=22.4585, timestamp=1675962000000, transactions=1432, otc=None)
Agg(open=22.425, high=22.455, low=22.401, close=22.405, volume=123793, vwap=22.4241, timestamp=1675965600000, transactions=1392, otc=None)
Agg(open=22.405, high=22.43, low=22.335, close=22.39, volume=165088, vwap=22.384, timestamp=1675969200000, transactions=2017, otc=None)
Agg(open=22.38, high=22.47, low=22.345, close=22.46, volume=477963, vwap=22.4129, timestamp=1675972800000, transactions=4886, otc=None)
Agg(open=22.46, high=22.46, low=22.46, close=22.46, volume=641175, vwap=22.46, timestamp=1675976400000, transactions=19, otc=None)
Agg(open=22.43, high=22.47, low=22.36, close=22.465, volume=51157, vwap=22.4133, timestamp=1676037600000, transactions=824, otc=None)
Agg(open=22.45, high=22.46, low=22.34, close=22.355, volume=167819, vwap=22.3979, timestamp=1676041200000, transactions=2699, otc=None)
Agg(open=22.355, high=22.42, low=22.345, close=22.35, volume=97538, vwap=22.3837, timestamp=1676044800000, transactions=1419, otc=None)
Agg(open=22.355, high=22.355, low=22.15, close=22.165, volume=355388, vwap=22.2496, timestamp=1676048400000, transactions=3627, otc=None)
Agg(open=22.165, high=22.29, low=22.15, close=22.165, volume=206616, vwap=22.2084, timestamp=1676052000000, transactions=2431, otc=None)
Agg(open=22.16, high=22.17, low=22.115, close=22.145, volume=205592, vwap=22.1439, timestamp=1676055600000, transactions=2671, otc=None)
Agg(open=22.145, high=22.31, low=22.145, close=22.305, volume=702360, vwap=22.2128, timestamp=1676059200000, transactions=7008, otc=None)
Agg(open=22.31, high=22.31, low=22.31, close=22.31, volume=21302, vwap=22.31, timestamp=1676062800000, transactions=21, otc=None)
