Agg(open=8.85, high=9, low=8.85, close=9, volume=2164, vwap=8.946, timestamp=1685959200000, transactions=6, otc=None)
Agg(open=8.8, high=8.8, low=8.76, close=8.79, volume=2637, vwap=8.7873, timestamp=1685962800000, transactions=22, otc=None)
Agg(open=8.8, high=8.83, low=8.7999, close=8.8, volume=20918, vwap=8.8036, timestamp=1685966400000, transactions=30, otc=None)
Agg(open=8.8288, high=8.86, low=8.2, close=8.425, volume=1406013.0, vwap=8.4883, timestamp=1685970000000, transactions=7445, otc=None)
Agg(open=8.43, high=8.56, low=8.345, close=8.39, volume=1221121.0, vwap=8.4763, timestamp=1685973600000, transactions=8962, otc=None)
Agg(open=8.385, high=8.47, low=8.2, close=8.2086, volume=822255, vwap=8.3391, timestamp=1685977200000, transactions=6126, otc=None)
Agg(open=8.2, high=8.27, low=8.11, close=8.18, volume=1217138.0, vwap=8.1903, timestamp=1685980800000, transactions=7428, otc=None)
Agg(open=8.175, high=8.3, low=8.135, close=8.3, volume=1063367.0, vwap=8.2129, timestamp=1685984400000, transactions=5813, otc=None)
Agg(open=8.295, high=8.31, low=8.17, close=8.265, volume=576508, vwap=8.2349, timestamp=1685988000000, transactions=4629, otc=None)
Agg(open=8.26, high=8.3, low=8.19, close=8.2, volume=1046590.0, vwap=8.2464, timestamp=1685991600000, transactions=7832, otc=None)
Agg(open=8.22, high=8.25, low=8.17, close=8.25, volume=97138, vwap=8.2204, timestamp=1685995200000, transactions=43, otc=None)
Agg(open=8.11, high=8.24, low=8.11, close=8.18, volume=2800, vwap=8.2071, timestamp=1685998800000, transactions=5, otc=None)
Agg(open=8.23, high=8.25, low=8.23, close=8.24, volume=1040, vwap=8.241, timestamp=1686006000000, transactions=4, otc=None)
Agg(open=8.22, high=8.22, low=8.22, close=8.22, volume=199, vwap=8.223, timestamp=1686049200000, transactions=4, otc=None)
Agg(open=8.23, high=8.25, low=8.2, close=8.2, volume=4342, vwap=8.2275, timestamp=1686052800000, transactions=19, otc=None)
Agg(open=8.2, high=8.29, low=8.115, close=8.13, volume=338290, vwap=8.1827, timestamp=1686056400000, transactions=2739, otc=None)
Agg(open=8.14, high=8.32, low=8.13, close=8.2, volume=971247, vwap=8.2402, timestamp=1686060000000, transactions=7303, otc=None)
