Agg(open=17, high=17, low=16.9, close=16.9, volume=751, vwap=16.9827, timestamp=1678107600000, transactions=3, otc=None)
Agg(open=17.01, high=17.01, low=16.885, close=16.95, volume=92714, vwap=16.9366, timestamp=1678111200000, transactions=980, otc=None)
Agg(open=16.945, high=17.01, low=16.895, close=16.895, volume=109929, vwap=16.961, timestamp=1678114800000, transactions=1504, otc=None)
Agg(open=16.89, high=16.92, low=16.83, close=16.845, volume=88284, vwap=16.8814, timestamp=1678118400000, transactions=1199, otc=None)
Agg(open=16.84, high=16.87, low=16.795, close=16.795, volume=97978, vwap=16.8344, timestamp=1678122000000, transactions=1207, otc=None)
Agg(open=16.795, high=16.815, low=16.69, close=16.715, volume=99013, vwap=16.7563, timestamp=1678125600000, transactions=1279, otc=None)
Agg(open=16.715, high=16.7359, low=16.69, close=16.7, volume=106301, vwap=16.7119, timestamp=1678129200000, transactions=1295, otc=None)
Agg(open=16.7052, high=16.75, low=16.63, close=16.73, volume=351967, vwap=16.6957, timestamp=1678132800000, transactions=3550, otc=None)
Agg(open=16.74, high=16.74, low=16.74, close=16.74, volume=36045, vwap=16.74, timestamp=1678136400000, transactions=20, otc=None)
Agg(open=16.74, high=16.74, low=16.74, close=16.74, volume=120, vwap=16.7417, timestamp=1678190400000, transactions=2, otc=None)
Agg(open=16.76, high=16.8, low=16.69, close=16.75, volume=85400, vwap=16.7505, timestamp=1678197600000, transactions=774, otc=None)
Agg(open=16.755, high=16.77, low=16.53, close=16.53, volume=206978, vwap=16.6347, timestamp=1678201200000, transactions=2117, otc=None)
Agg(open=16.52, high=16.59, low=16.495, close=16.5196, volume=105681, vwap=16.5377, timestamp=1678204800000, transactions=1317, otc=None)
Agg(open=16.51, high=16.585, low=16.445, close=16.47, volume=117761, vwap=16.513, timestamp=1678208400000, transactions=1274, otc=None)
Agg(open=16.45, high=16.455, low=16.3725, close=16.4, volume=84207, vwap=16.4058, timestamp=1678212000000, transactions=1097, otc=None)
Agg(open=16.405, high=16.42, low=16.3725, close=16.415, volume=77458, vwap=16.3997, timestamp=1678215600000, transactions=894, otc=None)
Agg(open=16.42, high=16.565, low=16.42, close=16.48, volume=191626, vwap=16.4948, timestamp=1678219200000, transactions=2351, otc=None)
Agg(open=16.49, high=16.49, low=16.49, close=16.49, volume=34216, vwap=16.49, timestamp=1678222800000, transactions=22, otc=None)
Agg(open=16.53, high=16.575, low=16.44, close=16.5397, volume=52509, vwap=16.5091, timestamp=1678284000000, transactions=712, otc=None)
Agg(open=16.53, high=16.625, low=16.4581, close=16.58, volume=117250, vwap=16.5667, timestamp=1678287600000, transactions=1506, otc=None)
Agg(open=16.575, high=16.585, low=16.48, close=16.545, volume=116559, vwap=16.5392, timestamp=1678291200000, transactions=1224, otc=None)
Agg(open=16.545, high=16.57, low=16.45, close=16.49, volume=121270, vwap=16.5023, timestamp=1678294800000, transactions=1346, otc=None)
Agg(open=16.495, high=16.505, low=16.41, close=16.465, volume=133565, vwap=16.4522, timestamp=1678298400000, transactions=1487, otc=None)
Agg(open=16.46, high=16.48, low=16.4325, close=16.47, volume=128220, vwap=16.4551, timestamp=1678302000000, transactions=1575, otc=None)
Agg(open=16.47, high=16.585, low=16.465, close=16.58, volume=273857, vwap=16.5363, timestamp=1678305600000, transactions=2842, otc=None)
Agg(open=16.58, high=16.58, low=16.58, close=16.58, volume=47776, vwap=16.58, timestamp=1678309200000, transactions=20, otc=None)
Agg(open=16.27, high=16.27, low=16.27, close=16.27, volume=286, vwap=16.2977, timestamp=1678312800000, transactions=8, otc=None)
Agg(open=16.57, high=16.61, low=16.415, close=16.44, volume=108674, vwap=16.493, timestamp=1678370400000, transactions=879, otc=None)
Agg(open=16.44, high=16.495, low=16.245, close=16.25, volume=166541, vwap=16.3752, timestamp=1678374000000, transactions=1759, otc=None)
Agg(open=16.25, high=16.25, low=16.08, close=16.08, volume=98391, vwap=16.1801, timestamp=1678377600000, transactions=1352, otc=None)
Agg(open=16.085, high=16.1, low=16, close=16.035, volume=182417, vwap=16.0472, timestamp=1678381200000, transactions=2272, otc=None)
Agg(open=16.035, high=16.12, low=16.01, close=16.03, volume=149244, vwap=16.0574, timestamp=1678384800000, transactions=1931, otc=None)
Agg(open=16.02, high=16.05, low=15.88, close=15.905, volume=179150, vwap=15.9705, timestamp=1678388400000, transactions=1931, otc=None)
Agg(open=15.905, high=15.92, low=15.76, close=15.8, volume=282482, vwap=15.8272, timestamp=1678392000000, transactions=3100, otc=None)
Agg(open=15.79, high=15.79, low=15.79, close=15.79, volume=48703, vwap=15.79, timestamp=1678395600000, transactions=20, otc=None)
Agg(open=15.79, high=15.79, low=15.79, close=15.79, volume=216, vwap=15.8697, timestamp=1678402800000, transactions=7, otc=None)
Agg(open=15.75, high=15.75, low=15.75, close=15.75, volume=315, vwap=15.7526, timestamp=1678453200000, transactions=4, otc=None)
Agg(open=15.81, high=15.81, low=15.48, close=15.52, volume=218045, vwap=15.5862, timestamp=1678456800000, transactions=2057, otc=None)
Agg(open=15.515, high=15.675, low=15.48, close=15.62, volume=564479, vwap=15.5571, timestamp=1678460400000, transactions=4852, otc=None)
Agg(open=15.62, high=15.79, low=15.62, close=15.635, volume=130593, vwap=15.6845, timestamp=1678464000000, transactions=1534, otc=None)
Agg(open=15.63, high=15.675, low=15.43, close=15.4301, volume=201513, vwap=15.5892, timestamp=1678467600000, transactions=2118, otc=None)
Agg(open=15.435, high=15.49, low=15.33, close=15.36, volume=196958, vwap=15.3857, timestamp=1678471200000, transactions=2158, otc=None)
Agg(open=15.355, high=15.6486, low=15.355, close=15.58, volume=318387, vwap=15.4934, timestamp=1678474800000, transactions=2230, otc=None)
Agg(open=15.58, high=15.605, low=15.435, close=15.52, volume=423915, vwap=15.5042, timestamp=1678478400000, transactions=3973, otc=None)
Agg(open=15.51, high=15.51, low=15.51, close=15.51, volume=61844, vwap=15.51, timestamp=1678482000000, transactions=16, otc=None)
