Agg(open=10.28, high=10.28, low=10, close=10.13, volume=65185, vwap=10.1312, timestamp=1696233600000, transactions=468, otc=None)
Agg(open=8.725, high=8.78, low=8.67, close=8.775, volume=3242989.0, vwap=8.7328, timestamp=1696359600000, transactions=15145, otc=None)
Agg(open=8.77, high=8.99, low=8.77, close=8.92, volume=133632, vwap=8.9053, timestamp=1696363200000, transactions=747, otc=None)
Agg(open=8.93, high=8.97, low=8.88, close=8.95, volume=57154, vwap=8.9445, timestamp=1696366800000, transactions=183, otc=None)
Agg(open=8.94, high=8.95, low=8.8801, close=8.92, volume=13027, vwap=8.9167, timestamp=1696370400000, transactions=122, otc=None)
Agg(open=8.92, high=8.98, low=8.91, close=8.96, volume=48832, vwap=8.9525, timestamp=1696374000000, transactions=247, otc=None)
Agg(open=8.96, high=9.04, low=8.89, close=9.01, volume=49661, vwap=9.0056, timestamp=1696406400000, transactions=279, otc=None)
Agg(open=9, high=9.12, low=8.99, close=9.11, volume=21207, vwap=9.0523, timestamp=1696410000000, transactions=185, otc=None)
Agg(open=9.09, high=9.13, low=9.02, close=9.05, volume=45609, vwap=9.0797, timestamp=1696413600000, transactions=310, otc=None)
Agg(open=9.03, high=9.1, low=8.98, close=9.08, volume=37258, vwap=9.042, timestamp=1696417200000, transactions=298, otc=None)
Agg(open=9.0584, high=9.16, low=8.88, close=9.07, volume=236315, vwap=9.0969, timestamp=1696420800000, transactions=1218, otc=None)
Agg(open=9.07, high=9.1, low=8.6908, close=8.7791, volume=2743072.0, vwap=8.8586, timestamp=1696424400000, transactions=10907, otc=None)
Agg(open=8.76, high=8.85, low=8.605, close=8.7792, volume=2897523.0, vwap=8.722, timestamp=1696428000000, transactions=14031, otc=None)
Agg(open=8.77, high=8.985, low=8.7201, close=8.903, volume=2253907.0, vwap=8.88, timestamp=1696431600000, transactions=10443, otc=None)
Agg(open=8.9001, high=9.07, low=8.8701, close=8.96, volume=1560134.0, vwap=8.9704, timestamp=1696435200000, transactions=7029, otc=None)
Agg(open=8.95, high=8.9765, low=8.85, close=8.87, volume=1248885.0, vwap=8.9106, timestamp=1696438800000, transactions=5416, otc=None)
Agg(open=8.87, high=9.03, low=8.84, close=9.0213, volume=1126270.0, vwap=8.9265, timestamp=1696442400000, transactions=5630, otc=None)
Agg(open=9.025, high=9.14, low=9.005, close=9.06, volume=3346853.0, vwap=9.0837, timestamp=1696446000000, transactions=13864, otc=None)
Agg(open=9.065, high=9.13, low=9.06, close=9.1291, volume=74742, vwap=9.098, timestamp=1696449600000, transactions=272, otc=None)
Agg(open=9.13, high=9.14, low=9.09, close=9.12, volume=40104, vwap=9.1235, timestamp=1696453200000, transactions=165, otc=None)
Agg(open=9.12, high=9.12, low=9.08, close=9.08, volume=6903, vwap=9.1018, timestamp=1696456800000, transactions=66, otc=None)
Agg(open=9.08, high=9.14, low=9.07, close=9.1, volume=28462, vwap=9.1068, timestamp=1696460400000, transactions=120, otc=None)
Agg(open=9.15, high=9.15, low=9.06, close=9.06, volume=14525, vwap=9.0957, timestamp=1696492800000, transactions=92, otc=None)
Agg(open=9.06, high=9.07, low=8.99, close=9.05, volume=24602, vwap=9.0345, timestamp=1696496400000, transactions=109, otc=None)
Agg(open=9.05, high=9.11, low=9.04, close=9.1, volume=6084, vwap=9.0636, timestamp=1696500000000, transactions=62, otc=None)
Agg(open=9.1, high=9.14, low=9.06, close=9.12, volume=15937, vwap=9.1118, timestamp=1696503600000, transactions=154, otc=None)
Agg(open=9.1, high=9.21, low=9.0009, close=9.07, volume=98389, vwap=9.0967, timestamp=1696507200000, transactions=618, otc=None)
Agg(open=9.05, high=9.365, low=8.9, close=9.0099, volume=3483474.0, vwap=9.1356, timestamp=1696510800000, transactions=13513, otc=None)
Agg(open=9.01, high=9.11, low=8.88, close=8.995, volume=2614830.0, vwap=8.9908, timestamp=1696514400000, transactions=12416, otc=None)
Agg(open=9, high=9.0399, low=8.78, close=8.852, volume=2362061.0, vwap=8.8904, timestamp=1696518000000, transactions=11353, otc=None)
Agg(open=8.855, high=9.005, low=8.8405, close=8.89, volume=2082076.0, vwap=8.8978, timestamp=1696521600000, transactions=6840, otc=None)
Agg(open=8.88, high=9.065, low=8.86, close=9.0499, volume=1006339.0, vwap=8.9729, timestamp=1696525200000, transactions=5760, otc=None)
Agg(open=9.05, high=9.15, low=9.01, close=9.125, volume=1246029.0, vwap=9.0873, timestamp=1696528800000, transactions=6193, otc=None)
Agg(open=9.12, high=9.13, low=8.98, close=9, volume=1704600.0, vwap=9.0387, timestamp=1696532400000, transactions=10662, otc=None)
Agg(open=9.01, high=9.05, low=8.98, close=9, volume=50921, vwap=9.0087, timestamp=1696536000000, transactions=119, otc=None)
Agg(open=8.99, high=9.01, low=8.92, close=8.93, volume=22649, vwap=8.988, timestamp=1696539600000, transactions=52, otc=None)
Agg(open=8.98, high=9.01, low=8.95, close=9, volume=11728, vwap=8.964, timestamp=1696543200000, transactions=43, otc=None)
Agg(open=9, high=9.02, low=8.96, close=9.02, volume=29250, vwap=8.9937, timestamp=1696546800000, transactions=45, otc=None)
Agg(open=9.1, high=9.12, low=9.07, close=9.07, volume=6257, vwap=9.1051, timestamp=1696579200000, transactions=51, otc=None)
Agg(open=9.08, high=9.09, low=9.07, close=9.08, volume=1800, vwap=9.0756, timestamp=1696582800000, transactions=17, otc=None)
Agg(open=9.13, high=9.13, low=9.09, close=9.1, volume=6447, vwap=9.1149, timestamp=1696586400000, transactions=36, otc=None)
Agg(open=9.1, high=9.12, low=9.08, close=9.1, volume=22891, vwap=9.0893, timestamp=1696590000000, transactions=102, otc=None)
Agg(open=9.09, high=9.14, low=8.67, close=8.6817, volume=289517, vwap=8.9155, timestamp=1696593600000, transactions=1189, otc=None)
Agg(open=8.69, high=9.09, low=8.67, close=9.05, volume=2250585.0, vwap=8.9134, timestamp=1696597200000, transactions=9611, otc=None)
Agg(open=9.05, high=9.35, low=9.0012, close=9.2799, volume=3674580.0, vwap=9.1973, timestamp=1696600800000, transactions=13453, otc=None)
Agg(open=9.28, high=9.615, low=9.22, close=9.605, volume=3561733.0, vwap=9.4483, timestamp=1696604400000, transactions=13779, otc=None)
Agg(open=9.61, high=9.75, low=9.56, close=9.69, volume=2513338.0, vwap=9.6601, timestamp=1696608000000, transactions=10992, otc=None)
Agg(open=9.69, high=9.8782, low=9.66, close=9.831, volume=1916687.0, vwap=9.7819, timestamp=1696611600000, transactions=8981, otc=None)
Agg(open=9.8385, high=9.96, low=9.8, close=9.955, volume=1671994.0, vwap=9.8798, timestamp=1696615200000, transactions=8143, otc=None)
Agg(open=9.95, high=9.9782, low=9.8401, close=9.915, volume=3221632.0, vwap=9.903, timestamp=1696618800000, transactions=13469, otc=None)
Agg(open=9.92, high=9.92, low=9.85, close=9.9, volume=173929, vwap=9.9112, timestamp=1696622400000, transactions=316, otc=None)
Agg(open=9.87, high=9.93, low=9.86, close=9.93, volume=27178, vwap=9.9054, timestamp=1696626000000, transactions=152, otc=None)
Agg(open=9.93, high=9.98, low=9.91, close=9.91, volume=40324, vwap=9.9424, timestamp=1696629600000, transactions=145, otc=None)
Agg(open=9.92, high=9.93, low=9.89, close=9.93, volume=14153, vwap=9.912, timestamp=1696633200000, transactions=84, otc=None)
