Agg(open=14, high=14, low=13.75, close=13.84, volume=62313, vwap=13.8786, timestamp=1698670800000, transactions=691, otc=None)
Agg(open=13.85, high=13.865, low=13.65, close=13.69, volume=88817, vwap=13.7373, timestamp=1698674400000, transactions=1399, otc=None)
Agg(open=13.71, high=13.79, low=13.585, close=13.62, volume=74466, vwap=13.6478, timestamp=1698678000000, transactions=1140, otc=None)
Agg(open=13.615, high=13.615, low=13.38, close=13.44, volume=65571, vwap=13.4961, timestamp=1698681600000, transactions=1073, otc=None)
Agg(open=13.44, high=13.77, low=13.405, close=13.535, volume=99740, vwap=13.5675, timestamp=1698685200000, transactions=1034, otc=None)
Agg(open=13.535, high=13.62, low=13.53, close=13.595, volume=107376, vwap=13.566, timestamp=1698688800000, transactions=1259, otc=None)
Agg(open=13.605, high=13.705, low=13.57, close=13.6, volume=275231, vwap=13.6247, timestamp=1698692400000, transactions=3394, otc=None)
Agg(open=13.6, high=13.6, low=13.6, close=13.6, volume=10953, vwap=13.6, timestamp=1698696000000, transactions=21, otc=None)
Agg(open=13.57, high=13.74, low=13.53, close=13.57, volume=31638, vwap=13.5774, timestamp=1698757200000, transactions=520, otc=None)
Agg(open=13.565, high=14.01, low=13.54, close=13.96, volume=193514, vwap=13.7837, timestamp=1698760800000, transactions=2341, otc=None)
Agg(open=13.96, high=14.04, low=13.86, close=13.93, volume=110988, vwap=13.9473, timestamp=1698764400000, transactions=1423, otc=None)
Agg(open=13.935, high=14.02, low=13.855, close=13.975, volume=54733, vwap=13.9417, timestamp=1698768000000, transactions=890, otc=None)
Agg(open=13.975, high=14.085, low=13.94, close=14.07, volume=49733, vwap=13.9976, timestamp=1698771600000, transactions=823, otc=None)
Agg(open=14.07, high=14.1, low=14.03, close=14.095, volume=53528, vwap=14.0647, timestamp=1698775200000, transactions=969, otc=None)
Agg(open=14.1, high=14.24, low=14.09, close=14.22, volume=363068, vwap=14.1931, timestamp=1698778800000, transactions=4253, otc=None)
Agg(open=14.22, high=14.22, low=14.22, close=14.22, volume=40760, vwap=14.22, timestamp=1698782400000, transactions=13, otc=None)
Agg(open=14.24, high=14.68, low=14.24, close=14.595, volume=85823, vwap=14.5374, timestamp=1698843600000, transactions=1263, otc=None)
Agg(open=14.61, high=14.805, low=14.505, close=14.638, volume=272021, vwap=14.6445, timestamp=1698847200000, transactions=2553, otc=None)
Agg(open=14.635, high=14.69, low=14.425, close=14.57, volume=458425, vwap=14.5387, timestamp=1698850800000, transactions=4010, otc=None)
Agg(open=14.575, high=14.78, low=14.505, close=14.545, volume=214150, vwap=14.6517, timestamp=1698854400000, transactions=2468, otc=None)
Agg(open=14.545, high=14.655, low=14.5, close=14.635, volume=166619, vwap=14.5789, timestamp=1698858000000, transactions=1934, otc=None)
Agg(open=14.64, high=14.7, low=14.29, close=14.36, volume=244229, vwap=14.5077, timestamp=1698861600000, transactions=2937, otc=None)
Agg(open=14.37, high=14.53, low=14.31, close=14.51, volume=560404, vwap=14.4641, timestamp=1698865200000, transactions=6026, otc=None)
Agg(open=14.52, high=14.52, low=14.52, close=14.52, volume=14961, vwap=14.52, timestamp=1698868800000, transactions=13, otc=None)
Agg(open=15.01, high=15.09, low=14.6, close=14.615, volume=247548, vwap=14.7893, timestamp=1698930000000, transactions=1770, otc=None)
Agg(open=14.63, high=14.675, low=14.17, close=14.285, volume=142710, vwap=14.3536, timestamp=1698933600000, transactions=2011, otc=None)
Agg(open=14.28, high=14.4, low=14.1, close=14.1, volume=131105, vwap=14.2773, timestamp=1698937200000, transactions=1847, otc=None)
Agg(open=14.08, high=14.16, low=14.01, close=14.16, volume=93276, vwap=14.0896, timestamp=1698940800000, transactions=1567, otc=None)
Agg(open=14.165, high=14.28, low=14.15, close=14.185, volume=90066, vwap=14.2066, timestamp=1698944400000, transactions=1416, otc=None)
Agg(open=14.185, high=14.19, low=14.09, close=14.145, volume=134376, vwap=14.1512, timestamp=1698948000000, transactions=1575, otc=None)
Agg(open=14.15, high=14.34, low=14.12, close=14.33, volume=625963, vwap=14.2488, timestamp=1698951600000, transactions=5786, otc=None)
Agg(open=14.33, high=14.4, low=14.33, close=14.4, volume=24001, vwap=14.3321, timestamp=1698955200000, transactions=28, otc=None)
Agg(open=14.48, high=14.78, low=14.36, close=14.6928, volume=172604, vwap=14.5304, timestamp=1699016400000, transactions=1937, otc=None)
Agg(open=14.69, high=14.74, low=14.58, close=14.67, volume=134503, vwap=14.6531, timestamp=1699020000000, transactions=2140, otc=None)
Agg(open=14.69, high=14.895, low=14.67, close=14.86, volume=108516, vwap=14.7912, timestamp=1699023600000, transactions=1788, otc=None)
Agg(open=14.85, high=14.95, low=14.83, close=14.885, volume=184333, vwap=14.8708, timestamp=1699027200000, transactions=1996, otc=None)
Agg(open=14.89, high=14.94, low=14.8, close=14.935, volume=122639, vwap=14.8683, timestamp=1699030800000, transactions=1832, otc=None)
Agg(open=14.93, high=15.06, low=14.8711, close=15.025, volume=204389, vwap=14.965, timestamp=1699034400000, transactions=2226, otc=None)
Agg(open=15.025, high=15.08, low=14.765, close=14.84, volume=438374, vwap=14.8749, timestamp=1699038000000, transactions=5266, otc=None)
Agg(open=14.85, high=14.85, low=14.85, close=14.85, volume=17543, vwap=14.85, timestamp=1699041600000, transactions=15, otc=None)
