Agg(open=15, high=15.07, low=14.92, close=14.97, volume=108476, vwap=14.9953, timestamp=1696251600000, transactions=1323, otc=None)
Agg(open=14.97, high=15.14, low=14.96, close=15.03, volume=169374, vwap=15.0385, timestamp=1696255200000, transactions=2324, otc=None)
Agg(open=15.025, high=15.19, low=15.025, close=15.115, volume=188009, vwap=15.1177, timestamp=1696258800000, transactions=2263, otc=None)
Agg(open=15.115, high=15.155, low=15.08, close=15.085, volume=170044, vwap=15.1188, timestamp=1696262400000, transactions=1984, otc=None)
Agg(open=15.085, high=15.16, low=15.08, close=15.115, volume=141692, vwap=15.1223, timestamp=1696266000000, transactions=1865, otc=None)
Agg(open=15.115, high=15.16, low=15.055, close=15.075, volume=163549, vwap=15.1039, timestamp=1696269600000, transactions=2160, otc=None)
Agg(open=15.07, high=15.115, low=15.009, close=15.08, volume=470265, vwap=15.0568, timestamp=1696273200000, transactions=5032, otc=None)
Agg(open=15.07, high=15.07, low=15.07, close=15.07, volume=15867, vwap=15.07, timestamp=1696276800000, transactions=17, otc=None)
Agg(open=15.01, high=15.235, low=14.9632, close=15.19, volume=108096, vwap=15.1256, timestamp=1696338000000, transactions=1391, otc=None)
Agg(open=15.17, high=15.25, low=15.07, close=15.22, volume=182709, vwap=15.1697, timestamp=1696341600000, transactions=2448, otc=None)
Agg(open=15.22, high=15.25, low=15.12, close=15.2001, volume=195507, vwap=15.1815, timestamp=1696345200000, transactions=2061, otc=None)
Agg(open=15.21, high=15.285, low=15.145, close=15.155, volume=137091, vwap=15.202, timestamp=1696348800000, transactions=1542, otc=None)
Agg(open=15.16, high=15.17, low=15.012, close=15.012, volume=117562, vwap=15.1133, timestamp=1696352400000, transactions=1487, otc=None)
Agg(open=15.01, high=15.03, low=14.93, close=14.985, volume=143328, vwap=14.9934, timestamp=1696356000000, transactions=1957, otc=None)
Agg(open=14.985, high=14.995, low=14.79, close=14.83, volume=514063, vwap=14.8359, timestamp=1696359600000, transactions=5033, otc=None)
Agg(open=14.83, high=14.83, low=14.83, close=14.83, volume=11752, vwap=14.83, timestamp=1696363200000, transactions=12, otc=None)
Agg(open=14.9, high=14.9, low=14.9, close=14.9, volume=233, vwap=14.9001, timestamp=1696417200000, transactions=3, otc=None)
Agg(open=15.02, high=15.04, low=14.86, close=14.92, volume=159814, vwap=14.9346, timestamp=1696424400000, transactions=1942, otc=None)
Agg(open=14.93, high=15.04, low=14.79, close=14.995, volume=209746, vwap=14.9031, timestamp=1696428000000, transactions=3370, otc=None)
Agg(open=14.995, high=15.16, low=14.98, close=15.145, volume=209759, vwap=15.0611, timestamp=1696431600000, transactions=2978, otc=None)
