Agg(open=15, high=15.07, low=14.92, close=14.97, volume=108476, vwap=14.9953, timestamp=1696251600000, transactions=1323, otc=None)
Agg(open=15.15, high=15.17, low=15.07, close=15.125, volume=189938, vwap=15.1216, timestamp=1696435200000, transactions=2750, otc=None)
Agg(open=15.13, high=15.13, low=15.035, close=15.05, volume=126743, vwap=15.1029, timestamp=1696438800000, transactions=1988, otc=None)
Agg(open=15.05, high=15.08, low=15.01, close=15.035, volume=142717, vwap=15.0427, timestamp=1696442400000, transactions=2331, otc=None)
Agg(open=15.04, high=15.12, low=15.025, close=15.1, volume=392455, vwap=15.0926, timestamp=1696446000000, transactions=5049, otc=None)
Agg(open=15.1, high=15.1, low=15.1, close=15.1, volume=18259, vwap=15.1, timestamp=1696449600000, transactions=13, otc=None)
Agg(open=15.07, high=15.165, low=15.02, close=15.165, volume=73897, vwap=15.078, timestamp=1696510800000, transactions=1041, otc=None)
Agg(open=15.165, high=15.165, low=14.93, close=14.975, volume=194373, vwap=15.0108, timestamp=1696514400000, transactions=2514, otc=None)
Agg(open=14.975, high=14.99, low=14.9, close=14.945, volume=127754, vwap=14.9549, timestamp=1696518000000, transactions=1874, otc=None)
Agg(open=14.945, high=14.995, low=14.905, close=14.93, volume=117923, vwap=14.9451, timestamp=1696521600000, transactions=1896, otc=None)
Agg(open=14.935, high=15.055, low=14.87, close=15.0395, volume=135963, vwap=14.9696, timestamp=1696525200000, transactions=1646, otc=None)
Agg(open=15.04, high=15.11, low=15.03, close=15.055, volume=158870, vwap=15.07, timestamp=1696528800000, transactions=1883, otc=None)
Agg(open=15.055, high=15.11, low=15.02, close=15.02, volume=384407, vwap=15.0663, timestamp=1696532400000, transactions=4352, otc=None)
Agg(open=15.02, high=15.02, low=15.02, close=15.02, volume=26452, vwap=15.02, timestamp=1696536000000, transactions=15, otc=None)
Agg(open=15.02, high=15.02, low=15.02, close=15.02, volume=100, vwap=15.02, timestamp=1696543200000, transactions=1, otc=None)
Agg(open=15.1, high=15.1, low=15.1, close=15.1, volume=503, vwap=15.1, timestamp=1696546800000, transactions=2, otc=None)
Agg(open=14.96, high=14.96, low=14.96, close=14.96, volume=250, vwap=14.972, timestamp=1696593600000, transactions=2, otc=None)
Agg(open=14.8, high=15.12, low=14.8, close=15.03, volume=82078, vwap=15.0189, timestamp=1696597200000, transactions=1852, otc=None)
Agg(open=15.04, high=15.19, low=14.9264, close=15.18, volume=194446, vwap=15.0687, timestamp=1696600800000, transactions=3448, otc=None)
Agg(open=15.19, high=15.32, low=15.16, close=15.295, volume=142627, vwap=15.247, timestamp=1696604400000, transactions=2726, otc=None)
Agg(open=15.295, high=15.41, low=15.29, close=15.365, volume=161730, vwap=15.3513, timestamp=1696608000000, transactions=2319, otc=None)
Agg(open=15.365, high=15.46, low=15.36, close=15.41, volume=123991, vwap=15.4233, timestamp=1696611600000, transactions=1764, otc=None)
Agg(open=15.415, high=15.45, low=15.37, close=15.445, volume=107929, vwap=15.4213, timestamp=1696615200000, transactions=1818, otc=None)
Agg(open=15.44, high=15.51, low=15.4, close=15.51, volume=366043, vwap=15.4683, timestamp=1696618800000, transactions=4558, otc=None)
Agg(open=15.5, high=15.5, low=15.5, close=15.5, volume=14831, vwap=15.5, timestamp=1696622400000, transactions=14, otc=None)
