Agg(open=6.2504, high=6.29, low=6.25, close=6.25, volume=4004, vwap=6.2687, timestamp=1685966400000, transactions=36, otc=None)
Agg(open=6.26, high=6.29, low=6.255, close=6.27, volume=200020, vwap=6.2725, timestamp=1685970000000, transactions=1138, otc=None)
Agg(open=6.265, high=6.28, low=6.25, close=6.2667, volume=173323, vwap=6.2652, timestamp=1685973600000, transactions=1607, otc=None)
Agg(open=6.265, high=6.295, low=6.26, close=6.275, volume=173717, vwap=6.2772, timestamp=1685977200000, transactions=1287, otc=None)
Agg(open=6.28, high=6.32, low=6.27, close=6.315, volume=228710, vwap=6.2962, timestamp=1685980800000, transactions=1130, otc=None)
Agg(open=6.315, high=6.32, low=6.28, close=6.29, volume=131883, vwap=6.3008, timestamp=1685984400000, transactions=1002, otc=None)
Agg(open=6.295, high=6.3, low=6.26, close=6.285, volume=207883, vwap=6.2788, timestamp=1685988000000, transactions=1393, otc=None)
Agg(open=6.285, high=6.3, low=6.26, close=6.27, volume=253352, vwap=6.2787, timestamp=1685991600000, transactions=1898, otc=None)
Agg(open=6.28, high=6.31, low=6.28, close=6.31, volume=4621, vwap=6.2833, timestamp=1685995200000, transactions=13, otc=None)
Agg(open=6.31, high=6.31, low=6.31, close=6.31, volume=413, vwap=6.31, timestamp=1685998800000, transactions=4, otc=None)
Agg(open=6.3, high=6.3, low=6.2698, close=6.2698, volume=274, vwap=6.279, timestamp=1686002400000, transactions=4, otc=None)
Agg(open=6.28, high=6.28, low=6.28, close=6.28, volume=210, vwap=6.28, timestamp=1686006000000, transactions=3, otc=None)
Agg(open=6.4, high=6.4, low=6.4, close=6.4, volume=297, vwap=6.4, timestamp=1686038400000, transactions=2, otc=None)
Agg(open=6.33, high=6.33, low=6.33, close=6.33, volume=1000, vwap=6.33, timestamp=1686042000000, transactions=1, otc=None)
Agg(open=6.28, high=6.31, low=6.28, close=6.31, volume=676, vwap=6.2874, timestamp=1686049200000, transactions=9, otc=None)
Agg(open=6.33, high=6.33, low=6.11, close=6.33, volume=16051, vwap=6.1935, timestamp=1686052800000, transactions=208, otc=None)
Agg(open=6.27, high=6.29, low=6.24, close=6.2676, volume=186515, vwap=6.2588, timestamp=1686056400000, transactions=1088, otc=None)
Agg(open=6.265, high=6.28, low=6.25, close=6.27, volume=130507, vwap=6.2659, timestamp=1686060000000, transactions=1170, otc=None)
Agg(open=6.27, high=6.3172, low=6.26, close=6.315, volume=104214, vwap=6.2851, timestamp=1686063600000, transactions=924, otc=None)
Agg(open=6.315, high=6.32, low=6.2979, close=6.305, volume=105377, vwap=6.3079, timestamp=1686067200000, transactions=778, otc=None)
Agg(open=6.305, high=6.31, low=6.29, close=6.2978, volume=162383, vwap=6.3026, timestamp=1686070800000, transactions=1095, otc=None)
Agg(open=6.29, high=6.31, low=6.29, close=6.31, volume=70929, vwap=6.2963, timestamp=1686074400000, transactions=775, otc=None)
Agg(open=6.305, high=6.32, low=6.29, close=6.29, volume=262068, vwap=6.3051, timestamp=1686078000000, transactions=1607, otc=None)
Agg(open=6.29, high=6.29, low=6.27, close=6.27, volume=13935, vwap=6.2893, timestamp=1686081600000, transactions=11, otc=None)
Agg(open=6.2704, high=6.32, low=6.27, close=6.32, volume=1713, vwap=6.3035, timestamp=1686085200000, transactions=10, otc=None)
Agg(open=6.3012, high=6.3012, low=6.3012, close=6.3012, volume=1000, vwap=6.3012, timestamp=1686088800000, transactions=1, otc=None)
Agg(open=6.3, high=6.319, low=6.28, close=6.28, volume=1465, vwap=6.2958, timestamp=1686092400000, transactions=17, otc=None)
Agg(open=6.3, high=6.3079, low=6.27, close=6.27, volume=4191, vwap=6.2735, timestamp=1686139200000, transactions=26, otc=None)
Agg(open=6.3195, high=6.36, low=6.295, close=6.355, volume=318058, vwap=6.3266, timestamp=1686142800000, transactions=1210, otc=None)
Agg(open=6.3581, high=6.38, low=6.3524, close=6.375, volume=250795, vwap=6.369, timestamp=1686146400000, transactions=1546, otc=None)
Agg(open=6.375, high=6.39, low=6.37, close=6.37, volume=152359, vwap=6.3834, timestamp=1686150000000, transactions=1154, otc=None)
Agg(open=6.37, high=6.41, low=6.37, close=6.375, volume=164485, vwap=6.3926, timestamp=1686153600000, transactions=1178, otc=None)
Agg(open=6.37, high=6.385, low=6.36, close=6.365, volume=123570, vwap=6.3723, timestamp=1686157200000, transactions=1208, otc=None)
Agg(open=6.365, high=6.39, low=6.36, close=6.385, volume=84018, vwap=6.3768, timestamp=1686160800000, transactions=1024, otc=None)
Agg(open=6.3879, high=6.4, low=6.38, close=6.39, volume=268697, vwap=6.393, timestamp=1686164400000, transactions=2400, otc=None)
Agg(open=6.38, high=6.39, low=6.38, close=6.39, volume=613, vwap=6.385, timestamp=1686168000000, transactions=5, otc=None)
Agg(open=6.3898, high=6.39, low=6.3898, close=6.39, volume=1973, vwap=6.3898, timestamp=1686171600000, transactions=4, otc=None)
Agg(open=6.39, high=6.4, low=6.38, close=6.38, volume=9741, vwap=6.3981, timestamp=1686175200000, transactions=14, otc=None)
Agg(open=6.4, high=6.4, low=6.4, close=6.4, volume=940, vwap=6.4, timestamp=1686178800000, transactions=2, otc=None)
Agg(open=6.38, high=6.38, low=6.38, close=6.38, volume=661, vwap=6.3805, timestamp=1686222000000, transactions=7, otc=None)
Agg(open=6.3411, high=6.4, low=6.3411, close=6.4, volume=1755, vwap=6.3654, timestamp=1686225600000, transactions=19, otc=None)
Agg(open=6.38, high=6.38, low=6.35, close=6.3572, volume=94817, vwap=6.3668, timestamp=1686229200000, transactions=772, otc=None)
Agg(open=6.355, high=6.37, low=6.32, close=6.325, volume=200237, vwap=6.3384, timestamp=1686232800000, transactions=1534, otc=None)
Agg(open=6.325, high=6.33, low=6.3, close=6.305, volume=119895, vwap=6.3156, timestamp=1686236400000, transactions=1265, otc=None)
Agg(open=6.305, high=6.31, low=6.3, close=6.3, volume=80802, vwap=6.3048, timestamp=1686240000000, transactions=1006, otc=None)
Agg(open=6.3017, high=6.3199, low=6.3, close=6.3093, volume=113767, vwap=6.3069, timestamp=1686243600000, transactions=1370, otc=None)
Agg(open=6.305, high=6.33, low=6.3, close=6.315, volume=158122, vwap=6.3115, timestamp=1686247200000, transactions=1411, otc=None)
Agg(open=6.315, high=6.33, low=6.31, close=6.33, volume=157436, vwap=6.3223, timestamp=1686250800000, transactions=1725, otc=None)
Agg(open=6.3115, high=6.37, low=6.31, close=6.37, volume=945, vwap=6.3428, timestamp=1686254400000, transactions=7, otc=None)
Agg(open=6.31, high=6.39, low=6.31, close=6.39, volume=2341, vwap=6.3233, timestamp=1686258000000, transactions=5, otc=None)
Agg(open=6.31, high=6.31, low=6.31, close=6.31, volume=372, vwap=6.3134, timestamp=1686261600000, transactions=4, otc=None)
Agg(open=6.39, high=6.39, low=6.38, close=6.38, volume=1078, vwap=6.3828, timestamp=1686265200000, transactions=9, otc=None)
Agg(open=6.32, high=6.32, low=6.32, close=6.32, volume=400, vwap=6.32, timestamp=1686304800000, transactions=1, otc=None)
Agg(open=6.3897, high=6.3897, low=6.33, close=6.33, volume=2638, vwap=6.3782, timestamp=1686312000000, transactions=22, otc=None)
Agg(open=6.3201, high=6.35, low=6.3, close=6.31, volume=112329, vwap=6.3114, timestamp=1686315600000, transactions=948, otc=None)
Agg(open=6.3119, high=6.315, low=6.27, close=6.27, volume=246889, vwap=6.2905, timestamp=1686319200000, transactions=2122, otc=None)
Agg(open=6.27, high=6.28, low=6.25, close=6.265, volume=151553, vwap=6.2631, timestamp=1686322800000, transactions=1405, otc=None)
Agg(open=6.265, high=6.27, low=6.24, close=6.245, volume=205514, vwap=6.251, timestamp=1686326400000, transactions=1420, otc=None)
Agg(open=6.245, high=6.25, low=6.24, close=6.24, volume=91200, vwap=6.2435, timestamp=1686330000000, transactions=1163, otc=None)
Agg(open=6.2475, high=6.25, low=6.24, close=6.245, volume=85311, vwap=6.2451, timestamp=1686333600000, transactions=1148, otc=None)
Agg(open=6.245, high=6.26, low=6.245, close=6.26, volume=199934, vwap=6.254, timestamp=1686337200000, transactions=1704, otc=None)
Agg(open=6.26, high=6.27, low=6.26, close=6.27, volume=2490, vwap=6.262, timestamp=1686340800000, transactions=8, otc=None)
Agg(open=6.26, high=6.26, low=6.24, close=6.26, volume=2100, vwap=6.259, timestamp=1686344400000, transactions=5, otc=None)
Agg(open=6.26, high=6.265, low=6.2501, close=6.2501, volume=550, vwap=6.2596, timestamp=1686348000000, transactions=10, otc=None)
Agg(open=6.27, high=6.27, low=6.27, close=6.27, volume=131, vwap=6.2698, timestamp=1686351600000, transactions=3, otc=None)
