Agg(open=13, high=13.06, low=12.9, close=12.99, volume=195765, vwap=12.991, timestamp=1683550800000, transactions=1972, otc=None)
Agg(open=13.06, high=13.3, low=13.06, close=13.3, volume=10740, vwap=13.1899, timestamp=1683720000000, transactions=30, otc=None)
Agg(open=13.29, high=13.45, low=13.14, close=13.185, volume=499478, vwap=13.2765, timestamp=1683723600000, transactions=3549, otc=None)
Agg(open=13.185, high=13.235, low=12.96, close=13.16, volume=675026, vwap=13.1118, timestamp=1683727200000, transactions=6141, otc=None)
Agg(open=13.16, high=13.4, low=13.16, close=13.28, volume=632142, vwap=13.3003, timestamp=1683730800000, transactions=4719, otc=None)
Agg(open=13.28, high=13.3, low=13.205, close=13.22, volume=378773, vwap=13.2459, timestamp=1683734400000, transactions=3546, otc=None)
Agg(open=13.23, high=13.24, low=13.155, close=13.235, volume=330052, vwap=13.2055, timestamp=1683738000000, transactions=3756, otc=None)
Agg(open=13.235, high=13.32, low=13.22, close=13.31, volume=537688, vwap=13.2701, timestamp=1683741600000, transactions=5078, otc=None)
Agg(open=13.315, high=13.37, low=13.255, close=13.34, volume=1303015.0, vwap=13.3335, timestamp=1683745200000, transactions=9393, otc=None)
Agg(open=13.34, high=13.34, low=13.34, close=13.34, volume=80837, vwap=13.34, timestamp=1683748800000, transactions=26, otc=None)
Agg(open=13.04, high=13.04, low=13.04, close=13.04, volume=200, vwap=13.0468, timestamp=1683759600000, transactions=2, otc=None)
Agg(open=13.34, high=13.34, low=13.34, close=13.34, volume=104, vwap=13.3396, timestamp=1683806400000, transactions=2, otc=None)
Agg(open=13.25, high=13.3, low=13.13, close=13.22, volume=187674, vwap=13.226, timestamp=1683810000000, transactions=2026, otc=None)
Agg(open=13.225, high=13.42, low=13.21, close=13.31, volume=587276, vwap=13.2805, timestamp=1683813600000, transactions=6011, otc=None)
Agg(open=13.32, high=13.365, low=13.185, close=13.215, volume=533905, vwap=13.2524, timestamp=1683817200000, transactions=4592, otc=None)
Agg(open=13.22, high=13.27, low=13.195, close=13.265, volume=268759, vwap=13.2296, timestamp=1683820800000, transactions=3012, otc=None)
Agg(open=13.27, high=13.42, low=13.245, close=13.38, volume=698790, vwap=13.3412, timestamp=1683824400000, transactions=5975, otc=None)
Agg(open=13.38, high=13.42, low=13.305, close=13.38, volume=519576, vwap=13.3661, timestamp=1683828000000, transactions=4500, otc=None)
Agg(open=13.385, high=13.42, low=13.32, close=13.35, volume=1399270.0, vwap=13.3731, timestamp=1683831600000, transactions=9534, otc=None)
Agg(open=13.36, high=13.36, low=13.36, close=13.36, volume=152720, vwap=13.36, timestamp=1683835200000, transactions=31, otc=None)
Agg(open=13.4, high=13.4, low=13.4, close=13.4, volume=295, vwap=13.4, timestamp=1683889200000, transactions=2, otc=None)
Agg(open=13.41, high=13.54, low=13.3979, close=13.47, volume=183430, vwap=13.4779, timestamp=1683896400000, transactions=1891, otc=None)
Agg(open=13.46, high=13.565, low=13.36, close=13.485, volume=532977, vwap=13.4769, timestamp=1683900000000, transactions=4938, otc=None)
Agg(open=13.485, high=13.52, low=13.295, close=13.455, volume=533248, vwap=13.4114, timestamp=1683903600000, transactions=4387, otc=None)
Agg(open=13.455, high=13.46, low=13.375, close=13.4, volume=427842, vwap=13.4207, timestamp=1683907200000, transactions=3731, otc=None)
Agg(open=13.395, high=13.455, low=13.305, close=13.32, volume=347177, vwap=13.3998, timestamp=1683910800000, transactions=2734, otc=None)
Agg(open=13.315, high=13.4, low=13.2908, close=13.385, volume=421357, vwap=13.3447, timestamp=1683914400000, transactions=3625, otc=None)
Agg(open=13.39, high=13.47, low=13.37, close=13.44, volume=1113486.0, vwap=13.417, timestamp=1683918000000, transactions=7721, otc=None)
Agg(open=13.44, high=13.44, low=13.44, close=13.44, volume=22795, vwap=13.44, timestamp=1683921600000, transactions=19, otc=None)
