Agg(open=13, high=13.06, low=12.9, close=12.99, volume=195765, vwap=12.991, timestamp=1683550800000, transactions=1972, otc=None)
Agg(open=12.995, high=13.04, low=12.915, close=13.03, volume=535286, vwap=12.9858, timestamp=1683554400000, transactions=4100, otc=None)
Agg(open=13.03, high=13.055, low=12.905, close=12.945, volume=254838, vwap=12.9764, timestamp=1683558000000, transactions=3328, otc=None)
Agg(open=12.945, high=12.96, low=12.85, close=12.88, volume=267503, vwap=12.8905, timestamp=1683561600000, transactions=2674, otc=None)
Agg(open=12.88, high=12.9, low=12.805, close=12.87, volume=305296, vwap=12.8601, timestamp=1683565200000, transactions=3013, otc=None)
Agg(open=12.875, high=12.88, low=12.78, close=12.8475, volume=357467, vwap=12.8443, timestamp=1683568800000, transactions=3253, otc=None)
Agg(open=12.84, high=12.895, low=12.74, close=12.835, volume=1208588.0, vwap=12.831, timestamp=1683572400000, transactions=7814, otc=None)
Agg(open=12.84, high=12.84, low=12.62, close=12.62, volume=16329, vwap=12.8386, timestamp=1683576000000, transactions=18, otc=None)
Agg(open=12.84, high=12.84, low=12.84, close=12.84, volume=100, vwap=12.84, timestamp=1683630000000, transactions=1, otc=None)
Agg(open=12.66, high=12.78, low=12.65, close=12.7, volume=227535, vwap=12.702, timestamp=1683637200000, transactions=1685, otc=None)
Agg(open=12.71, high=12.925, low=12.66, close=12.9, volume=446470, vwap=12.8161, timestamp=1683640800000, transactions=4436, otc=None)
Agg(open=12.9, high=13.01, low=12.9, close=12.965, volume=281697, vwap=12.9563, timestamp=1683644400000, transactions=2907, otc=None)
Agg(open=12.97, high=13.07, low=12.97, close=13.03, volume=175764, vwap=13.0239, timestamp=1683648000000, transactions=2245, otc=None)
Agg(open=13.02, high=13.07, low=12.945, close=13.05, volume=206760, vwap=13.0057, timestamp=1683651600000, transactions=2345, otc=None)
Agg(open=13.05, high=13.07, low=13.01, close=13.07, volume=349604, vwap=13.0467, timestamp=1683655200000, transactions=3556, otc=None)
Agg(open=13.07, high=13.155, low=13.05, close=13.07, volume=1295645.0, vwap=13.0887, timestamp=1683658800000, transactions=10850, otc=None)
Agg(open=13.06, high=13.06, low=13.06, close=13.06, volume=528062, vwap=13.06, timestamp=1683662400000, transactions=26, otc=None)
