Agg(open=35.3, high=35.3, low=35, close=35, volume=541, vwap=35.1756, timestamp=1681124400000, transactions=6, otc=None)
Agg(open=34.8, high=34.82, low=34.8, close=34.82, volume=5031, vwap=34.8154, timestamp=1681470000000, transactions=16, otc=None)
Agg(open=34.82, high=35, low=34.56, close=34.63, volume=15227, vwap=34.786, timestamp=1681473600000, transactions=68, otc=None)
Agg(open=34.64, high=34.85, low=34.01, close=34.56, volume=374602, vwap=34.4838, timestamp=1681477200000, transactions=3616, otc=None)
Agg(open=34.54, high=34.7, low=34.01, close=34.06, volume=369020, vwap=34.2658, timestamp=1681480800000, transactions=4151, otc=None)
Agg(open=34.075, high=34.415, low=33.92, close=34.415, volume=632587, vwap=34.0853, timestamp=1681484400000, transactions=5070, otc=None)
Agg(open=34.415, high=34.415, low=33.83, close=33.94, volume=330632, vwap=34.134, timestamp=1681488000000, transactions=3304, otc=None)
Agg(open=33.935, high=34.23, low=33.91, close=34.2001, volume=241561, vwap=34.0771, timestamp=1681491600000, transactions=3265, otc=None)
Agg(open=34.23, high=34.62, low=34.19, close=34.55, volume=380978, vwap=34.4556, timestamp=1681495200000, transactions=4034, otc=None)
Agg(open=34.53, high=34.62, low=34.255, close=34.28, volume=1054285.0, vwap=34.389, timestamp=1681498800000, transactions=10302, otc=None)
Agg(open=34.28, high=34.28, low=34.28, close=34.28, volume=34576, vwap=34.28, timestamp=1681502400000, transactions=28, otc=None)
Agg(open=34.4, high=34.4, low=34.35, close=34.35, volume=2000, vwap=34.37, timestamp=1681506000000, transactions=11, otc=None)
Agg(open=34.21, high=34.23, low=32.68, close=34.23, volume=6022, vwap=33.5928, timestamp=1681513200000, transactions=38, otc=None)
