Agg(open=35.3, high=35.3, low=35, close=35, volume=541, vwap=35.1756, timestamp=1681124400000, transactions=6, otc=None)
Agg(open=35, high=35, low=35, close=35, volume=332, vwap=35.0097, timestamp=1681128000000, transactions=3, otc=None)
Agg(open=34.75, high=35.7059, low=34.51, close=35.56, volume=292877, vwap=34.9933, timestamp=1681131600000, transactions=3677, otc=None)
Agg(open=35.56, high=36.01, low=35.31, close=35.99, volume=419566, vwap=35.6979, timestamp=1681135200000, transactions=6751, otc=None)
Agg(open=36, high=36.47, low=35.49, close=35.49, volume=521097, vwap=36.0907, timestamp=1681138800000, transactions=6810, otc=None)
Agg(open=35.51, high=35.645, low=35.27, close=35.59, volume=206933, vwap=35.4619, timestamp=1681142400000, transactions=3472, otc=None)
Agg(open=35.6, high=35.765, low=35.57, close=35.6, volume=274846, vwap=35.6581, timestamp=1681146000000, transactions=3805, otc=None)
Agg(open=35.595, high=35.67, low=35.4, close=35.52, volume=237075, vwap=35.5254, timestamp=1681149600000, transactions=3630, otc=None)
Agg(open=35.52, high=35.6, low=35.125, close=35.24, volume=908798, vwap=35.3698, timestamp=1681153200000, transactions=10532, otc=None)
Agg(open=35.23, high=35.3, low=35.21, close=35.3, volume=70292, vwap=35.2186, timestamp=1681156800000, transactions=21, otc=None)
Agg(open=35.23, high=35.23, low=35.23, close=35.23, volume=500, vwap=35.23, timestamp=1681160400000, transactions=5, otc=None)
Agg(open=35.22, high=35.22, low=35.22, close=35.22, volume=300, vwap=35.222, timestamp=1681164000000, transactions=4, otc=None)
Agg(open=35.23, high=35.23, low=35.23, close=35.23, volume=1500, vwap=35.23, timestamp=1681167600000, transactions=1, otc=None)
Agg(open=35.46, high=35.46, low=35.46, close=35.46, volume=486, vwap=35.46, timestamp=1681200000000, transactions=2, otc=None)
Agg(open=35.56, high=35.6, low=35.54, close=35.54, volume=5165, vwap=35.5495, timestamp=1681207200000, transactions=18, otc=None)
Agg(open=35.39, high=35.55, low=35.39, close=35.55, volume=2965, vwap=35.4898, timestamp=1681210800000, transactions=21, otc=None)
Agg(open=35.35, high=35.35, low=35.35, close=35.35, volume=508, vwap=35.3561, timestamp=1681214400000, transactions=5, otc=None)
Agg(open=35.9587, high=36.31, low=35.66, close=35.78, volume=432686, vwap=35.9694, timestamp=1681218000000, transactions=4204, otc=None)
Agg(open=35.79, high=35.84, low=35.0201, close=35.255, volume=589264, vwap=35.3573, timestamp=1681221600000, transactions=7684, otc=None)
Agg(open=35.26, high=35.5, low=35.17, close=35.3, volume=297759, vwap=35.3094, timestamp=1681225200000, transactions=4619, otc=None)
Agg(open=35.31, high=35.525, low=35.31, close=35.35, volume=197437, vwap=35.4313, timestamp=1681228800000, transactions=3186, otc=None)
Agg(open=35.355, high=35.42, low=35.09, close=35.4, volume=399530, vwap=35.2884, timestamp=1681232400000, transactions=4541, otc=None)
Agg(open=35.41, high=35.57, low=35.26, close=35.545, volume=430410, vwap=35.3734, timestamp=1681236000000, transactions=5014, otc=None)
Agg(open=35.54, high=36.075, low=35.54, close=35.57, volume=1326456.0, vwap=35.7769, timestamp=1681239600000, transactions=14777, otc=None)
Agg(open=35.58, high=35.7, low=35.53, close=35.61, volume=325485, vwap=35.5986, timestamp=1681243200000, transactions=26, otc=None)
Agg(open=35.56, high=35.56, low=35.56, close=35.56, volume=1120, vwap=35.56, timestamp=1681246800000, transactions=2, otc=None)
Agg(open=35.59, high=35.6, low=35.59, close=35.6, volume=814, vwap=35.5942, timestamp=1681250400000, transactions=4, otc=None)
Agg(open=35.69, high=35.69, low=35.6, close=35.6, volume=300, vwap=35.6466, timestamp=1681254000000, transactions=4, otc=None)
Agg(open=35.53, high=35.53, low=35.5, close=35.53, volume=2200, vwap=35.5218, timestamp=1681297200000, transactions=4, otc=None)
Agg(open=35.9, high=36.2271, low=35.75, close=36.18, volume=14947, vwap=36.1405, timestamp=1681300800000, transactions=38, otc=None)
Agg(open=35.7533, high=36.33, low=35.23, close=35.38, volume=303191, vwap=35.8491, timestamp=1681304400000, transactions=3409, otc=None)
Agg(open=35.37, high=35.48, low=34.98, close=35.07, volume=313505, vwap=35.2144, timestamp=1681308000000, transactions=4211, otc=None)
Agg(open=35.075, high=35.42, low=34.775, close=35.42, volume=279320, vwap=35.0286, timestamp=1681311600000, transactions=3534, otc=None)
Agg(open=35.44, high=35.6, low=35.11, close=35.2, volume=151293, vwap=35.3964, timestamp=1681315200000, transactions=2254, otc=None)
Agg(open=35.21, high=35.405, low=35.03, close=35.03, volume=100093, vwap=35.234, timestamp=1681318800000, transactions=1915, otc=None)
Agg(open=35.0327, high=35.19, low=34.68, close=34.8, volume=257022, vwap=34.8988, timestamp=1681322400000, transactions=3408, otc=None)
Agg(open=34.8, high=34.9, low=34.34, close=34.37, volume=975397, vwap=34.5851, timestamp=1681326000000, transactions=10307, otc=None)
Agg(open=34.39, high=34.44, low=34.39, close=34.39, volume=108141, vwap=34.3908, timestamp=1681329600000, transactions=53, otc=None)
Agg(open=34.54, high=34.54, low=34.54, close=34.54, volume=1000, vwap=34.54, timestamp=1681333200000, transactions=1, otc=None)
Agg(open=34.35, high=34.4, low=34.35, close=34.4, volume=1143, vwap=34.3606, timestamp=1681336800000, transactions=4, otc=None)
Agg(open=34.39, high=34.39, low=34.24, close=34.24, volume=2759, vwap=34.3268, timestamp=1681340400000, transactions=24, otc=None)
Agg(open=34.85, high=34.9, low=34.62, close=34.62, volume=4400, vwap=34.7511, timestamp=1681383600000, transactions=18, otc=None)
Agg(open=34.85, high=34.8993, low=34.6, close=34.82, volume=3315, vwap=34.7763, timestamp=1681387200000, transactions=10, otc=None)
Agg(open=34.9, high=34.92, low=34.55, close=34.67, volume=159632, vwap=34.7806, timestamp=1681390800000, transactions=1847, otc=None)
Agg(open=34.7, high=34.7999, low=34.39, close=34.43, volume=378550, vwap=34.5718, timestamp=1681394400000, transactions=4937, otc=None)
Agg(open=34.445, high=34.9, low=34.445, close=34.9, volume=272936, vwap=34.6953, timestamp=1681398000000, transactions=3803, otc=None)
Agg(open=34.9, high=35.3, low=34.86, close=34.96, volume=259521, vwap=35.0478, timestamp=1681401600000, transactions=3670, otc=None)
Agg(open=34.97, high=35.11, low=34.86, close=35.01, volume=227322, vwap=34.9722, timestamp=1681405200000, transactions=2670, otc=None)
Agg(open=35.01, high=35.04, low=34.8386, close=34.89, volume=211626, vwap=34.9384, timestamp=1681408800000, transactions=3090, otc=None)
Agg(open=34.91, high=35.07, low=34.8, close=34.85, volume=904800, vwap=34.9023, timestamp=1681412400000, transactions=9094, otc=None)
Agg(open=34.85, high=34.85, low=34.85, close=34.85, volume=15351, vwap=34.85, timestamp=1681416000000, transactions=20, otc=None)
Agg(open=35, high=35, low=35, close=35, volume=307, vwap=34.9998, timestamp=1681423200000, transactions=4, otc=None)
Agg(open=34.86, high=34.86, low=34.86, close=34.86, volume=1000, vwap=34.86, timestamp=1681426800000, transactions=3, otc=None)
