Agg(open=43.15, high=43.15, low=43.15, close=43.15, volume=501, vwap=43.1504, timestamp=1673946000000, transactions=2, otc=None)
Agg(open=43.33, high=43.5, low=43.33, close=43.5, volume=600, vwap=43.4717, timestamp=1673960400000, transactions=2, otc=None)
Agg(open=43.66, high=44.6, low=43.14, close=44.29, volume=316166, vwap=43.7456, timestamp=1673964000000, transactions=4065, otc=None)
Agg(open=44.29, high=44.55, low=43.86, close=44.09, volume=374770, vwap=44.134, timestamp=1673967600000, transactions=5460, otc=None)
Agg(open=44.09, high=44.14, low=43.45, close=43.565, volume=279798, vwap=43.7588, timestamp=1673971200000, transactions=3852, otc=None)
Agg(open=43.56, high=43.73, low=43.29, close=43.72, volume=194859, vwap=43.4796, timestamp=1673974800000, transactions=3296, otc=None)
Agg(open=43.705, high=43.78, low=43.37, close=43.39, volume=150366, vwap=43.5628, timestamp=1673978400000, transactions=2852, otc=None)
Agg(open=43.385, high=43.74, low=43.32, close=43.65, volume=202214, vwap=43.5099, timestamp=1673982000000, transactions=3427, otc=None)
Agg(open=43.65, high=44.04, low=43.33, close=43.91, volume=1380940.0, vwap=43.6712, timestamp=1673985600000, transactions=12160, otc=None)
Agg(open=43.92, high=43.92, low=43.77, close=43.8, volume=103543, vwap=43.9186, timestamp=1673989200000, transactions=42, otc=None)
Agg(open=43.8001, high=43.8001, low=43.8, close=43.8, volume=300, vwap=43.8001, timestamp=1673992800000, transactions=2, otc=None)
Agg(open=43.77, high=43.77, low=43.77, close=43.77, volume=100, vwap=43.77, timestamp=1673996400000, transactions=1, otc=None)
Agg(open=43.91, high=43.91, low=43.91, close=43.91, volume=149, vwap=43.9101, timestamp=1674039600000, transactions=3, otc=None)
Agg(open=44.25, high=44.25, low=44.24, close=44.25, volume=968, vwap=44.2496, timestamp=1674043200000, transactions=27, otc=None)
Agg(open=44.2, high=44.25, low=44.17, close=44.17, volume=2149, vwap=44.2098, timestamp=1674046800000, transactions=16, otc=None)
Agg(open=44.25, high=44.31, low=42.01, close=43.99, volume=677037, vwap=43.0271, timestamp=1674050400000, transactions=6020, otc=None)
Agg(open=43.95, high=44.9738, low=43.95, close=44.28, volume=803725, vwap=44.5358, timestamp=1674054000000, transactions=7634, otc=None)
Agg(open=44.2502, high=44.46, low=43.78, close=44.1888, volume=451976, vwap=44.1078, timestamp=1674057600000, transactions=6052, otc=None)
Agg(open=44.17, high=44.33, low=43.07, close=43.105, volume=293121, vwap=43.8408, timestamp=1674061200000, transactions=3964, otc=None)
Agg(open=43.12, high=43.23, low=42.84, close=42.88, volume=369426, vwap=43.0396, timestamp=1674064800000, transactions=4828, otc=None)
Agg(open=42.875, high=43.09, low=42.67, close=42.81, volume=317610, vwap=42.9338, timestamp=1674068400000, transactions=5361, otc=None)
Agg(open=42.8, high=42.85, low=41.73, close=41.92, volume=1314329.0, vwap=42.1213, timestamp=1674072000000, transactions=15708, otc=None)
Agg(open=41.92, high=42, low=41.81, close=42, volume=29366, vwap=41.926, timestamp=1674075600000, transactions=42, otc=None)
Agg(open=41.91, high=41.91, low=41.83, close=41.83, volume=3400, vwap=41.8567, timestamp=1674079200000, transactions=6, otc=None)
Agg(open=41.9, high=41.9, low=41.65, close=41.65, volume=300, vwap=41.8167, timestamp=1674086400000, transactions=3, otc=None)
Agg(open=41.5, high=41.5, low=41.5, close=41.5, volume=306, vwap=41.5002, timestamp=1674118800000, transactions=5, otc=None)
Agg(open=41.15, high=41.4, low=41.15, close=41.3, volume=6806, vwap=41.2187, timestamp=1674129600000, transactions=41, otc=None)
Agg(open=41.45, high=41.45, low=41, close=41.05, volume=20414, vwap=41.0517, timestamp=1674133200000, transactions=139, otc=None)
Agg(open=41.05, high=41.1, low=39.13, close=40.14, volume=898775, vwap=39.9896, timestamp=1674136800000, transactions=7794, otc=None)
Agg(open=40.22, high=40.43, low=39.18, close=39.58, volume=1260422.0, vwap=39.7665, timestamp=1674140400000, transactions=12375, otc=None)
Agg(open=39.63, high=40.18, low=39.37, close=39.96, volume=569566, vwap=39.757, timestamp=1674144000000, transactions=5783, otc=None)
Agg(open=39.97, high=40.64, low=39.97, close=40.63, volume=288403, vwap=40.3727, timestamp=1674147600000, transactions=3725, otc=None)
Agg(open=40.625, high=40.64, low=40.06, close=40.3618, volume=270405, vwap=40.3507, timestamp=1674151200000, transactions=3641, otc=None)
Agg(open=40.37, high=40.62, low=40.205, close=40.47, volume=269416, vwap=40.459, timestamp=1674154800000, transactions=4169, otc=None)
Agg(open=40.48, high=40.63, low=39.81, close=39.905, volume=869414, vwap=40.0748, timestamp=1674158400000, transactions=10748, otc=None)
Agg(open=39.9, high=39.9, low=39.79, close=39.79, volume=44297, vwap=39.8987, timestamp=1674162000000, transactions=37, otc=None)
Agg(open=39.99, high=40.1, low=39.98, close=40.1, volume=12108, vwap=40.0447, timestamp=1674165600000, transactions=7, otc=None)
Agg(open=40.3, high=40.3, low=40.25, close=40.25, volume=664, vwap=40.257, timestamp=1674216000000, transactions=7, otc=None)
Agg(open=40.26, high=40.27, low=40.25, close=40.25, volume=781, vwap=40.254, timestamp=1674219600000, transactions=16, otc=None)
Agg(open=40.37, high=41.2716, low=39.97, close=41.0201, volume=484638, vwap=40.6026, timestamp=1674223200000, transactions=4466, otc=None)
Agg(open=41.02, high=41.61, low=40.74, close=40.87, volume=468803, vwap=41.1907, timestamp=1674226800000, transactions=5999, otc=None)
Agg(open=40.89, high=41.41, low=40.8, close=41.21, volume=335298, vwap=41.144, timestamp=1674230400000, transactions=4550, otc=None)
