Agg(open=39, high=39, low=39, close=39, volume=1096, vwap=39.0119, timestamp=1687777200000, transactions=11, otc=None)
Agg(open=39.6148, high=39.6148, low=39.4, close=39.49, volume=1689, vwap=39.4514, timestamp=1687780800000, transactions=7, otc=None)
Agg(open=39.4, high=39.8399, low=38.76, close=39.75, volume=233705, vwap=39.2083, timestamp=1687784400000, transactions=2738, otc=None)
Agg(open=39.7283, high=39.75, low=38.91, close=39.14, volume=387845, vwap=39.2584, timestamp=1687788000000, transactions=4832, otc=None)
Agg(open=39.15, high=39.32, low=38.86, close=39.19, volume=429702, vwap=39.1343, timestamp=1687791600000, transactions=4636, otc=None)
Agg(open=39.19, high=39.19, low=38.4, close=38.63, volume=236641, vwap=38.7533, timestamp=1687795200000, transactions=3072, otc=None)
Agg(open=38.6, high=38.86, low=38.56, close=38.73, volume=185209, vwap=38.7248, timestamp=1687798800000, transactions=2607, otc=None)
Agg(open=38.73, high=38.77, low=38.51, close=38.64, volume=294028, vwap=38.6332, timestamp=1687802400000, transactions=3689, otc=None)
Agg(open=38.63, high=38.77, low=38, close=38.07, volume=737491, vwap=38.2814, timestamp=1687806000000, transactions=8944, otc=None)
Agg(open=38.03, high=38.19, low=38.03, close=38.19, volume=20599, vwap=38.0689, timestamp=1687809600000, transactions=24, otc=None)
Agg(open=38, high=38.2, low=38, close=38.2, volume=1815, vwap=38.0424, timestamp=1687813200000, transactions=11, otc=None)
Agg(open=38.15, high=38.16, low=38.05, close=38.16, volume=679, vwap=38.1256, timestamp=1687820400000, transactions=4, otc=None)
Agg(open=38.15, high=38.45, low=38.15, close=38.25, volume=2258, vwap=38.3786, timestamp=1687863600000, transactions=12, otc=None)
Agg(open=38.4496, high=38.45, low=38.4496, close=38.45, volume=1000, vwap=38.4498, timestamp=1687867200000, transactions=2, otc=None)
Agg(open=38.25, high=38.84, low=38.17, close=38.49, volume=218560, vwap=38.6147, timestamp=1687870800000, transactions=2582, otc=None)
Agg(open=38.485, high=38.65, low=38.2899, close=38.53, volume=348582, vwap=38.4914, timestamp=1687874400000, transactions=4395, otc=None)
Agg(open=38.535, high=38.725, low=38.23, close=38.45, volume=217862, vwap=38.4988, timestamp=1687878000000, transactions=2908, otc=None)
Agg(open=38.44, high=38.61, low=38.4, close=38.4, volume=155373, vwap=38.502, timestamp=1687881600000, transactions=2466, otc=None)
Agg(open=38.41, high=38.71, low=38.36, close=38.63, volume=178592, vwap=38.5685, timestamp=1687885200000, transactions=2777, otc=None)
Agg(open=38.63, high=38.63, low=38.325, close=38.34, volume=212094, vwap=38.4656, timestamp=1687888800000, transactions=3610, otc=None)
Agg(open=38.35, high=38.695, low=38.35, close=38.6, volume=542313, vwap=38.5449, timestamp=1687892400000, transactions=7700, otc=None)
Agg(open=38.59, high=38.71, low=38.3, close=38.45, volume=24282, vwap=38.5848, timestamp=1687896000000, transactions=26, otc=None)
Agg(open=38.59, high=38.75, low=38.59, close=38.75, volume=350, vwap=38.6357, timestamp=1687903200000, transactions=4, otc=None)
Agg(open=38.55, high=38.55, low=38.55, close=38.55, volume=119, vwap=38.5755, timestamp=1687906800000, transactions=5, otc=None)
Agg(open=38.5, high=38.5, low=38.5, close=38.5, volume=1019, vwap=38.5002, timestamp=1687939200000, transactions=3, otc=None)
Agg(open=38.54, high=38.85, low=38.54, close=38.85, volume=3656, vwap=38.832, timestamp=1687946400000, transactions=19, otc=None)
Agg(open=38.87, high=39.3, low=38.85, close=39, volume=4485, vwap=39.0362, timestamp=1687950000000, transactions=63, otc=None)
Agg(open=38.86, high=39.07, low=38.71, close=38.77, volume=6500, vwap=38.792, timestamp=1687953600000, transactions=32, otc=None)
Agg(open=38.6, high=40.22, low=38.6, close=40.16, volume=865192, vwap=39.6979, timestamp=1687957200000, transactions=6005, otc=None)
Agg(open=40.17, high=40.18, low=39.37, close=39.48, volume=625145, vwap=39.7161, timestamp=1687960800000, transactions=7667, otc=None)
Agg(open=39.465, high=39.53, low=39.09, close=39.515, volume=319024, vwap=39.3429, timestamp=1687964400000, transactions=4289, otc=None)
Agg(open=39.51, high=39.585, low=39.24, close=39.3, volume=221177, vwap=39.4037, timestamp=1687968000000, transactions=3143, otc=None)
Agg(open=39.31, high=39.6, low=39.26, close=39.33, volume=258293, vwap=39.4271, timestamp=1687971600000, transactions=3526, otc=None)
Agg(open=39.33, high=39.39, low=39.1, close=39.18, volume=224760, vwap=39.2348, timestamp=1687975200000, transactions=3957, otc=None)
Agg(open=39.18, high=39.37, low=38.935, close=39.01, volume=821161, vwap=39.1005, timestamp=1687978800000, transactions=11505, otc=None)
Agg(open=39.01, high=39.01, low=38.95, close=39.01, volume=12725, vwap=39.0095, timestamp=1687982400000, transactions=16, otc=None)
Agg(open=39.25, high=39.25, low=39.25, close=39.25, volume=319, vwap=39.25, timestamp=1688036400000, transactions=1, otc=None)
Agg(open=39.64, high=39.64, low=39.2, close=39.25, volume=11762, vwap=39.2928, timestamp=1688040000000, transactions=47, otc=None)
Agg(open=39.25, high=39.42, low=39.02, close=39.21, volume=191079, vwap=39.2149, timestamp=1688043600000, transactions=2187, otc=None)
Agg(open=39.23, high=39.29, low=38.54, close=38.665, volume=284400, vwap=38.8123, timestamp=1688047200000, transactions=3958, otc=None)
Agg(open=38.675, high=38.8, low=38.51, close=38.595, volume=206927, vwap=38.6509, timestamp=1688050800000, transactions=3091, otc=None)
Agg(open=38.61, high=38.76, low=38.49, close=38.54, volume=165177, vwap=38.6093, timestamp=1688054400000, transactions=2051, otc=None)
Agg(open=38.56, high=38.69, low=38.4819, close=38.49, volume=110463, vwap=38.6106, timestamp=1688058000000, transactions=1581, otc=None)
Agg(open=38.5, high=38.52, low=38.28, close=38.42, volume=174259, vwap=38.3885, timestamp=1688061600000, transactions=2520, otc=None)
Agg(open=38.46, high=38.745, low=38.38, close=38.67, volume=543867, vwap=38.6002, timestamp=1688065200000, transactions=6882, otc=None)
Agg(open=38.67, high=38.75, low=38.58, close=38.6, volume=24011, vwap=38.6651, timestamp=1688068800000, transactions=25, otc=None)
Agg(open=38.59, high=38.59, low=38.59, close=38.59, volume=100, vwap=38.59, timestamp=1688076000000, transactions=1, otc=None)
Agg(open=38.75, high=38.75, low=38.56, close=38.56, volume=200, vwap=38.655, timestamp=1688079600000, transactions=2, otc=None)
Agg(open=38.76, high=38.8, low=38.76, close=38.8, volume=2843, vwap=38.7972, timestamp=1688122800000, transactions=18, otc=None)
Agg(open=38.99, high=39.18, low=38.664, close=39.18, volume=8004, vwap=38.9272, timestamp=1688126400000, transactions=43, otc=None)
Agg(open=39.15, high=39.5, low=38.82, close=39.045, volume=422047, vwap=39.0856, timestamp=1688130000000, transactions=3986, otc=None)
Agg(open=39.04, high=39.34, low=38.9, close=38.95, volume=318172, vwap=39.1156, timestamp=1688133600000, transactions=4516, otc=None)
Agg(open=38.95, high=39.35, low=38.93, close=39.3492, volume=247815, vwap=39.163, timestamp=1688137200000, transactions=3898, otc=None)
Agg(open=39.35, high=39.77, low=39.31, close=39.685, volume=190648, vwap=39.5459, timestamp=1688140800000, transactions=3501, otc=None)
Agg(open=39.67, high=39.77, low=39.58, close=39.74, volume=135017, vwap=39.6798, timestamp=1688144400000, transactions=2511, otc=None)
Agg(open=39.74, high=39.785, low=39.63, close=39.68, volume=190669, vwap=39.7234, timestamp=1688148000000, transactions=3521, otc=None)
Agg(open=39.69, high=39.69, low=39.3808, close=39.49, volume=429794, vwap=39.4907, timestamp=1688151600000, transactions=6957, otc=None)
Agg(open=39.53, high=39.53, low=39.4, close=39.47, volume=17835, vwap=39.4688, timestamp=1688155200000, transactions=47, otc=None)
Agg(open=39.5, high=39.5, low=39.5, close=39.5, volume=750, vwap=39.5, timestamp=1688158800000, transactions=1, otc=None)
