Agg(open=2.04, high=2.04, low=2, close=2, volume=444, vwap=2.0175, timestamp=1675674000000, transactions=7, otc=None)
Agg(open=2.0015, high=2.03, low=1.97, close=2, volume=1823, vwap=2.0023, timestamp=1675688400000, transactions=13, otc=None)
Agg(open=1.99, high=2, low=1.94, close=1.9499, volume=211649, vwap=1.9718, timestamp=1675692000000, transactions=1020, otc=None)
Agg(open=1.95, high=1.9599, low=1.8915, close=1.9588, volume=283646, vwap=1.9259, timestamp=1675695600000, transactions=1397, otc=None)
Agg(open=1.955, high=1.97, low=1.92, close=1.9372, volume=155684, vwap=1.9474, timestamp=1675699200000, transactions=864, otc=None)
Agg(open=1.93, high=1.95, low=1.91, close=1.925, volume=107813, vwap=1.9296, timestamp=1675702800000, transactions=660, otc=None)
Agg(open=1.92, high=1.94, low=1.9, close=1.905, volume=151004, vwap=1.9176, timestamp=1675706400000, transactions=807, otc=None)
Agg(open=1.905, high=1.9286, low=1.9, close=1.915, volume=177743, vwap=1.9153, timestamp=1675710000000, transactions=858, otc=None)
Agg(open=1.91, high=1.9172, low=1.87, close=1.89, volume=449980, vwap=1.8866, timestamp=1675713600000, transactions=2123, otc=None)
Agg(open=1.89, high=2.02, low=1.89, close=2.02, volume=25806, vwap=1.8924, timestamp=1675717200000, transactions=9, otc=None)
Agg(open=1.92, high=1.92, low=1.92, close=1.92, volume=500, vwap=1.92, timestamp=1675720800000, transactions=1, otc=None)
Agg(open=1.93, high=1.93, low=1.93, close=1.93, volume=520, vwap=1.93, timestamp=1675724400000, transactions=2, otc=None)
Agg(open=1.84, high=1.84, low=1.83, close=1.83, volume=1000, vwap=1.8367, timestamp=1675764000000, transactions=7, otc=None)
Agg(open=1.86, high=1.86, low=1.86, close=1.86, volume=200, vwap=1.86, timestamp=1675767600000, transactions=2, otc=None)
Agg(open=1.89, high=1.89, low=1.89, close=1.89, volume=542, vwap=1.8892, timestamp=1675771200000, transactions=2, otc=None)
Agg(open=1.8885, high=1.93, low=1.8415, close=1.9, volume=2545, vwap=1.8993, timestamp=1675774800000, transactions=41, otc=None)
Agg(open=1.9, high=1.93, low=1.79, close=1.825, volume=306168, vwap=1.8371, timestamp=1675778400000, transactions=1200, otc=None)
Agg(open=1.82, high=1.85, low=1.795, close=1.85, volume=257196, vwap=1.8124, timestamp=1675782000000, transactions=1181, otc=None)
Agg(open=1.85, high=1.865, low=1.84, close=1.85, volume=193223, vwap=1.8503, timestamp=1675785600000, transactions=1018, otc=None)
Agg(open=1.855, high=1.9, low=1.84, close=1.8993, volume=167064, vwap=1.8594, timestamp=1675789200000, transactions=1020, otc=None)
