Agg(open=2.04, high=2.04, low=2, close=2, volume=444, vwap=2.0175, timestamp=1675674000000, transactions=7, otc=None)
Agg(open=1.9, high=1.9, low=1.82, close=1.82, volume=241832, vwap=1.8494, timestamp=1675792800000, transactions=1455, otc=None)
Agg(open=1.825, high=1.885, low=1.82, close=1.87, volume=116872, vwap=1.8604, timestamp=1675796400000, transactions=932, otc=None)
Agg(open=1.88, high=1.92, low=1.86, close=1.89, volume=689930, vwap=1.8955, timestamp=1675800000000, transactions=2656, otc=None)
Agg(open=1.89, high=1.89, low=1.88, close=1.88, volume=623, vwap=1.8816, timestamp=1675803600000, transactions=3, otc=None)
Agg(open=1.93, high=1.93, low=1.93, close=1.93, volume=103, vwap=1.93, timestamp=1675807200000, transactions=1, otc=None)
Agg(open=1.9, high=1.9, low=1.9, close=1.9, volume=500, vwap=1.9, timestamp=1675814400000, transactions=1, otc=None)
Agg(open=1.9, high=1.9, low=1.89, close=1.89, volume=1379, vwap=1.8943, timestamp=1675861200000, transactions=7, otc=None)
Agg(open=1.89, high=1.91, low=1.85, close=1.885, volume=91354, vwap=1.883, timestamp=1675864800000, transactions=488, otc=None)
Agg(open=1.885, high=1.89, low=1.8, close=1.8, volume=295069, vwap=1.8426, timestamp=1675868400000, transactions=1240, otc=None)
Agg(open=1.8, high=1.805, low=1.705, close=1.715, volume=628776, vwap=1.7435, timestamp=1675872000000, transactions=2063, otc=None)
Agg(open=1.715, high=1.72, low=1.71, close=1.715, volume=160950, vwap=1.7137, timestamp=1675875600000, transactions=738, otc=None)
Agg(open=1.72, high=1.72, low=1.71, close=1.715, volume=122975, vwap=1.7155, timestamp=1675879200000, transactions=672, otc=None)
Agg(open=1.715, high=1.72, low=1.71, close=1.715, volume=360043, vwap=1.7162, timestamp=1675882800000, transactions=1136, otc=None)
Agg(open=1.715, high=1.73, low=1.71, close=1.73, volume=257814, vwap=1.7205, timestamp=1675886400000, transactions=1677, otc=None)
Agg(open=1.71, high=1.82, low=1.71, close=1.82, volume=2250, vwap=1.7589, timestamp=1675890000000, transactions=2, otc=None)
Agg(open=1.71, high=1.78, low=1.71, close=1.71, volume=9407, vwap=1.7142, timestamp=1675893600000, transactions=7, otc=None)
Agg(open=1.79, high=1.79, low=1.73, close=1.78, volume=10933, vwap=1.7391, timestamp=1675897200000, transactions=6, otc=None)
Agg(open=1.7799, high=1.7799, low=1.73, close=1.73, volume=2315, vwap=1.7541, timestamp=1675900800000, transactions=3, otc=None)
Agg(open=1.8, high=1.8, low=1.8, close=1.8, volume=110, vwap=1.8, timestamp=1675936800000, transactions=3, otc=None)
Agg(open=1.79, high=1.8015, low=1.7615, close=1.78, volume=4935, vwap=1.7815, timestamp=1675947600000, transactions=23, otc=None)
Agg(open=1.77, high=1.82, low=1.7615, close=1.7811, volume=98752, vwap=1.7932, timestamp=1675951200000, transactions=491, otc=None)
Agg(open=1.781, high=1.8, low=1.73, close=1.735, volume=119502, vwap=1.765, timestamp=1675954800000, transactions=639, otc=None)
Agg(open=1.735, high=1.74, low=1.69, close=1.6901, volume=137322, vwap=1.7085, timestamp=1675958400000, transactions=585, otc=None)
Agg(open=1.695, high=1.71, low=1.61, close=1.63, volume=593191, vwap=1.6443, timestamp=1675962000000, transactions=1383, otc=None)
Agg(open=1.63, high=1.7, low=1.63, close=1.675, volume=214954, vwap=1.6774, timestamp=1675965600000, transactions=1034, otc=None)
Agg(open=1.675, high=1.7, low=1.66, close=1.675, volume=281758, vwap=1.6759, timestamp=1675969200000, transactions=1267, otc=None)
Agg(open=1.675, high=1.675, low=1.57, close=1.58, volume=986256, vwap=1.6122, timestamp=1675972800000, transactions=3871, otc=None)
Agg(open=1.6985, high=1.6985, low=1.63, close=1.69, volume=2437, vwap=1.6839, timestamp=1675976400000, transactions=4, otc=None)
Agg(open=1.6185, high=1.6185, low=1.59, close=1.61, volume=4089, vwap=1.5952, timestamp=1675980000000, transactions=8, otc=None)
Agg(open=1.61, high=1.63, low=1.6, close=1.61, volume=900, vwap=1.6167, timestamp=1675983600000, transactions=5, otc=None)
Agg(open=1.61, high=1.61, low=1.61, close=1.61, volume=1084, vwap=1.61, timestamp=1675987200000, transactions=10, otc=None)
Agg(open=1.63, high=1.63, low=1.59, close=1.59, volume=551, vwap=1.6102, timestamp=1676023200000, transactions=15, otc=None)
Agg(open=1.57, high=1.6, low=1.57, close=1.6, volume=1842, vwap=1.5838, timestamp=1676026800000, transactions=19, otc=None)
Agg(open=1.6, high=1.62, low=1.6, close=1.6, volume=302, vwap=1.6068, timestamp=1676030400000, transactions=5, otc=None)
Agg(open=1.64, high=1.64, low=1.61, close=1.62, volume=962, vwap=1.6283, timestamp=1676034000000, transactions=8, otc=None)
Agg(open=1.62, high=1.62, low=1.53, close=1.595, volume=237431, vwap=1.5826, timestamp=1676037600000, transactions=1271, otc=None)
Agg(open=1.595, high=1.61, low=1.565, close=1.61, volume=323395, vwap=1.5916, timestamp=1676041200000, transactions=1736, otc=None)
Agg(open=1.61, high=1.675, low=1.61, close=1.635, volume=351558, vwap=1.646, timestamp=1676044800000, transactions=1706, otc=None)
Agg(open=1.635, high=1.6799, low=1.62, close=1.665, volume=290242, vwap=1.6516, timestamp=1676048400000, transactions=1290, otc=None)
Agg(open=1.67, high=1.7, low=1.65, close=1.655, volume=216960, vwap=1.6734, timestamp=1676052000000, transactions=1281, otc=None)
Agg(open=1.655, high=1.67, low=1.64, close=1.665, volume=169536, vwap=1.6561, timestamp=1676055600000, transactions=1228, otc=None)
Agg(open=1.665, high=1.715, low=1.665, close=1.67, volume=751613, vwap=1.6859, timestamp=1676059200000, transactions=3308, otc=None)
Agg(open=1.68, high=1.68, low=1.68, close=1.68, volume=19310, vwap=1.68, timestamp=1676062800000, transactions=2, otc=None)
Agg(open=1.7999, high=1.7999, low=1.7999, close=1.7999, volume=300, vwap=1.7999, timestamp=1676066400000, transactions=1, otc=None)
Agg(open=1.67, high=1.67, low=1.67, close=1.67, volume=115, vwap=1.67, timestamp=1676070000000, transactions=1, otc=None)
Agg(open=1.76, high=1.79, low=1.76, close=1.79, volume=1359, vwap=1.7835, timestamp=1676073600000, transactions=6, otc=None)
