Agg(open=20, high=20.18, low=19.75, close=19.75, volume=112753, vwap=20.028, timestamp=1672754400000, transactions=1112, otc=None)
Agg(open=19.75, high=19.945, low=19.68, close=19.94, volume=124958, vwap=19.8275, timestamp=1672758000000, transactions=2005, otc=None)
Agg(open=19.945, high=19.96, low=19.745, close=19.8, volume=112980, vwap=19.8174, timestamp=1672761600000, transactions=1795, otc=None)
Agg(open=19.79, high=19.815, low=19.64, close=19.72, volume=183877, vwap=19.7122, timestamp=1672765200000, transactions=1728, otc=None)
Agg(open=19.7, high=19.715, low=19.605, close=19.66, volume=122243, vwap=19.665, timestamp=1672768800000, transactions=1361, otc=None)
Agg(open=19.66, high=19.78, low=19.55, close=19.68, volume=101540, vwap=19.6405, timestamp=1672772400000, transactions=1358, otc=None)
Agg(open=19.68, high=19.74, low=19.59, close=19.69, volume=301287, vwap=19.6745, timestamp=1672776000000, transactions=3423, otc=None)
Agg(open=19.69, high=19.69, low=19.69, close=19.69, volume=25370, vwap=19.69, timestamp=1672779600000, transactions=21, otc=None)
Agg(open=19.99, high=20.15, low=19.88, close=20.05, volume=55940, vwap=19.9956, timestamp=1672840800000, transactions=814, otc=None)
Agg(open=19.99, high=20.04, low=19.835, close=19.99, volume=73533, vwap=19.93, timestamp=1672844400000, transactions=1278, otc=None)
Agg(open=19.99, high=20.305, low=19.95, close=20.27, volume=168612, vwap=20.1267, timestamp=1672848000000, transactions=2156, otc=None)
Agg(open=20.25, high=20.33, low=20.19, close=20.225, volume=104173, vwap=20.2541, timestamp=1672851600000, transactions=1639, otc=None)
Agg(open=20.225, high=20.315, low=20.19, close=20.22, volume=122761, vwap=20.246, timestamp=1672855200000, transactions=1694, otc=None)
Agg(open=20.2, high=20.415, low=20.14, close=20.41, volume=136126, vwap=20.3031, timestamp=1672858800000, transactions=1851, otc=None)
Agg(open=20.41, high=20.45, low=20.14, close=20.27, volume=393090, vwap=20.2591, timestamp=1672862400000, transactions=4357, otc=None)
Agg(open=20.27, high=20.27, low=20.27, close=20.27, volume=2872, vwap=20.27, timestamp=1672866000000, transactions=2, otc=None)
Agg(open=20.09, high=20.15, low=19.84, close=20.114, volume=62512, vwap=19.9948, timestamp=1672927200000, transactions=919, otc=None)
Agg(open=20.1, high=20.475, low=20.07, close=20.33, volume=112186, vwap=20.3168, timestamp=1672930800000, transactions=1803, otc=None)
Agg(open=20.33, high=20.355, low=20.18, close=20.32, volume=75435, vwap=20.2788, timestamp=1672934400000, transactions=1185, otc=None)
Agg(open=20.3, high=20.37, low=20.26, close=20.28, volume=44473, vwap=20.3172, timestamp=1672938000000, transactions=871, otc=None)
Agg(open=20.28, high=20.45, low=20.2729, close=20.36, volume=56770, vwap=20.367, timestamp=1672941600000, transactions=1028, otc=None)
Agg(open=20.355, high=20.44, low=20.325, close=20.39, volume=65741, vwap=20.3858, timestamp=1672945200000, transactions=1174, otc=None)
Agg(open=20.37, high=20.46, low=20.3, close=20.31, volume=281812, vwap=20.3725, timestamp=1672948800000, transactions=3045, otc=None)
Agg(open=20.32, high=20.32, low=20.32, close=20.32, volume=23626, vwap=20.32, timestamp=1672952400000, transactions=16, otc=None)
Agg(open=20.45, high=20.56, low=20.3, close=20.3, volume=42805, vwap=20.4068, timestamp=1673013600000, transactions=620, otc=None)
Agg(open=20.34, high=20.49, low=20.27, close=20.48, volume=141895, vwap=20.3805, timestamp=1673017200000, transactions=1461, otc=None)
Agg(open=20.49, high=20.68, low=20.43, close=20.64, volume=86311, vwap=20.5547, timestamp=1673020800000, transactions=1446, otc=None)
Agg(open=20.645, high=20.66, low=20.515, close=20.565, volume=57317, vwap=20.5918, timestamp=1673024400000, transactions=990, otc=None)
Agg(open=20.565, high=20.7293, low=20.5514, close=20.705, volume=81676, vwap=20.6416, timestamp=1673028000000, transactions=1014, otc=None)
Agg(open=20.71, high=20.735, low=20.65, close=20.69, volume=65122, vwap=20.699, timestamp=1673031600000, transactions=986, otc=None)
Agg(open=20.695, high=20.715, low=20.555, close=20.61, volume=305483, vwap=20.6172, timestamp=1673035200000, transactions=3189, otc=None)
Agg(open=20.62, high=20.62, low=20.62, close=20.62, volume=21274, vwap=20.62, timestamp=1673038800000, transactions=13, otc=None)
