Agg(open=19, high=19, low=19, close=19, volume=500, vwap=19, timestamp=1687777200000, transactions=1, otc=None)
Agg(open=19.14, high=19.275, low=19, close=19.225, volume=131420, vwap=19.1473, timestamp=1687784400000, transactions=1418, otc=None)
Agg(open=19.22, high=19.22, low=18.995, close=19.11, volume=210328, vwap=19.1084, timestamp=1687788000000, transactions=2252, otc=None)
Agg(open=19.11, high=19.3, low=19.11, close=19.285, volume=122827, vwap=19.1784, timestamp=1687791600000, transactions=1664, otc=None)
Agg(open=19.285, high=19.285, low=19.185, close=19.225, volume=112813, vwap=19.2248, timestamp=1687795200000, transactions=1350, otc=None)
Agg(open=19.23, high=19.35, low=19.205, close=19.315, volume=114627, vwap=19.2631, timestamp=1687798800000, transactions=1418, otc=None)
Agg(open=19.305, high=19.395, low=19.275, close=19.375, volume=133219, vwap=19.3282, timestamp=1687802400000, transactions=1834, otc=None)
Agg(open=19.375, high=19.41, low=19.26, close=19.32, volume=644620, vwap=19.3378, timestamp=1687806000000, transactions=5313, otc=None)
Agg(open=19.31, high=19.31, low=19.31, close=19.31, volume=20448, vwap=19.31, timestamp=1687809600000, transactions=22, otc=None)
Agg(open=19.3, high=19.31, low=19.3, close=19.31, volume=384, vwap=19.3074, timestamp=1687820400000, transactions=2, otc=None)
Agg(open=19.3, high=19.3, low=19.3, close=19.3, volume=1136, vwap=19.3007, timestamp=1687867200000, transactions=5, otc=None)
Agg(open=19.45, high=19.52, low=19.35, close=19.52, volume=89732, vwap=19.4262, timestamp=1687870800000, transactions=1043, otc=None)
Agg(open=19.53, high=19.82, low=19.515, close=19.81, volume=290310, vwap=19.6933, timestamp=1687874400000, transactions=3289, otc=None)
Agg(open=19.82, high=19.855, low=19.77, close=19.83, volume=192048, vwap=19.8179, timestamp=1687878000000, transactions=2531, otc=None)
Agg(open=19.835, high=19.93, low=19.805, close=19.89, volume=150900, vwap=19.8777, timestamp=1687881600000, transactions=1787, otc=None)
Agg(open=19.88, high=20, low=19.84, close=19.995, volume=227775, vwap=19.9285, timestamp=1687885200000, transactions=2613, otc=None)
Agg(open=20, high=20.035, low=19.9575, close=19.99, volume=211488, vwap=19.9925, timestamp=1687888800000, transactions=2623, otc=None)
Agg(open=20, high=20.05, low=19.92, close=19.92, volume=582174, vwap=19.9773, timestamp=1687892400000, transactions=5263, otc=None)
Agg(open=19.92, high=19.92, low=19.9, close=19.9, volume=33819, vwap=19.9199, timestamp=1687896000000, transactions=23, otc=None)
Agg(open=19.92, high=19.98, low=19.75, close=19.98, volume=90910, vwap=19.8607, timestamp=1687957200000, transactions=925, otc=None)
Agg(open=20, high=20, low=19.6412, close=19.65, volume=116898, vwap=19.8125, timestamp=1687960800000, transactions=1862, otc=None)
Agg(open=19.645, high=19.715, low=19.611, close=19.675, volume=322476, vwap=19.6574, timestamp=1687964400000, transactions=2256, otc=None)
Agg(open=19.67, high=19.72, low=19.54, close=19.56, volume=112825, vwap=19.6193, timestamp=1687968000000, transactions=1469, otc=None)
Agg(open=19.565, high=19.6, low=19.54, close=19.585, volume=98788, vwap=19.5747, timestamp=1687971600000, transactions=1521, otc=None)
Agg(open=19.59, high=19.62, low=19.571, close=19.6, volume=110051, vwap=19.5881, timestamp=1687975200000, transactions=1502, otc=None)
Agg(open=19.6, high=19.75, low=19.55, close=19.72, volume=380359, vwap=19.6895, timestamp=1687978800000, transactions=4100, otc=None)
Agg(open=19.353, high=19.353, low=19.353, close=19.353, volume=100, vwap=19.353, timestamp=1687986000000, transactions=1, otc=None)
Agg(open=19.71, high=19.71, low=19.71, close=19.71, volume=100, vwap=19.71, timestamp=1688036400000, transactions=1, otc=None)
Agg(open=19.68, high=19.895, low=19.64, close=19.85, volume=91709, vwap=19.7934, timestamp=1688043600000, transactions=1168, otc=None)
Agg(open=19.86, high=19.91, low=19.75, close=19.78, volume=170480, vwap=19.8239, timestamp=1688047200000, transactions=2608, otc=None)
Agg(open=19.77, high=19.8, low=19.67, close=19.73, volume=127040, vwap=19.7494, timestamp=1688050800000, transactions=1902, otc=None)
Agg(open=19.745, high=19.8, low=19.69, close=19.78, volume=179693, vwap=19.7436, timestamp=1688054400000, transactions=2422, otc=None)
Agg(open=19.775, high=19.85, low=19.72, close=19.775, volume=158307, vwap=19.7823, timestamp=1688058000000, transactions=2058, otc=None)
Agg(open=19.775, high=19.87, low=19.72, close=19.82, volume=188900, vwap=19.7969, timestamp=1688061600000, transactions=2087, otc=None)
Agg(open=19.825, high=19.9, low=19.8, close=19.89, volume=401748, vwap=19.8617, timestamp=1688065200000, transactions=4314, otc=None)
Agg(open=19.89, high=19.89, low=19.89, close=19.89, volume=20309, vwap=19.89, timestamp=1688068800000, transactions=19, otc=None)
Agg(open=20.09, high=20.1, low=19.96, close=20.03, volume=121532, vwap=20.0121, timestamp=1688130000000, transactions=1003, otc=None)
Agg(open=20.03, high=20.155, low=19.85, close=19.89, volume=631458, vwap=19.9879, timestamp=1688133600000, transactions=3779, otc=None)
Agg(open=19.89, high=19.99, low=19.845, close=19.89, volume=326527, vwap=19.9085, timestamp=1688137200000, transactions=2760, otc=None)
Agg(open=19.88, high=19.99, low=19.88, close=19.915, volume=140336, vwap=19.9279, timestamp=1688140800000, transactions=2117, otc=None)
Agg(open=19.915, high=20.025, low=19.885, close=19.92, volume=249574, vwap=19.9351, timestamp=1688144400000, transactions=3091, otc=None)
Agg(open=19.92, high=20.14, low=19.89, close=20.05, volume=1092373.0, vwap=19.9199, timestamp=1688148000000, transactions=2913, otc=None)
Agg(open=20.04, high=20.06, low=19.84, close=19.84, volume=538869, vwap=19.9315, timestamp=1688151600000, transactions=6289, otc=None)
Agg(open=19.85, high=19.85, low=19.85, close=19.85, volume=31430, vwap=19.85, timestamp=1688155200000, transactions=23, otc=None)
Agg(open=19.85, high=19.85, low=19.85, close=19.85, volume=100, vwap=19.85, timestamp=1688162400000, transactions=1, otc=None)
