Agg(open=3.99, high=4, low=3.99, close=4, volume=476, vwap=3.9942, timestamp=1694430000000, transactions=5, otc=None)
Agg(open=4.0182, high=4.0182, low=3.8987, close=3.99, volume=3496, vwap=3.994, timestamp=1694433600000, transactions=17, otc=None)
Agg(open=4, high=4.22, low=4, close=4.1684, volume=113270, vwap=4.1337, timestamp=1694437200000, transactions=727, otc=None)
Agg(open=4.18, high=4.31, low=4.13, close=4.2564, volume=155368, vwap=4.2404, timestamp=1694440800000, transactions=1243, otc=None)
Agg(open=4.2401, high=4.295, low=4.23, close=4.255, volume=75699, vwap=4.2676, timestamp=1694444400000, transactions=601, otc=None)
Agg(open=4.2501, high=4.2501, low=4.17, close=4.24, volume=70094, vwap=4.2138, timestamp=1694448000000, transactions=637, otc=None)
Agg(open=4.24, high=4.27, low=4.24, close=4.265, volume=26498, vwap=4.2562, timestamp=1694451600000, transactions=293, otc=None)
Agg(open=4.27, high=4.28, low=4.225, close=4.23, volume=60452, vwap=4.2489, timestamp=1694455200000, transactions=626, otc=None)
Agg(open=4.23, high=4.31, low=4.22, close=4.3, volume=133163, vwap=4.2736, timestamp=1694458800000, transactions=1377, otc=None)
Agg(open=4.31, high=4.3423, low=4.27, close=4.3, volume=1036, vwap=4.3085, timestamp=1694462400000, transactions=10, otc=None)
Agg(open=4.25, high=4.3277, low=4.25, close=4.3277, volume=500, vwap=4.298, timestamp=1694466000000, transactions=5, otc=None)
Agg(open=4.2008, high=4.33, low=4.2008, close=4.3, volume=5569, vwap=4.3167, timestamp=1694469600000, transactions=7, otc=None)
Agg(open=4.31, high=4.31, low=4.31, close=4.31, volume=251, vwap=4.3098, timestamp=1694473200000, transactions=2, otc=None)
Agg(open=4.33, high=4.36, low=4.32, close=4.36, volume=1273, vwap=4.3372, timestamp=1694516400000, transactions=3, otc=None)
Agg(open=4.32, high=4.35, low=4.32, close=4.35, volume=1657, vwap=4.3435, timestamp=1694520000000, transactions=14, otc=None)
Agg(open=4.35, high=4.51, low=4.225, close=4.3806, volume=136262, vwap=4.3903, timestamp=1694523600000, transactions=850, otc=None)
Agg(open=4.385, high=4.415, low=4.25, close=4.265, volume=133263, vwap=4.3173, timestamp=1694527200000, transactions=1294, otc=None)
Agg(open=4.262, high=4.32, low=4.22, close=4.31, volume=65937, vwap=4.2722, timestamp=1694530800000, transactions=826, otc=None)
Agg(open=4.31, high=4.315, low=4.22, close=4.25, volume=57273, vwap=4.2602, timestamp=1694534400000, transactions=873, otc=None)
Agg(open=4.25, high=4.33, low=4.24, close=4.24, volume=81337, vwap=4.2934, timestamp=1694538000000, transactions=929, otc=None)
Agg(open=4.24, high=4.2576, low=4.19, close=4.21, volume=47944, vwap=4.2199, timestamp=1694541600000, transactions=621, otc=None)
Agg(open=4.21, high=4.26, low=4.2, close=4.2, volume=48234, vwap=4.2277, timestamp=1694545200000, transactions=788, otc=None)
Agg(open=4.2162, high=4.2162, low=4.2162, close=4.2162, volume=101, vwap=4.2162, timestamp=1694552400000, transactions=1, otc=None)
Agg(open=4.2, high=4.2, low=4.2, close=4.2, volume=260, vwap=4.2, timestamp=1694559600000, transactions=4, otc=None)
Agg(open=4.19, high=4.21, low=4.19, close=4.19, volume=2850, vwap=4.2041, timestamp=1694606400000, transactions=11, otc=None)
Agg(open=4.18, high=4.2978, low=4.18, close=4.24, volume=35584, vwap=4.2443, timestamp=1694610000000, transactions=405, otc=None)
Agg(open=4.2199, high=4.265, low=4.1901, close=4.265, volume=30094, vwap=4.2312, timestamp=1694613600000, transactions=324, otc=None)
Agg(open=4.2601, high=4.29, low=4.225, close=4.2399, volume=24654, vwap=4.2557, timestamp=1694617200000, transactions=337, otc=None)
Agg(open=4.24, high=4.24, low=4.2, close=4.2, volume=17329, vwap=4.2258, timestamp=1694620800000, transactions=281, otc=None)
Agg(open=4.205, high=4.205, low=4.145, close=4.145, volume=16214, vwap=4.1647, timestamp=1694624400000, transactions=249, otc=None)
Agg(open=4.1497, high=4.1497, low=4.06, close=4.0871, volume=60943, vwap=4.0998, timestamp=1694628000000, transactions=508, otc=None)
Agg(open=4.085, high=4.095, low=4.025, close=4.05, volume=88934, vwap=4.062, timestamp=1694631600000, transactions=973, otc=None)
Agg(open=4.05, high=4.1099, low=4.05, close=4.1099, volume=2632, vwap=4.0955, timestamp=1694635200000, transactions=5, otc=None)
Agg(open=4.04, high=4.1, low=4.04, close=4.1, volume=3056, vwap=4.098, timestamp=1694642400000, transactions=5, otc=None)
Agg(open=4.1, high=4.1, low=4.1, close=4.1, volume=100, vwap=4.1, timestamp=1694646000000, transactions=1, otc=None)
Agg(open=4.11, high=4.12, low=4.1, close=4.1, volume=2852, vwap=4.1172, timestamp=1694689200000, transactions=8, otc=None)
Agg(open=4.12, high=4.12, low=4.11, close=4.11, volume=1925, vwap=4.1107, timestamp=1694692800000, transactions=10, otc=None)
Agg(open=4.11, high=4.155, low=4.06, close=4.12, volume=21614, vwap=4.1078, timestamp=1694696400000, transactions=235, otc=None)
Agg(open=4.1339, high=4.1339, low=4.05, close=4.11, volume=29497, vwap=4.1021, timestamp=1694700000000, transactions=431, otc=None)
Agg(open=4.1191, high=4.231, low=4.09, close=4.1999, volume=334854, vwap=4.1804, timestamp=1694703600000, transactions=1437, otc=None)
Agg(open=4.1932, high=4.2501, low=4.185, close=4.2486, volume=67152, vwap=4.2185, timestamp=1694707200000, transactions=589, otc=None)
Agg(open=4.2489, high=4.275, low=4.22, close=4.24, volume=42284, vwap=4.2484, timestamp=1694710800000, transactions=474, otc=None)
Agg(open=4.235, high=4.35, low=4.235, close=4.31, volume=101072, vwap=4.304, timestamp=1694714400000, transactions=789, otc=None)
Agg(open=4.305, high=4.32, low=4.27, close=4.31, volume=88647, vwap=4.2922, timestamp=1694718000000, transactions=855, otc=None)
Agg(open=4.33, high=4.33, low=4.31, close=4.31, volume=455, vwap=4.3255, timestamp=1694721600000, transactions=4, otc=None)
Agg(open=4.3101, high=4.3101, low=4.31, close=4.31, volume=336, vwap=4.31, timestamp=1694725200000, transactions=4, otc=None)
Agg(open=4.33, high=4.35, low=4.33, close=4.35, volume=500, vwap=4.339, timestamp=1694732400000, transactions=4, otc=None)
Agg(open=4.34, high=4.34, low=4.34, close=4.34, volume=100, vwap=4.34, timestamp=1694775600000, transactions=1, otc=None)
Agg(open=4.35, high=4.35, low=4.34, close=4.34, volume=1889, vwap=4.3442, timestamp=1694779200000, transactions=17, otc=None)
Agg(open=4.35, high=4.35, low=4.215, close=4.235, volume=43358, vwap=4.2593, timestamp=1694782800000, transactions=390, otc=None)
Agg(open=4.2375, high=4.25, low=4.11, close=4.13, volume=113218, vwap=4.1713, timestamp=1694786400000, transactions=984, otc=None)
Agg(open=4.14, high=4.14, low=4.08, close=4.0975, volume=41834, vwap=4.1067, timestamp=1694790000000, transactions=534, otc=None)
Agg(open=4.09, high=4.19, low=4.085, close=4.17, volume=114083, vwap=4.1257, timestamp=1694793600000, transactions=691, otc=None)
Agg(open=4.17, high=4.18, low=4.1123, close=4.16, volume=30958, vwap=4.1401, timestamp=1694797200000, transactions=390, otc=None)
Agg(open=4.1501, high=4.17, low=4.14, close=4.165, volume=27626, vwap=4.157, timestamp=1694800800000, transactions=347, otc=None)
Agg(open=4.16, high=4.205, low=4.16, close=4.17, volume=73391, vwap=4.1793, timestamp=1694804400000, transactions=905, otc=None)
Agg(open=4.15, high=4.17, low=4.15, close=4.15, volume=4237, vwap=4.1691, timestamp=1694808000000, transactions=2, otc=None)
