Agg(open=3, high=3, low=2.94, close=2.96, volume=23075, vwap=2.9654, timestamp=1687248000000, transactions=121, otc=None)
Agg(open=2.96, high=2.96, low=2.95, close=2.95, volume=2301, vwap=2.956, timestamp=1687251600000, transactions=25, otc=None)
Agg(open=2.96, high=2.96, low=2.94, close=2.94, volume=4251, vwap=2.9473, timestamp=1687255200000, transactions=51, otc=None)
Agg(open=2.95, high=2.99, low=2.92, close=2.99, volume=30458, vwap=2.9543, timestamp=1687258800000, transactions=147, otc=None)
Agg(open=2.9497, high=3.07, low=2.92, close=2.97, volume=72139, vwap=2.9785, timestamp=1687262400000, transactions=222, otc=None)
Agg(open=2.9794, high=3.47, low=2.97, close=3.305, volume=9464043.0, vwap=3.3144, timestamp=1687266000000, transactions=20682, otc=None)
Agg(open=3.305, high=3.38, low=3.18, close=3.22, volume=8141273.0, vwap=3.2571, timestamp=1687269600000, transactions=17715, otc=None)
Agg(open=3.22, high=3.26, low=3.12, close=3.1687, volume=4746758.0, vwap=3.192, timestamp=1687273200000, transactions=9484, otc=None)
Agg(open=3.17, high=3.25, low=3.16, close=3.205, volume=2726580.0, vwap=3.2107, timestamp=1687276800000, transactions=6480, otc=None)
Agg(open=3.205, high=3.22, low=3.12, close=3.13, volume=2786448.0, vwap=3.1623, timestamp=1687280400000, transactions=6474, otc=None)
Agg(open=3.125, high=3.15, low=3.03, close=3.055, volume=3816877.0, vwap=3.0855, timestamp=1687284000000, transactions=8629, otc=None)
Agg(open=3.055, high=3.095, low=3.045, close=3.065, volume=4956416.0, vwap=3.0718, timestamp=1687287600000, transactions=12270, otc=None)
Agg(open=3.07, high=3.1571, low=3.06, close=3.12, volume=86335, vwap=3.101, timestamp=1687291200000, transactions=163, otc=None)
Agg(open=3.12, high=3.16, low=3.12, close=3.14, volume=53691, vwap=3.1366, timestamp=1687294800000, transactions=117, otc=None)
Agg(open=3.14, high=3.14, low=3.13, close=3.13, volume=30573, vwap=3.1349, timestamp=1687298400000, transactions=62, otc=None)
Agg(open=3.12, high=3.14, low=3.12, close=3.14, volume=28868, vwap=3.1361, timestamp=1687302000000, transactions=50, otc=None)
Agg(open=3.18, high=3.29, low=3.03, close=3.25, volume=85352, vwap=3.2121, timestamp=1687334400000, transactions=403, otc=None)
Agg(open=3.25, high=3.27, low=3.19, close=3.21, volume=40444, vwap=3.2114, timestamp=1687338000000, transactions=154, otc=None)
