Agg(open=11, high=11, low=10.75, close=10.835, volume=77513, vwap=10.8338, timestamp=1701093600000, transactions=643, otc=None)
Agg(open=10.835, high=11, low=10.835, close=10.985, volume=132631, vwap=10.9465, timestamp=1701097200000, transactions=1419, otc=None)
Agg(open=10.985, high=11.095, low=10.94, close=11.03, volume=179490, vwap=11.0474, timestamp=1701100800000, transactions=1587, otc=None)
Agg(open=11.03, high=11.0602, low=11.005, close=11.04, volume=71137, vwap=11.0408, timestamp=1701104400000, transactions=813, otc=None)
Agg(open=11.035, high=11.06, low=10.98, close=10.985, volume=181020, vwap=11.0254, timestamp=1701108000000, transactions=1610, otc=None)
Agg(open=10.985, high=11.01, low=10.94, close=10.975, volume=153550, vwap=10.9822, timestamp=1701111600000, transactions=1579, otc=None)
Agg(open=10.975, high=11.07, low=10.92, close=11.04, volume=568485, vwap=11.0086, timestamp=1701115200000, transactions=4933, otc=None)
Agg(open=11.04, high=11.04, low=11.04, close=11.04, volume=85689, vwap=11.04, timestamp=1701118800000, transactions=20, otc=None)
Agg(open=11.04, high=11.04, low=10.86, close=10.965, volume=75057, vwap=10.9563, timestamp=1701180000000, transactions=652, otc=None)
Agg(open=10.97, high=11.2, low=10.97, close=11.195, volume=182617, vwap=11.0852, timestamp=1701183600000, transactions=1408, otc=None)
Agg(open=11.2, high=11.315, low=11.185, close=11.275, volume=150122, vwap=11.2528, timestamp=1701187200000, transactions=1515, otc=None)
Agg(open=11.27, high=11.345, low=11.245, close=11.335, volume=124631, vwap=11.3014, timestamp=1701190800000, transactions=1194, otc=None)
Agg(open=11.34, high=11.34, low=11.28, close=11.285, volume=108364, vwap=11.3134, timestamp=1701194400000, transactions=1162, otc=None)
Agg(open=11.29, high=11.305, low=11.245, close=11.29, volume=127270, vwap=11.2872, timestamp=1701198000000, transactions=1055, otc=None)
Agg(open=11.29, high=11.35, low=11.255, close=11.35, volume=310857, vwap=11.312, timestamp=1701201600000, transactions=2513, otc=None)
Agg(open=11.35, high=11.35, low=11.35, close=11.35, volume=35812, vwap=11.35, timestamp=1701205200000, transactions=16, otc=None)
Agg(open=11.5, high=11.5, low=11.5, close=11.5, volume=100, vwap=11.5, timestamp=1701262800000, transactions=1, otc=None)
Agg(open=11.5, high=11.8, low=11.455, close=11.8, volume=129902, vwap=11.6396, timestamp=1701266400000, transactions=1315, otc=None)
Agg(open=11.8, high=11.84, low=11.62, close=11.67, volume=256370, vwap=11.7472, timestamp=1701270000000, transactions=2809, otc=None)
Agg(open=11.66, high=11.66, low=11.53, close=11.545, volume=90224, vwap=11.5731, timestamp=1701273600000, transactions=1382, otc=None)
Agg(open=11.55, high=11.56, low=11.47, close=11.505, volume=95662, vwap=11.5098, timestamp=1701277200000, transactions=1260, otc=None)
Agg(open=11.505, high=11.525, low=11.455, close=11.465, volume=98590, vwap=11.4999, timestamp=1701280800000, transactions=1161, otc=None)
Agg(open=11.465, high=11.465, low=11.41, close=11.435, volume=82900, vwap=11.4402, timestamp=1701284400000, transactions=1121, otc=None)
Agg(open=11.435, high=11.455, low=11.36, close=11.37, volume=232992, vwap=11.4004, timestamp=1701288000000, transactions=2493, otc=None)
Agg(open=11.36, high=11.36, low=11.36, close=11.36, volume=30474, vwap=11.36, timestamp=1701291600000, transactions=23, otc=None)
Agg(open=11.36, high=11.36, low=11.36, close=11.36, volume=511, vwap=11.3598, timestamp=1701345600000, transactions=6, otc=None)
