Agg(open=7.06, high=7.3, low=7, close=7.195, volume=478776, vwap=7.2077, timestamp=1681131600000, transactions=3133, otc=None)
Agg(open=7.195, high=7.265, low=7.175, close=7.245, volume=367416, vwap=7.2242, timestamp=1681135200000, transactions=2051, otc=None)
Agg(open=7.25, high=7.29, low=7.21, close=7.215, volume=276315, vwap=7.2664, timestamp=1681138800000, transactions=1609, otc=None)
Agg(open=7.215, high=7.275, low=7.205, close=7.275, volume=243913, vwap=7.2398, timestamp=1681142400000, transactions=1241, otc=None)
Agg(open=7.275, high=7.3, low=7.26, close=7.3, volume=159908, vwap=7.2756, timestamp=1681146000000, transactions=1238, otc=None)
Agg(open=7.3, high=7.3, low=7.27, close=7.29, volume=117794, vwap=7.2818, timestamp=1681149600000, transactions=1038, otc=None)
Agg(open=7.29, high=7.39, low=7.29, close=7.36, volume=1272256.0, vwap=7.3537, timestamp=1681153200000, transactions=4971, otc=None)
Agg(open=7.34, high=7.34, low=7.3, close=7.3, volume=28808, vwap=7.3393, timestamp=1681156800000, transactions=4, otc=None)
Agg(open=7.42, high=7.595, low=7.42, close=7.515, volume=1044102.0, vwap=7.5108, timestamp=1681218000000, transactions=5600, otc=None)
Agg(open=7.52, high=7.545, low=7.4815, close=7.495, volume=1291368.0, vwap=7.5102, timestamp=1681221600000, transactions=5489, otc=None)
Agg(open=7.495, high=7.51, low=7.4401, close=7.46, volume=465980, vwap=7.4857, timestamp=1681225200000, transactions=2258, otc=None)
Agg(open=7.455, high=7.5, low=7.455, close=7.49, volume=251438, vwap=7.4861, timestamp=1681228800000, transactions=1246, otc=None)
Agg(open=7.49, high=7.505, low=7.4825, close=7.495, volume=282397, vwap=7.4963, timestamp=1681232400000, transactions=1353, otc=None)
Agg(open=7.495, high=7.51, low=7.47, close=7.505, volume=275577, vwap=7.4918, timestamp=1681236000000, transactions=1762, otc=None)
Agg(open=7.505, high=7.52, low=7.48, close=7.485, volume=1041886.0, vwap=7.4983, timestamp=1681239600000, transactions=5534, otc=None)
Agg(open=7.48, high=7.54, low=7.48, close=7.54, volume=36446, vwap=7.4802, timestamp=1681243200000, transactions=6, otc=None)
Agg(open=7.36, high=7.45, low=7, close=7.035, volume=1989252.0, vwap=7.0754, timestamp=1681304400000, transactions=7007, otc=None)
Agg(open=7.04, high=7.095, low=7, close=7.025, volume=3733439.0, vwap=7.0123, timestamp=1681308000000, transactions=11009, otc=None)
Agg(open=7.025, high=7.115, low=7.02, close=7.1, volume=1015060.0, vwap=7.0615, timestamp=1681311600000, transactions=4267, otc=None)
Agg(open=7.095, high=7.11, low=7.085, close=7.105, volume=312619, vwap=7.1015, timestamp=1681315200000, transactions=1720, otc=None)
Agg(open=7.105, high=7.15, low=7.08, close=7.09, volume=322382, vwap=7.1156, timestamp=1681318800000, transactions=1621, otc=None)
Agg(open=7.09, high=7.1, low=7.06, close=7.065, volume=443481, vwap=7.0756, timestamp=1681322400000, transactions=2241, otc=None)
Agg(open=7.065, high=7.075, low=7.005, close=7.045, volume=1804610.0, vwap=7.0351, timestamp=1681326000000, transactions=6722, otc=None)
Agg(open=7.05, high=7.05, low=7.05, close=7.05, volume=41308, vwap=7.05, timestamp=1681329600000, transactions=6, otc=None)
Agg(open=7.3, high=7.3, low=7.3, close=7.3, volume=300, vwap=7.3, timestamp=1681387200000, transactions=1, otc=None)
Agg(open=7.24, high=7.325, low=7.185, close=7.235, volume=392663, vwap=7.2645, timestamp=1681390800000, transactions=2316, otc=None)
Agg(open=7.235, high=7.37, low=7.16, close=7.29, volume=946289, vwap=7.2741, timestamp=1681394400000, transactions=4232, otc=None)
Agg(open=7.2925, high=7.33, low=7.28, close=7.305, volume=381170, vwap=7.3066, timestamp=1681398000000, transactions=1962, otc=None)
Agg(open=7.31, high=7.32, low=7.295, close=7.32, volume=201586, vwap=7.3073, timestamp=1681401600000, transactions=1309, otc=None)
Agg(open=7.315, high=7.33, low=7.3, close=7.315, volume=273780, vwap=7.3114, timestamp=1681405200000, transactions=1650, otc=None)
Agg(open=7.31, high=7.315, low=7.28, close=7.295, volume=257113, vwap=7.295, timestamp=1681408800000, transactions=1579, otc=None)
Agg(open=7.295, high=7.33, low=7.27, close=7.33, volume=993007, vwap=7.3011, timestamp=1681412400000, transactions=3663, otc=None)
Agg(open=7.33, high=7.37, low=7.33, close=7.37, volume=42891, vwap=7.3363, timestamp=1681416000000, transactions=16, otc=None)
Agg(open=7.29, high=7.34, low=7.17, close=7.33, volume=304040, vwap=7.2791, timestamp=1681477200000, transactions=1949, otc=None)
Agg(open=7.33, high=7.38, low=7.28, close=7.38, volume=451426, vwap=7.3215, timestamp=1681480800000, transactions=2733, otc=None)
Agg(open=7.37, high=7.385, low=7.285, close=7.295, volume=737712, vwap=7.3308, timestamp=1681484400000, transactions=3241, otc=None)
Agg(open=7.3, high=7.31, low=7.27, close=7.285, volume=345159, vwap=7.2933, timestamp=1681488000000, transactions=1663, otc=None)
Agg(open=7.29, high=7.31, low=7.27, close=7.31, volume=433194, vwap=7.2919, timestamp=1681491600000, transactions=1967, otc=None)
Agg(open=7.31, high=7.33, low=7.295, close=7.31, volume=489938, vwap=7.3093, timestamp=1681495200000, transactions=2067, otc=None)
Agg(open=7.31, high=7.36, low=7.3, close=7.3195, volume=982473, vwap=7.327, timestamp=1681498800000, transactions=4470, otc=None)
Agg(open=7.32, high=7.32, low=7.32, close=7.32, volume=8956, vwap=7.32, timestamp=1681502400000, transactions=7, otc=None)
