Agg(open=19.98, high=20, low=19.83, close=19.83, volume=1065, vwap=19.9572, timestamp=1692000000000, transactions=32, otc=None)
Agg(open=19.91, high=19.91, low=19.91, close=19.91, volume=964, vwap=19.9107, timestamp=1692003600000, transactions=9, otc=None)
Agg(open=19.95, high=19.95, low=19.91, close=19.91, volume=1528, vwap=19.9313, timestamp=1692007200000, transactions=26, otc=None)
Agg(open=19.94, high=19.94, low=19.76, close=19.76, volume=2090, vwap=19.8707, timestamp=1692010800000, transactions=51, otc=None)
Agg(open=19.87, high=19.95, low=19.81, close=19.9, volume=7054, vwap=19.8872, timestamp=1692014400000, transactions=154, otc=None)
Agg(open=19.88, high=19.9296, low=19.1699, close=19.205, volume=665499, vwap=19.4725, timestamp=1692018000000, transactions=8218, otc=None)
Agg(open=19.205, high=19.79, low=19.08, close=19.74, volume=615189, vwap=19.3548, timestamp=1692021600000, transactions=8691, otc=None)
Agg(open=19.745, high=19.845, low=19.57, close=19.799, volume=289363, vwap=19.6978, timestamp=1692025200000, transactions=4899, otc=None)
Agg(open=19.8, high=19.94, low=19.69, close=19.8901, volume=268333, vwap=19.817, timestamp=1692028800000, transactions=4194, otc=None)
Agg(open=19.89, high=20.01, low=19.8, close=19.975, volume=195721, vwap=19.9375, timestamp=1692032400000, transactions=3286, otc=None)
Agg(open=19.975, high=20.01, low=19.805, close=19.845, volume=276619, vwap=19.9107, timestamp=1692036000000, transactions=4124, otc=None)
Agg(open=19.85, high=19.96, low=19.705, close=19.96, volume=777196, vwap=19.8467, timestamp=1692039600000, transactions=8775, otc=None)
Agg(open=19.96, high=19.96, low=19.8643, close=19.9, volume=1558, vwap=19.93, timestamp=1692043200000, transactions=12, otc=None)
Agg(open=19.8517, high=19.9, low=19.85, close=19.9, volume=1246, vwap=19.8624, timestamp=1692046800000, transactions=7, otc=None)
Agg(open=19.9, high=19.94, low=19.9, close=19.93, volume=4633, vwap=19.9119, timestamp=1692050400000, transactions=24, otc=None)
Agg(open=19.88, high=19.9, low=19.88, close=19.9, volume=535, vwap=19.8886, timestamp=1692054000000, transactions=8, otc=None)
Agg(open=19.96, high=19.96, low=19.85, close=19.85, volume=953, vwap=19.9361, timestamp=1692086400000, transactions=21, otc=None)
