Agg(open=18.41, high=19, low=18.41, close=18.99, volume=7913, vwap=18.8177, timestamp=1672736400000, transactions=172, otc=None)
Agg(open=18.99, high=19, low=18.7, close=18.74, volume=914, vwap=18.8173, timestamp=1672740000000, transactions=19, otc=None)
Agg(open=18.7, high=18.7, low=18.68, close=18.68, volume=2464, vwap=18.6904, timestamp=1672743600000, transactions=33, otc=None)
Agg(open=18.64, high=18.67, low=18.48, close=18.57, volume=15812, vwap=18.527, timestamp=1672747200000, transactions=164, otc=None)
Agg(open=18.65, high=18.8, low=18.4715, close=18.62, volume=13150, vwap=18.6457, timestamp=1672750800000, transactions=216, otc=None)
Agg(open=18.57, high=19.26, low=18.46, close=18.48, volume=592314, vwap=18.8998, timestamp=1672754400000, transactions=6790, otc=None)
Agg(open=18.48, high=18.6, low=17.73, close=18.0194, volume=682998, vwap=18.0023, timestamp=1672758000000, transactions=9108, otc=None)
Agg(open=18.01, high=18.03, low=17.41, close=17.52, volume=596607, vwap=17.646, timestamp=1672761600000, transactions=7576, otc=None)
Agg(open=17.53, high=17.56, low=17.18, close=17.24, volume=867316, vwap=17.3942, timestamp=1672765200000, transactions=7847, otc=None)
Agg(open=17.24, high=17.325, low=17.13, close=17.25, volume=515759, vwap=17.2374, timestamp=1672768800000, transactions=5809, otc=None)
Agg(open=17.25, high=17.63, low=17.091, close=17.44, volume=613329, vwap=17.3276, timestamp=1672772400000, transactions=6601, otc=None)
Agg(open=17.44, high=17.52, low=17.2, close=17.2, volume=1067980.0, vwap=17.3789, timestamp=1672776000000, transactions=10293, otc=None)
Agg(open=17.2, high=17.4, low=17.2, close=17.2, volume=5773, vwap=17.2577, timestamp=1672779600000, transactions=31, otc=None)
Agg(open=17.41, high=17.41, low=17.2, close=17.41, volume=1557, vwap=17.3543, timestamp=1672783200000, transactions=19, otc=None)
Agg(open=17.4, high=17.4, low=17.39, close=17.39, volume=340, vwap=17.3935, timestamp=1672786800000, transactions=3, otc=None)
Agg(open=17.26, high=17.39, low=17.25, close=17.39, volume=1268, vwap=17.3332, timestamp=1672790400000, transactions=8, otc=None)
Agg(open=17.6, high=17.6, low=17.45, close=17.45, volume=306, vwap=17.5014, timestamp=1672822800000, transactions=11, otc=None)
Agg(open=17.48, high=17.5, low=17.48, close=17.5, volume=520, vwap=17.4931, timestamp=1672826400000, transactions=5, otc=None)
Agg(open=17.49, high=17.49, low=17.48, close=17.48, volume=541, vwap=17.4832, timestamp=1672830000000, transactions=14, otc=None)
Agg(open=17.4, high=17.41, low=17.35, close=17.35, volume=1584, vwap=17.3937, timestamp=1672833600000, transactions=35, otc=None)
Agg(open=17.45, high=17.45, low=17.3, close=17.3, volume=17982, vwap=17.3366, timestamp=1672837200000, transactions=174, otc=None)
Agg(open=17.31, high=17.5, low=17.11, close=17.25, volume=346383, vwap=17.2651, timestamp=1672840800000, transactions=4703, otc=None)
Agg(open=17.22, high=17.65, low=16.9, close=17.4319, volume=770708, vwap=17.1549, timestamp=1672844400000, transactions=9078, otc=None)
Agg(open=17.43, high=17.93, low=17.4087, close=17.64, volume=607039, vwap=17.7013, timestamp=1672848000000, transactions=5980, otc=None)
Agg(open=17.66, high=17.71, low=17.51, close=17.56, volume=313510, vwap=17.6204, timestamp=1672851600000, transactions=4037, otc=None)
Agg(open=17.57, high=17.806, low=17.46, close=17.65, volume=275419, vwap=17.6843, timestamp=1672855200000, transactions=3909, otc=None)
Agg(open=17.65, high=17.765, low=17.27, close=17.4201, volume=474052, vwap=17.4347, timestamp=1672858800000, transactions=5252, otc=None)
Agg(open=17.42, high=17.43, low=17.06, close=17.3318, volume=942506, vwap=17.2261, timestamp=1672862400000, transactions=9164, otc=None)
Agg(open=17.32, high=17.35, low=17.25, close=17.35, volume=23875, vwap=17.3141, timestamp=1672866000000, transactions=63, otc=None)
Agg(open=17.32, high=17.38, low=17.32, close=17.38, volume=425, vwap=17.3639, timestamp=1672869600000, transactions=6, otc=None)
Agg(open=17.36, high=17.36, low=17.3, close=17.3, volume=719, vwap=17.3245, timestamp=1672876800000, transactions=14, otc=None)
Agg(open=17.48, high=17.48, low=17.46, close=17.46, volume=909, vwap=17.4717, timestamp=1672912800000, transactions=19, otc=None)
Agg(open=17.4, high=17.4, low=17.36, close=17.36, volume=1133, vwap=17.3753, timestamp=1672916400000, transactions=24, otc=None)
Agg(open=17.39, high=17.39, low=17.3, close=17.3, volume=2203, vwap=17.3507, timestamp=1672920000000, transactions=52, otc=None)
Agg(open=17.29, high=17.5, low=17.08, close=17.13, volume=29047, vwap=17.2008, timestamp=1672923600000, transactions=342, otc=None)
Agg(open=17.15, high=17.26, low=16.62, close=16.68, volume=789804, vwap=16.8481, timestamp=1672927200000, transactions=10280, otc=None)
Agg(open=16.67, high=16.7099, low=16.12, close=16.15, volume=1276593.0, vwap=16.383, timestamp=1672930800000, transactions=17103, otc=None)
Agg(open=16.16, high=16.44, low=16.11, close=16.38, volume=705041, vwap=16.2491, timestamp=1672934400000, transactions=9653, otc=None)
Agg(open=16.38, high=16.54, low=16.31, close=16.3873, volume=491683, vwap=16.4163, timestamp=1672938000000, transactions=6449, otc=None)
Agg(open=16.37, high=16.3827, low=16.14, close=16.165, volume=471349, vwap=16.2347, timestamp=1672941600000, transactions=7315, otc=None)
Agg(open=16.165, high=16.21, low=16.06, close=16.1014, volume=614197, vwap=16.1321, timestamp=1672945200000, transactions=8963, otc=None)
