Agg(open=20.5, high=20.5, low=19.95, close=20, volume=8271, vwap=20.084, timestamp=1673946000000, transactions=238, otc=None)
Agg(open=20.19, high=20.19, low=20.06, close=20.06, volume=1927, vwap=20.0941, timestamp=1673949600000, transactions=24, otc=None)
Agg(open=20.16, high=20.16, low=20.16, close=20.16, volume=318, vwap=20.1697, timestamp=1673953200000, transactions=13, otc=None)
Agg(open=20.23, high=20.46, low=20.14, close=20.14, volume=15799, vwap=20.3729, timestamp=1673956800000, transactions=245, otc=None)
Agg(open=20.18, high=20.43, low=20.03, close=20.42, volume=21553, vwap=20.2857, timestamp=1673960400000, transactions=307, otc=None)
Agg(open=20.44, high=21.1, low=20.3102, close=20.815, volume=613740, vwap=20.7383, timestamp=1673964000000, transactions=6488, otc=None)
Agg(open=20.86, high=21.34, low=20.74, close=21.182, volume=745480, vwap=21.0516, timestamp=1673967600000, transactions=8145, otc=None)
Agg(open=21.1816, high=21.29, low=20.73, close=21.2303, volume=398916, vwap=20.9812, timestamp=1673971200000, transactions=4792, otc=None)
Agg(open=21.25, high=21.55, low=21.21, close=21.251, volume=530784, vwap=21.3776, timestamp=1673974800000, transactions=4886, otc=None)
Agg(open=21.25, high=21.84, low=21.02, close=21.8168, volume=978193, vwap=21.5498, timestamp=1673978400000, transactions=7599, otc=None)
Agg(open=21.82, high=21.94, low=21.49, close=21.83, volume=561216, vwap=21.7458, timestamp=1673982000000, transactions=6775, otc=None)
Agg(open=21.82, high=21.87, low=21.53, close=21.81, volume=736914, vwap=21.7019, timestamp=1673985600000, transactions=7863, otc=None)
Agg(open=21.8, high=21.8, low=21.5, close=21.7, volume=16410, vwap=21.7431, timestamp=1673989200000, transactions=136, otc=None)
Agg(open=21.75, high=21.8, low=21.7, close=21.77, volume=104552, vwap=21.7961, timestamp=1673992800000, transactions=13, otc=None)
Agg(open=21.8, high=21.8, low=21.7809, close=21.7809, volume=6931, vwap=21.7963, timestamp=1673996400000, transactions=57, otc=None)
Agg(open=21.8, high=21.8, low=21.7, close=21.7, volume=2070, vwap=21.7572, timestamp=1674000000000, transactions=34, otc=None)
Agg(open=21.8, high=22.03, low=21.7, close=22.01, volume=5500, vwap=21.9532, timestamp=1674032400000, transactions=117, otc=None)
Agg(open=22.02, high=22.02, low=21.7, close=21.7, volume=1907, vwap=21.8581, timestamp=1674036000000, transactions=59, otc=None)
Agg(open=21.76, high=21.76, low=21.76, close=21.76, volume=220, vwap=21.7564, timestamp=1674039600000, transactions=4, otc=None)
Agg(open=21.89, high=21.99, low=21.89, close=21.97, volume=3660, vwap=21.9721, timestamp=1674043200000, transactions=103, otc=None)
Agg(open=21.8, high=22.16, low=21.76, close=22.01, volume=38460, vwap=21.999, timestamp=1674046800000, transactions=524, otc=None)
Agg(open=22.03, high=22.2575, low=21.3, close=21.72, volume=777143, vwap=21.73, timestamp=1674050400000, transactions=8183, otc=None)
Agg(open=21.76, high=22.15, low=20.99, close=21.41, volume=1375013.0, vwap=21.5946, timestamp=1674054000000, transactions=12459, otc=None)
Agg(open=21.4, high=21.41, low=20.68, close=20.92, volume=1262532.0, vwap=21.0203, timestamp=1674057600000, transactions=11321, otc=None)
Agg(open=20.9337, high=21, low=20.7103, close=20.725, volume=335065, vwap=20.8647, timestamp=1674061200000, transactions=4702, otc=None)
Agg(open=20.74, high=21.23, low=20.55, close=20.86, volume=577113, vwap=20.8548, timestamp=1674064800000, transactions=6613, otc=None)
Agg(open=20.8503, high=21.02, low=20.77, close=20.79, volume=260262, vwap=20.8934, timestamp=1674068400000, transactions=3580, otc=None)
Agg(open=20.7849, high=20.85, low=20.5, close=20.79, volume=812503, vwap=20.6792, timestamp=1674072000000, transactions=10950, otc=None)
Agg(open=20.79, high=20.8, low=20.53, close=20.75, volume=6392, vwap=20.7614, timestamp=1674075600000, transactions=71, otc=None)
Agg(open=20.76, high=20.79, low=20.6, close=20.6, volume=3753, vwap=20.6792, timestamp=1674079200000, transactions=16, otc=None)
Agg(open=20.7, high=20.8, low=20.63, close=20.65, volume=1741, vwap=20.6847, timestamp=1674082800000, transactions=17, otc=None)
Agg(open=20.7, high=20.75, low=20.7, close=20.75, volume=2215, vwap=20.7451, timestamp=1674086400000, transactions=6, otc=None)
Agg(open=20.7, high=21, low=20.7, close=20.81, volume=3288, vwap=20.8594, timestamp=1674118800000, transactions=37, otc=None)
Agg(open=20.56, high=20.6, low=20.56, close=20.6, volume=356, vwap=20.5721, timestamp=1674122400000, transactions=6, otc=None)
Agg(open=20.45, high=20.48, low=20.38, close=20.48, volume=1740, vwap=20.4171, timestamp=1674126000000, transactions=33, otc=None)
Agg(open=20.35, high=20.35, low=20.35, close=20.35, volume=684, vwap=20.3518, timestamp=1674129600000, transactions=17, otc=None)
Agg(open=20.2808, high=20.45, low=20.28, close=20.35, volume=12048, vwap=20.377, timestamp=1674133200000, transactions=180, otc=None)
Agg(open=20.359, high=20.49, low=19.2, close=19.47, volume=932023, vwap=19.7078, timestamp=1674136800000, transactions=9913, otc=None)
Agg(open=19.45, high=19.63, low=18.82, close=18.88, volume=1201279.0, vwap=19.1397, timestamp=1674140400000, transactions=12640, otc=None)
Agg(open=18.89, high=19.21, low=18.85, close=18.93, volume=570519, vwap=18.9892, timestamp=1674144000000, transactions=7246, otc=None)
Agg(open=18.94, high=19.19, low=18.88, close=19.05, volume=304629, vwap=19.0591, timestamp=1674147600000, transactions=4450, otc=None)
Agg(open=19.05, high=19.44, low=19.02, close=19.2201, volume=376505, vwap=19.2211, timestamp=1674151200000, transactions=5161, otc=None)
Agg(open=19.24, high=19.46, low=19.18, close=19.3328, volume=423118, vwap=19.343, timestamp=1674154800000, transactions=5484, otc=None)
Agg(open=19.34, high=19.4, low=18.98, close=19.04, volume=552808, vwap=19.1243, timestamp=1674158400000, transactions=7256, otc=None)
Agg(open=19.04, high=19.17, low=18.92, close=19.13, volume=7829, vwap=19.0347, timestamp=1674162000000, transactions=193, otc=None)
Agg(open=19.1, high=19.1, low=19, close=19, volume=8238, vwap=19.019, timestamp=1674165600000, transactions=64, otc=None)
Agg(open=19, high=19, low=18.96, close=18.96, volume=1938, vwap=18.9893, timestamp=1674169200000, transactions=16, otc=None)
Agg(open=18.95, high=19.14, low=18.89, close=18.98, volume=14265, vwap=18.9882, timestamp=1674172800000, transactions=100, otc=None)
Agg(open=19.1, high=19.1, low=18.88, close=18.89, volume=2121, vwap=18.9122, timestamp=1674205200000, transactions=39, otc=None)
Agg(open=18.88, high=18.88, low=18.84, close=18.84, volume=2972, vwap=18.8573, timestamp=1674208800000, transactions=47, otc=None)
Agg(open=18.83, high=19, low=18.77, close=18.99, volume=6836, vwap=18.8919, timestamp=1674212400000, transactions=142, otc=None)
Agg(open=18.91, high=19.19, low=18.65, close=19.12, volume=14371, vwap=18.9131, timestamp=1674216000000, transactions=293, otc=None)
Agg(open=18.85, high=19.2, low=18.84, close=19.19, volume=18672, vwap=19.118, timestamp=1674219600000, transactions=168, otc=None)
Agg(open=19.14, high=19.42, low=18.9, close=19.27, volume=339014, vwap=19.1367, timestamp=1674223200000, transactions=4354, otc=None)
Agg(open=19.26, high=19.55, low=19.13, close=19.295, volume=406842, vwap=19.3201, timestamp=1674226800000, transactions=5161, otc=None)
Agg(open=19.305, high=19.46, low=19.25, close=19.27, volume=278408, vwap=19.3511, timestamp=1674230400000, transactions=3848, otc=None)
Agg(open=19.28, high=19.46, low=19.26, close=19.34, volume=223440, vwap=19.37, timestamp=1674234000000, transactions=3087, otc=None)
Agg(open=19.36, high=19.75, low=19.28, close=19.72, volume=313329, vwap=19.5022, timestamp=1674237600000, transactions=4181, otc=None)
Agg(open=19.73, high=20.0699, low=19.7, close=19.895, volume=717174, vwap=19.8901, timestamp=1674241200000, transactions=6051, otc=None)
Agg(open=19.89, high=20.0499, low=19.539, close=19.64, volume=1077334.0, vwap=19.7872, timestamp=1674244800000, transactions=11218, otc=None)
Agg(open=19.61, high=19.77, low=19.5117, close=19.56, volume=8755, vwap=19.608, timestamp=1674248400000, transactions=59, otc=None)
Agg(open=19.57, high=19.61, low=19.55, close=19.55, volume=796, vwap=19.585, timestamp=1674252000000, transactions=12, otc=None)
Agg(open=19.59, high=19.59, low=19.55, close=19.56, volume=7978, vwap=19.5698, timestamp=1674255600000, transactions=17, otc=None)
Agg(open=19.56, high=19.6, low=19.55, close=19.55, volume=5803, vwap=19.5654, timestamp=1674259200000, transactions=46, otc=None)
