Agg(open=20.99, high=21, low=20.99, close=21, volume=648, vwap=21.0021, timestamp=1691395200000, transactions=28, otc=None)
Agg(open=21.15, high=21.25, low=21.15, close=21.25, volume=347, vwap=21.1795, timestamp=1691398800000, transactions=11, otc=None)
Agg(open=21.05, high=21.05, low=21.05, close=21.05, volume=546, vwap=21.0597, timestamp=1691406000000, transactions=20, otc=None)
Agg(open=21.0574, high=21.14, low=21.03, close=21.1, volume=3080, vwap=21.1002, timestamp=1691409600000, transactions=92, otc=None)
Agg(open=21.1, high=21.24, low=20.581, close=20.5816, volume=288974, vwap=20.9142, timestamp=1691413200000, transactions=3638, otc=None)
Agg(open=20.5941, high=21, low=20.48, close=20.7941, volume=322357, vwap=20.6784, timestamp=1691416800000, transactions=4662, otc=None)
Agg(open=20.7861, high=20.945, low=20.7, close=20.93, volume=145757, vwap=20.8127, timestamp=1691420400000, transactions=2511, otc=None)
Agg(open=20.95, high=21.05, low=20.87, close=20.98, volume=141126, vwap=20.9638, timestamp=1691424000000, transactions=2072, otc=None)
Agg(open=20.98, high=21.09, low=20.93, close=20.97, volume=115350, vwap=21.0184, timestamp=1691427600000, transactions=1862, otc=None)
Agg(open=20.9801, high=21.0772, low=20.97, close=21.03, volume=83046, vwap=21.0201, timestamp=1691431200000, transactions=1660, otc=None)
Agg(open=21.028, high=21.07, low=20.96, close=21.07, volume=246277, vwap=21.0173, timestamp=1691434800000, transactions=3138, otc=None)
Agg(open=21.07, high=21.09, low=21.01, close=21.07, volume=16296, vwap=21.0616, timestamp=1691438400000, transactions=87, otc=None)
Agg(open=21.09, high=21.09, low=21.03, close=21.03, volume=3266, vwap=21.0813, timestamp=1691442000000, transactions=12, otc=None)
Agg(open=21, high=21.04, low=21, close=21.04, volume=490, vwap=21.024, timestamp=1691445600000, transactions=6, otc=None)
Agg(open=21.05, high=21.05, low=21.05, close=21.05, volume=100, vwap=21.05, timestamp=1691449200000, transactions=1, otc=None)
Agg(open=21.03, high=21.03, low=20.96, close=20.96, volume=1260, vwap=20.9745, timestamp=1691481600000, transactions=9, otc=None)
Agg(open=21, high=21, low=20.95, close=20.95, volume=3440, vwap=20.9637, timestamp=1691485200000, transactions=6, otc=None)
Agg(open=20.87, high=20.87, low=20.76, close=20.76, volume=3266, vwap=20.8364, timestamp=1691492400000, transactions=40, otc=None)
Agg(open=20.8709, high=20.99, low=20.75, close=20.85, volume=6597, vwap=20.8419, timestamp=1691496000000, transactions=62, otc=None)
Agg(open=20.83, high=20.86, low=20.28, close=20.3882, volume=342885, vwap=20.4668, timestamp=1691499600000, transactions=3715, otc=None)
Agg(open=20.37, high=20.685, low=20.33, close=20.5701, volume=267269, vwap=20.4945, timestamp=1691503200000, transactions=4164, otc=None)
Agg(open=20.58, high=20.6, low=20.44, close=20.49, volume=102708, vwap=20.5226, timestamp=1691506800000, transactions=2635, otc=None)
Agg(open=20.49, high=20.61, low=20.49, close=20.58, volume=72283, vwap=20.5586, timestamp=1691510400000, transactions=1828, otc=None)
Agg(open=20.565, high=20.795, low=20.55, close=20.795, volume=133476, vwap=20.656, timestamp=1691514000000, transactions=2348, otc=None)
Agg(open=20.8, high=20.895, low=20.74, close=20.86, volume=111492, vwap=20.8389, timestamp=1691517600000, transactions=2189, otc=None)
Agg(open=20.8501, high=20.875, low=20.71, close=20.73, volume=293094, vwap=20.7678, timestamp=1691521200000, transactions=4224, otc=None)
Agg(open=20.74, high=20.76, low=20.69, close=20.74, volume=3578, vwap=20.73, timestamp=1691524800000, transactions=38, otc=None)
Agg(open=20.68, high=20.75, low=20.68, close=20.75, volume=1633, vwap=20.723, timestamp=1691528400000, transactions=6, otc=None)
Agg(open=20.64, high=20.64, low=20.64, close=20.64, volume=100, vwap=20.64, timestamp=1691532000000, transactions=1, otc=None)
Agg(open=20.75, high=20.8, low=20.62, close=20.78, volume=10336, vwap=20.7394, timestamp=1691535600000, transactions=59, otc=None)
Agg(open=20.79, high=20.79, low=20.78, close=20.78, volume=1172, vwap=20.7902, timestamp=1691571600000, transactions=7, otc=None)
Agg(open=20.85, high=20.9, low=20.85, close=20.9, volume=5202, vwap=20.8674, timestamp=1691582400000, transactions=55, otc=None)
Agg(open=20.8, high=20.88, low=20.43, close=20.54, volume=200242, vwap=20.5582, timestamp=1691586000000, transactions=2757, otc=None)
Agg(open=20.54, high=20.68, low=20.16, close=20.165, volume=368290, vwap=20.4127, timestamp=1691589600000, transactions=4828, otc=None)
Agg(open=20.165, high=20.235, low=19.82, close=19.8449, volume=884401, vwap=19.9769, timestamp=1691593200000, transactions=9677, otc=None)
Agg(open=19.84, high=20.06, low=19.83, close=19.97, volume=281520, vwap=19.9182, timestamp=1691596800000, transactions=4384, otc=None)
Agg(open=19.975, high=20.08, low=19.95, close=20.0284, volume=217961, vwap=20.0181, timestamp=1691600400000, transactions=2758, otc=None)
Agg(open=20.02, high=20.115, low=19.97, close=20.01, volume=203888, vwap=20.0301, timestamp=1691604000000, transactions=2902, otc=None)
Agg(open=20.015, high=20.02, low=19.86, close=19.93, volume=625197, vwap=19.9323, timestamp=1691607600000, transactions=7113, otc=None)
Agg(open=19.93, high=20, low=19.9009, close=19.96, volume=16471, vwap=19.9514, timestamp=1691611200000, transactions=94, otc=None)
Agg(open=19.93, high=20.05, low=19.93, close=19.9981, volume=5358, vwap=19.9777, timestamp=1691614800000, transactions=55, otc=None)
Agg(open=19.94, high=19.9899, low=19.94, close=19.95, volume=1761, vwap=19.9569, timestamp=1691618400000, transactions=28, otc=None)
Agg(open=19.96, high=19.97, low=19.95, close=19.96, volume=2995, vwap=19.9594, timestamp=1691622000000, transactions=32, otc=None)
Agg(open=20.1, high=20.1, low=20.1, close=20.1, volume=349, vwap=20.1, timestamp=1691654400000, transactions=3, otc=None)
Agg(open=20.15, high=20.15, low=20.14, close=20.14, volume=810, vwap=20.1463, timestamp=1691665200000, transactions=9, otc=None)
Agg(open=20.2, high=20.2, low=20, close=20.2, volume=13121, vwap=20.0373, timestamp=1691668800000, transactions=57, otc=None)
Agg(open=20.1, high=20.1908, low=19.87, close=20.1875, volume=188586, vwap=20.0456, timestamp=1691672400000, transactions=2801, otc=None)
Agg(open=20.19, high=20.29, low=19.92, close=20, volume=252737, vwap=20.1318, timestamp=1691676000000, transactions=4060, otc=None)
Agg(open=19.985, high=20.11, low=19.885, close=19.945, volume=225486, vwap=19.9831, timestamp=1691679600000, transactions=2894, otc=None)
Agg(open=19.94, high=20.13, low=19.905, close=20.01, volume=148684, vwap=20.0009, timestamp=1691683200000, transactions=2779, otc=None)
Agg(open=20, high=20.07, low=19.9701, close=20.01, volume=89732, vwap=20.0104, timestamp=1691686800000, transactions=2160, otc=None)
Agg(open=20.04, high=20.1475, low=20.03, close=20.09, volume=115820, vwap=20.0835, timestamp=1691690400000, transactions=2807, otc=None)
Agg(open=20.08, high=20.19, low=20.0195, close=20.19, volume=304954, vwap=20.1209, timestamp=1691694000000, transactions=4358, otc=None)
Agg(open=20.19, high=20.2, low=20.09, close=20.2, volume=2895, vwap=20.1958, timestamp=1691697600000, transactions=28, otc=None)
Agg(open=20.2, high=20.27, low=20.2, close=20.27, volume=1026, vwap=20.2408, timestamp=1691701200000, transactions=14, otc=None)
Agg(open=20.25, high=20.25, low=20.2, close=20.25, volume=1044, vwap=20.2364, timestamp=1691704800000, transactions=11, otc=None)
Agg(open=20.2, high=20.25, low=20.2, close=20.25, volume=812, vwap=20.2365, timestamp=1691708400000, transactions=7, otc=None)
Agg(open=20.24, high=20.24, low=20.24, close=20.24, volume=105, vwap=20.239, timestamp=1691740800000, transactions=3, otc=None)
Agg(open=20, high=20, low=19.97, close=19.97, volume=540, vwap=19.9815, timestamp=1691744400000, transactions=10, otc=None)
Agg(open=20.01, high=20.01, low=20.01, close=20.01, volume=187, vwap=20.0241, timestamp=1691748000000, transactions=3, otc=None)
Agg(open=20.1, high=20.1, low=20.1, close=20.1, volume=200, vwap=20.1, timestamp=1691751600000, transactions=1, otc=None)
Agg(open=20.051, high=20.09, low=20, close=20, volume=1402, vwap=20.0502, timestamp=1691755200000, transactions=23, otc=None)
Agg(open=20.08, high=20.18, low=19.97, close=20.09, volume=132245, vwap=20.0518, timestamp=1691758800000, transactions=1972, otc=None)
Agg(open=20.1, high=20.38, low=20.1, close=20.195, volume=223437, vwap=20.2412, timestamp=1691762400000, transactions=3448, otc=None)
