Agg(open=19.94, high=20, low=19.94, close=20, volume=3300, vwap=19.9764, timestamp=1673956800000, transactions=29, otc=None)
Agg(open=20.1, high=20.48, low=19.68, close=20.41, volume=674677, vwap=20.078, timestamp=1673964000000, transactions=4016, otc=None)
Agg(open=20.41, high=20.95, low=19.95, close=20.3799, volume=1032179.0, vwap=20.5878, timestamp=1673967600000, transactions=8734, otc=None)
Agg(open=20.37, high=20.385, low=20.205, close=20.28, volume=322359, vwap=20.2985, timestamp=1673971200000, transactions=4256, otc=None)
Agg(open=20.27, high=20.29, low=20.01, close=20.245, volume=392996, vwap=20.1535, timestamp=1673974800000, transactions=4570, otc=None)
Agg(open=20.24, high=20.245, low=19.9, close=20.015, volume=578783, vwap=20.0424, timestamp=1673978400000, transactions=5683, otc=None)
Agg(open=20.015, high=20.175, low=20, close=20.055, volume=327721, vwap=20.0783, timestamp=1673982000000, transactions=3878, otc=None)
Agg(open=20.055, high=20.225, low=20.055, close=20.17, volume=863231, vwap=20.1666, timestamp=1673985600000, transactions=8477, otc=None)
Agg(open=20.17, high=20.17, low=20.12, close=20.12, volume=36811, vwap=20.1673, timestamp=1673989200000, transactions=19, otc=None)
Agg(open=20.25, high=20.25, low=20.1, close=20.1, volume=550, vwap=20.1682, timestamp=1674000000000, transactions=3, otc=None)
Agg(open=20.69, high=20.69, low=20.69, close=20.69, volume=493, vwap=20.6244, timestamp=1674046800000, transactions=7, otc=None)
Agg(open=20.23, high=21.02, low=20.23, close=20.73, volume=362801, vwap=20.7779, timestamp=1674050400000, transactions=2537, otc=None)
Agg(open=20.735, high=20.9, low=20.45, close=20.545, volume=540127, vwap=20.7235, timestamp=1674054000000, transactions=5058, otc=None)
Agg(open=20.55, high=20.645, low=20.01, close=20.1999, volume=482349, vwap=20.3246, timestamp=1674057600000, transactions=4937, otc=None)
Agg(open=20.195, high=20.255, low=19.955, close=20.065, volume=318154, vwap=20.0687, timestamp=1674061200000, transactions=3730, otc=None)
Agg(open=20.07, high=20.32, low=20.06, close=20.24, volume=240249, vwap=20.1908, timestamp=1674064800000, transactions=3171, otc=None)
Agg(open=20.24, high=20.455, low=20.21, close=20.365, volume=317899, vwap=20.3515, timestamp=1674068400000, transactions=3949, otc=None)
Agg(open=20.365, high=20.415, low=20.19, close=20.29, volume=1206810.0, vwap=20.2831, timestamp=1674072000000, transactions=10179, otc=None)
Agg(open=20.3, high=20.3, low=20.3, close=20.3, volume=43458, vwap=20.3, timestamp=1674075600000, transactions=17, otc=None)
Agg(open=20.5, high=20.5, low=19.8, close=19.8, volume=5200, vwap=20.1365, timestamp=1674079200000, transactions=4, otc=None)
Agg(open=20.15, high=20.15, low=20.15, close=20.15, volume=398, vwap=20.15, timestamp=1674082800000, transactions=2, otc=None)
Agg(open=19.8, high=20.05, low=19.8, close=20.05, volume=368, vwap=19.8688, timestamp=1674086400000, transactions=4, otc=None)
