Agg(open=14.02, high=14.155, low=13.98, close=14, volume=332557, vwap=14.0617, timestamp=1693918800000, transactions=1164, otc=None)
Agg(open=14.01, high=14.05, low=13.885, close=13.895, volume=324736, vwap=13.9392, timestamp=1693922400000, transactions=1795, otc=None)
Agg(open=13.905, high=13.935, low=13.84, close=13.86, volume=269459, vwap=13.8857, timestamp=1693926000000, transactions=1449, otc=None)
Agg(open=13.865, high=13.89, low=13.825, close=13.83, volume=254072, vwap=13.8621, timestamp=1693929600000, transactions=1414, otc=None)
Agg(open=13.83, high=13.8301, low=13.78, close=13.815, volume=316357, vwap=13.8109, timestamp=1693933200000, transactions=1627, otc=None)
Agg(open=13.8111, high=13.82, low=13.74, close=13.745, volume=370804, vwap=13.7683, timestamp=1693936800000, transactions=2002, otc=None)
Agg(open=13.7409, high=13.75, low=13.66, close=13.66, volume=685880, vwap=13.6941, timestamp=1693940400000, transactions=4101, otc=None)
Agg(open=13.7, high=13.7, low=13.7, close=13.7, volume=300, vwap=13.7, timestamp=1693947600000, transactions=3, otc=None)
Agg(open=13.8, high=13.8, low=13.8, close=13.8, volume=126, vwap=13.8, timestamp=1693954800000, transactions=1, otc=None)
Agg(open=13.76, high=13.76, low=13.76, close=13.76, volume=300, vwap=13.76, timestamp=1694001600000, transactions=3, otc=None)
Agg(open=13.75, high=13.75, low=13.51, close=13.52, volume=569417, vwap=13.5552, timestamp=1694005200000, transactions=2460, otc=None)
Agg(open=13.51, high=13.51, low=13.41, close=13.42, volume=780468, vwap=13.4645, timestamp=1694008800000, transactions=3514, otc=None)
Agg(open=13.42, high=13.44, low=13.375, close=13.42, volume=595833, vwap=13.3979, timestamp=1694012400000, transactions=3471, otc=None)
Agg(open=13.42, high=13.4236, low=13.33, close=13.34, volume=474070, vwap=13.3768, timestamp=1694016000000, transactions=2059, otc=None)
Agg(open=13.335, high=13.41, low=13.325, close=13.38, volume=296093, vwap=13.3617, timestamp=1694019600000, transactions=1945, otc=None)
Agg(open=13.375, high=13.4, low=13.37, close=13.37, volume=139141, vwap=13.3869, timestamp=1694023200000, transactions=1216, otc=None)
Agg(open=13.37, high=13.41, low=13.36, close=13.4, volume=773607, vwap=13.3842, timestamp=1694026800000, transactions=4842, otc=None)
Agg(open=13.39, high=13.39, low=13.39, close=13.39, volume=11330, vwap=13.39, timestamp=1694030400000, transactions=7, otc=None)
Agg(open=13.38, high=13.38, low=13.38, close=13.38, volume=373, vwap=13.38, timestamp=1694034000000, transactions=1, otc=None)
Agg(open=13.6, high=13.6, low=13.6, close=13.6, volume=100, vwap=13.6, timestamp=1694041200000, transactions=1, otc=None)
Agg(open=13.62, high=13.62, low=13.38, close=13.4, volume=1266, vwap=13.4213, timestamp=1694088000000, transactions=6, otc=None)
Agg(open=13.48, high=13.48, low=13.34, close=13.3511, volume=228624, vwap=13.3681, timestamp=1694091600000, transactions=978, otc=None)
Agg(open=13.3587, high=13.4399, low=13.34, close=13.395, volume=355923, vwap=13.3723, timestamp=1694095200000, transactions=1998, otc=None)
Agg(open=13.395, high=13.4, low=13.35, close=13.38, volume=268978, vwap=13.3724, timestamp=1694098800000, transactions=1164, otc=None)
Agg(open=13.38, high=13.39, low=13.36, close=13.36, volume=264256, vwap=13.3747, timestamp=1694102400000, transactions=1288, otc=None)
Agg(open=13.36, high=13.39, low=13.35, close=13.375, volume=150049, vwap=13.3643, timestamp=1694106000000, transactions=1107, otc=None)
Agg(open=13.375, high=13.38, low=13.345, close=13.355, volume=223032, vwap=13.3577, timestamp=1694109600000, transactions=1624, otc=None)
Agg(open=13.3589, high=13.38, low=13.33, close=13.35, volume=533263, vwap=13.3513, timestamp=1694113200000, transactions=3090, otc=None)
Agg(open=13.34, high=13.51, low=13.332, close=13.332, volume=14619, vwap=13.3416, timestamp=1694116800000, transactions=12, otc=None)
Agg(open=13.39, high=13.39, low=13.39, close=13.39, volume=173, vwap=13.39, timestamp=1694160000000, transactions=1, otc=None)
Agg(open=13.39, high=13.5896, low=13.39, close=13.5896, volume=653, vwap=13.4802, timestamp=1694174400000, transactions=8, otc=None)
Agg(open=13.59, high=13.59, low=13.32, close=13.445, volume=124751, vwap=13.3953, timestamp=1694178000000, transactions=810, otc=None)
Agg(open=13.4401, high=13.56, low=13.4401, close=13.53, volume=361274, vwap=13.5177, timestamp=1694181600000, transactions=2199, otc=None)
Agg(open=13.535, high=13.59, low=13.53, close=13.57, volume=331836, vwap=13.5592, timestamp=1694185200000, transactions=1638, otc=None)
Agg(open=13.565, high=13.63, low=13.55, close=13.57, volume=377223, vwap=13.5919, timestamp=1694188800000, transactions=1682, otc=None)
Agg(open=13.57, high=13.575, low=13.54, close=13.54, volume=182584, vwap=13.5528, timestamp=1694192400000, transactions=1061, otc=None)
Agg(open=13.545, high=13.56, low=13.53, close=13.55, volume=422728, vwap=13.5457, timestamp=1694196000000, transactions=1739, otc=None)
Agg(open=13.55, high=13.56, low=13.52, close=13.54, volume=811151, vwap=13.5413, timestamp=1694199600000, transactions=3562, otc=None)
Agg(open=13.42, high=13.42, low=13.42, close=13.42, volume=140, vwap=13.42, timestamp=1694203200000, transactions=1, otc=None)
Agg(open=13.6, high=13.6, low=13.6, close=13.6, volume=1000, vwap=13.6, timestamp=1694210400000, transactions=9, otc=None)
