Agg(open=12, high=12.3, low=11.94, close=12.275, volume=217751, vwap=12.1495, timestamp=1681131600000, transactions=1867, otc=None)
Agg(open=12.27, high=12.42, low=12.265, close=12.28, volume=387588, vwap=12.3341, timestamp=1681135200000, transactions=3903, otc=None)
Agg(open=12.275, high=12.315, low=12.17, close=12.195, volume=230355, vwap=12.2504, timestamp=1681138800000, transactions=2788, otc=None)
Agg(open=12.195, high=12.225, low=12.145, close=12.21, volume=214656, vwap=12.1909, timestamp=1681142400000, transactions=2389, otc=None)
Agg(open=12.2096, high=12.28, low=12.2, close=12.2, volume=187400, vwap=12.2386, timestamp=1681146000000, transactions=2312, otc=None)
Agg(open=12.205, high=12.32, low=12.1916, close=12.285, volume=259838, vwap=12.2595, timestamp=1681149600000, transactions=3246, otc=None)
Agg(open=12.285, high=12.35, low=12.22, close=12.27, volume=652016, vwap=12.2837, timestamp=1681153200000, transactions=6622, otc=None)
Agg(open=12.25, high=12.25, low=12.25, close=12.25, volume=107234, vwap=12.25, timestamp=1681156800000, transactions=24, otc=None)
Agg(open=12.8899, high=12.8899, low=12.8899, close=12.8899, volume=250, vwap=12.8899, timestamp=1681160400000, transactions=1, otc=None)
Agg(open=12.29, high=12.4, low=12.12, close=12.125, volume=256343, vwap=12.1931, timestamp=1681218000000, transactions=1527, otc=None)
Agg(open=12.13, high=12.31, low=12.1, close=12.145, volume=303135, vwap=12.1911, timestamp=1681221600000, transactions=3182, otc=None)
Agg(open=12.145, high=12.395, low=12.13, close=12.38, volume=372153, vwap=12.2209, timestamp=1681225200000, transactions=2613, otc=None)
Agg(open=12.37, high=12.495, low=12.33, close=12.49, volume=317535, vwap=12.4143, timestamp=1681228800000, transactions=2586, otc=None)
Agg(open=12.485, high=12.49, low=12.35, close=12.405, volume=217482, vwap=12.4261, timestamp=1681232400000, transactions=2377, otc=None)
Agg(open=12.405, high=12.425, low=12.32, close=12.375, volume=195305, vwap=12.3687, timestamp=1681236000000, transactions=2083, otc=None)
Agg(open=12.38, high=12.39, low=12.29, close=12.315, volume=595567, vwap=12.3479, timestamp=1681239600000, transactions=5088, otc=None)
Agg(open=12.32, high=12.32, low=12.32, close=12.32, volume=126891, vwap=12.32, timestamp=1681243200000, transactions=24, otc=None)
Agg(open=12.48, high=12.57, low=12.2, close=12.215, volume=110363, vwap=12.3302, timestamp=1681304400000, transactions=1087, otc=None)
Agg(open=12.21, high=12.37, low=12.09, close=12.11, volume=340605, vwap=12.2415, timestamp=1681308000000, transactions=3611, otc=None)
Agg(open=12.11, high=12.165, low=12.03, close=12.14, volume=223076, vwap=12.1119, timestamp=1681311600000, transactions=2691, otc=None)
