Agg(open=12, high=12.3, low=11.94, close=12.275, volume=217751, vwap=12.1495, timestamp=1681131600000, transactions=1867, otc=None)
Agg(open=12.14, high=12.245, low=12.115, close=12.24, volume=156537, vwap=12.1626, timestamp=1681315200000, transactions=1849, otc=None)
Agg(open=12.245, high=12.3, low=12.215, close=12.23, volume=200122, vwap=12.2571, timestamp=1681318800000, transactions=2465, otc=None)
Agg(open=12.23, high=12.25, low=12.13, close=12.185, volume=154175, vwap=12.1924, timestamp=1681322400000, transactions=1902, otc=None)
Agg(open=12.185, high=12.225, low=12.135, close=12.15, volume=459900, vwap=12.1692, timestamp=1681326000000, transactions=5151, otc=None)
Agg(open=12.16, high=12.16, low=12.16, close=12.16, volume=16239, vwap=12.16, timestamp=1681329600000, transactions=14, otc=None)
Agg(open=12.21, high=12.455, low=12.17, close=12.395, volume=146783, vwap=12.3554, timestamp=1681390800000, transactions=1468, otc=None)
Agg(open=12.4, high=12.48, low=12.325, close=12.35, volume=205911, vwap=12.403, timestamp=1681394400000, transactions=2827, otc=None)
Agg(open=12.355, high=12.39, low=12.265, close=12.3, volume=246915, vwap=12.3207, timestamp=1681398000000, transactions=2905, otc=None)
Agg(open=12.295, high=12.39, low=12.29, close=12.375, volume=139452, vwap=12.3589, timestamp=1681401600000, transactions=2343, otc=None)
Agg(open=12.375, high=12.385, low=12.32, close=12.365, volume=203072, vwap=12.3522, timestamp=1681405200000, transactions=2425, otc=None)
Agg(open=12.365, high=12.365, low=12.25, close=12.255, volume=236509, vwap=12.3143, timestamp=1681408800000, transactions=2740, otc=None)
Agg(open=12.255, high=12.265, low=12.22, close=12.24, volume=495971, vwap=12.242, timestamp=1681412400000, transactions=6139, otc=None)
Agg(open=12.25, high=12.25, low=12.25, close=12.25, volume=8730, vwap=12.25, timestamp=1681416000000, transactions=12, otc=None)
Agg(open=12.31, high=12.355, low=12.11, close=12.17, volume=174556, vwap=12.2266, timestamp=1681477200000, transactions=1395, otc=None)
Agg(open=12.15, high=12.165, low=11.9097, close=11.96, volume=239487, vwap=12.0036, timestamp=1681480800000, transactions=3145, otc=None)
Agg(open=11.96, high=11.985, low=11.905, close=11.91, volume=201111, vwap=11.9442, timestamp=1681484400000, transactions=2400, otc=None)
Agg(open=11.905, high=11.945, low=11.875, close=11.915, volume=219764, vwap=11.9099, timestamp=1681488000000, transactions=2363, otc=None)
Agg(open=11.915, high=11.94, low=11.78, close=11.795, volume=253604, vwap=11.8544, timestamp=1681491600000, transactions=2535, otc=None)
Agg(open=11.795, high=11.925, low=11.795, close=11.91, volume=263743, vwap=11.8733, timestamp=1681495200000, transactions=2589, otc=None)
Agg(open=11.91, high=12.045, low=11.8675, close=12.04, volume=724719, vwap=11.9633, timestamp=1681498800000, transactions=6276, otc=None)
Agg(open=12.04, high=12.04, low=12.04, close=12.04, volume=64040, vwap=12.04, timestamp=1681502400000, transactions=20, otc=None)
Agg(open=12.04, high=12.04, low=12.04, close=12.04, volume=7000, vwap=12.04, timestamp=1681509600000, transactions=2, otc=None)
