Agg(open=8.99, high=9, low=8.99, close=9, volume=310, vwap=8.9942, timestamp=1677502800000, transactions=3, otc=None)
Agg(open=8.91, high=8.97, low=8.81, close=8.87, volume=99091, vwap=8.8864, timestamp=1677506400000, transactions=576, otc=None)
Agg(open=8.88, high=8.95, low=8.8, close=8.82, volume=120535, vwap=8.877, timestamp=1677510000000, transactions=990, otc=None)
Agg(open=8.83, high=8.87, low=8.79, close=8.835, volume=198551, vwap=8.8371, timestamp=1677513600000, transactions=1237, otc=None)
Agg(open=8.835, high=8.85, low=8.735, close=8.745, volume=331306, vwap=8.7742, timestamp=1677517200000, transactions=1948, otc=None)
Agg(open=8.7434, high=8.76, low=8.72, close=8.751, volume=119567, vwap=8.7451, timestamp=1677520800000, transactions=1063, otc=None)
Agg(open=8.755, high=8.76, low=8.69, close=8.7, volume=209048, vwap=8.7205, timestamp=1677524400000, transactions=1559, otc=None)
Agg(open=8.705, high=8.725, low=8.66, close=8.66, volume=798297, vwap=8.6934, timestamp=1677528000000, transactions=3991, otc=None)
Agg(open=8.66, high=8.66, low=8.66, close=8.66, volume=14444, vwap=8.66, timestamp=1677531600000, transactions=13, otc=None)
Agg(open=8.6, high=8.6, low=8.6, close=8.6, volume=200, vwap=8.6, timestamp=1677589200000, transactions=1, otc=None)
Agg(open=8.68, high=8.78, low=8.64, close=8.71, volume=100145, vwap=8.7129, timestamp=1677592800000, transactions=930, otc=None)
Agg(open=8.715, high=8.79, low=8.7002, close=8.705, volume=169239, vwap=8.7511, timestamp=1677596400000, transactions=1747, otc=None)
Agg(open=8.705, high=8.74, low=8.69, close=8.705, volume=138689, vwap=8.7129, timestamp=1677600000000, transactions=1402, otc=None)
Agg(open=8.705, high=8.71, low=8.66, close=8.705, volume=112453, vwap=8.6873, timestamp=1677603600000, transactions=1077, otc=None)
Agg(open=8.705, high=8.7175, low=8.685, close=8.705, volume=195960, vwap=8.6987, timestamp=1677607200000, transactions=1528, otc=None)
Agg(open=8.705, high=8.71, low=8.65, close=8.65, volume=210859, vwap=8.6789, timestamp=1677610800000, transactions=1709, otc=None)
Agg(open=8.655, high=8.67, low=8.63, close=8.665, volume=855845, vwap=8.6539, timestamp=1677614400000, transactions=4641, otc=None)
Agg(open=8.67, high=8.67, low=8.67, close=8.67, volume=14033, vwap=8.67, timestamp=1677618000000, transactions=9, otc=None)
Agg(open=8.67, high=8.67, low=8.67, close=8.67, volume=1115, vwap=8.6699, timestamp=1677625200000, transactions=3, otc=None)
Agg(open=8.71, high=8.86, low=8.575, close=8.5801, volume=245151, vwap=8.6626, timestamp=1677679200000, transactions=1595, otc=None)
Agg(open=8.59, high=8.62, low=8.44, close=8.6, volume=955775, vwap=8.5172, timestamp=1677682800000, transactions=4647, otc=None)
Agg(open=8.595, high=8.645, low=8.505, close=8.63, volume=324246, vwap=8.5842, timestamp=1677686400000, transactions=2600, otc=None)
