Agg(open=7, high=7.035, low=6.965, close=7.025, volume=122573, vwap=6.9994, timestamp=1679317200000, transactions=901, otc=None)
Agg(open=7.03, high=7.11, low=7.01, close=7.11, volume=206877, vwap=7.0555, timestamp=1679320800000, transactions=1710, otc=None)
Agg(open=7.105, high=7.13, low=7.09, close=7.105, volume=219054, vwap=7.1108, timestamp=1679324400000, transactions=1521, otc=None)
Agg(open=7.105, high=7.12, low=7.0515, close=7.105, volume=215633, vwap=7.0842, timestamp=1679328000000, transactions=1888, otc=None)
Agg(open=7.105, high=7.12, low=7.045, close=7.055, volume=168458, vwap=7.0813, timestamp=1679331600000, transactions=1604, otc=None)
Agg(open=7.055, high=7.055, low=7, close=7.01, volume=248368, vwap=7.0281, timestamp=1679335200000, transactions=2197, otc=None)
Agg(open=7.01, high=7.05, low=7, close=7.04, volume=730484, vwap=7.0298, timestamp=1679338800000, transactions=4844, otc=None)
Agg(open=7.04, high=7.04, low=7.04, close=7.04, volume=68654, vwap=7.04, timestamp=1679342400000, transactions=20, otc=None)
Agg(open=7.12, high=7.12, low=7.12, close=7.12, volume=103, vwap=7.1177, timestamp=1679400000000, transactions=2, otc=None)
Agg(open=7.14, high=7.24, low=7.14, close=7.185, volume=77328, vwap=7.2007, timestamp=1679403600000, transactions=686, otc=None)
Agg(open=7.185, high=7.22, low=7.18, close=7.195, volume=158181, vwap=7.1967, timestamp=1679407200000, transactions=1500, otc=None)
Agg(open=7.195, high=7.22, low=7.17, close=7.185, volume=164503, vwap=7.1936, timestamp=1679410800000, transactions=1345, otc=None)
Agg(open=7.185, high=7.21, low=7.175, close=7.2, volume=129262, vwap=7.1933, timestamp=1679414400000, transactions=1039, otc=None)
Agg(open=7.2, high=7.22, low=7.18, close=7.195, volume=206425, vwap=7.1996, timestamp=1679418000000, transactions=1275, otc=None)
Agg(open=7.19, high=7.21, low=7.19, close=7.205, volume=128680, vwap=7.1984, timestamp=1679421600000, transactions=1361, otc=None)
Agg(open=7.205, high=7.215, low=7.16, close=7.16, volume=523846, vwap=7.186, timestamp=1679425200000, transactions=4034, otc=None)
Agg(open=7.17, high=7.17, low=7.17, close=7.17, volume=84838, vwap=7.17, timestamp=1679428800000, transactions=13, otc=None)
Agg(open=7.13, high=7.13, low=7.12, close=7.12, volume=665, vwap=7.1258, timestamp=1679475600000, transactions=5, otc=None)
