Agg(open=7, high=7.03, low=6.985, close=7.005, volume=83129, vwap=7.0071, timestamp=1682341200000, transactions=683, otc=None)
Agg(open=7.005, high=7.01, low=6.92, close=6.92, volume=155540, vwap=6.9593, timestamp=1682344800000, transactions=1171, otc=None)
Agg(open=6.92, high=6.92, low=6.89, close=6.895, volume=124353, vwap=6.9003, timestamp=1682348400000, transactions=1002, otc=None)
Agg(open=6.9, high=6.94, low=6.895, close=6.92, volume=185867, vwap=6.9203, timestamp=1682352000000, transactions=1052, otc=None)
Agg(open=6.925, high=6.96, low=6.9, close=6.9, volume=292585, vwap=6.9334, timestamp=1682355600000, transactions=1831, otc=None)
Agg(open=6.9, high=6.905, low=6.86, close=6.865, volume=110945, vwap=6.8771, timestamp=1682359200000, transactions=1182, otc=None)
Agg(open=6.865, high=6.87, low=6.785, close=6.82, volume=1442558.0, vwap=6.8159, timestamp=1682362800000, transactions=6471, otc=None)
Agg(open=6.82, high=6.82, low=6.82, close=6.82, volume=37037, vwap=6.82, timestamp=1682366400000, transactions=14, otc=None)
Agg(open=6.84, high=6.84, low=6.84, close=6.84, volume=1049, vwap=6.84, timestamp=1682370000000, transactions=3, otc=None)
Agg(open=6.82, high=6.82, low=6.82, close=6.82, volume=577, vwap=6.82, timestamp=1682373600000, transactions=3, otc=None)
Agg(open=6.84, high=6.85, low=6.84, close=6.85, volume=796, vwap=6.8425, timestamp=1682377200000, transactions=3, otc=None)
Agg(open=6.8, high=6.8, low=6.8, close=6.8, volume=402, vwap=6.8001, timestamp=1682420400000, transactions=3, otc=None)
Agg(open=6.8, high=6.82, low=6.8, close=6.82, volume=328, vwap=6.811, timestamp=1682424000000, transactions=13, otc=None)
Agg(open=6.78, high=6.83, low=6.77, close=6.785, volume=105094, vwap=6.7965, timestamp=1682427600000, transactions=635, otc=None)
Agg(open=6.79, high=6.81, low=6.74, close=6.775, volume=189559, vwap=6.7615, timestamp=1682431200000, transactions=1523, otc=None)
Agg(open=6.78, high=6.78, low=6.73, close=6.73, volume=148883, vwap=6.7605, timestamp=1682434800000, transactions=1155, otc=None)
Agg(open=6.735, high=6.74, low=6.7, close=6.705, volume=151458, vwap=6.7198, timestamp=1682438400000, transactions=1288, otc=None)
Agg(open=6.705, high=6.71, low=6.63, close=6.635, volume=199477, vwap=6.6505, timestamp=1682442000000, transactions=1671, otc=None)
Agg(open=6.635, high=6.65, low=6.62, close=6.64, volume=292564, vwap=6.6363, timestamp=1682445600000, transactions=1781, otc=None)
Agg(open=6.63, high=6.675, low=6.63, close=6.66, volume=743072, vwap=6.6534, timestamp=1682449200000, transactions=4586, otc=None)
Agg(open=6.66, high=6.7, low=6.66, close=6.66, volume=365546, vwap=6.66, timestamp=1682452800000, transactions=22, otc=None)
Agg(open=6.66, high=6.67, low=6.66, close=6.67, volume=752, vwap=6.6633, timestamp=1682510400000, transactions=3, otc=None)
Agg(open=6.67, high=6.67, low=6.595, close=6.6, volume=97659, vwap=6.6286, timestamp=1682514000000, transactions=880, otc=None)
Agg(open=6.595, high=6.635, low=6.58, close=6.615, volume=172803, vwap=6.6095, timestamp=1682517600000, transactions=1690, otc=None)
Agg(open=6.61, high=6.68, low=6.61, close=6.655, volume=239367, vwap=6.6564, timestamp=1682521200000, transactions=2008, otc=None)
Agg(open=6.655, high=6.66, low=6.6, close=6.6, volume=241670, vwap=6.6315, timestamp=1682524800000, transactions=1951, otc=None)
Agg(open=6.6, high=6.61, low=6.54, close=6.54, volume=266526, vwap=6.5852, timestamp=1682528400000, transactions=1929, otc=None)
Agg(open=6.54, high=6.575, low=6.54, close=6.57, volume=195431, vwap=6.5554, timestamp=1682532000000, transactions=1928, otc=None)
Agg(open=6.565, high=6.58, low=6.54, close=6.56, volume=844351, vwap=6.5624, timestamp=1682535600000, transactions=6051, otc=None)
