Agg(open=6, high=6.035, low=5.98, close=6.01, volume=87305, vwap=6.0101, timestamp=1684760400000, transactions=773, otc=None)
Agg(open=6.01, high=6.045, low=5.98, close=6.035, volume=198253, vwap=6.0166, timestamp=1684764000000, transactions=1883, otc=None)
Agg(open=6.04, high=6.09, low=6.035, close=6.09, volume=219437, vwap=6.0596, timestamp=1684767600000, transactions=1576, otc=None)
Agg(open=6.085, high=6.12, low=6.07, close=6.1, volume=270306, vwap=6.0957, timestamp=1684771200000, transactions=1696, otc=None)
Agg(open=6.11, high=6.11, low=6.085, close=6.11, volume=110478, vwap=6.0989, timestamp=1684774800000, transactions=1316, otc=None)
Agg(open=6.105, high=6.14, low=6.1, close=6.125, volume=151308, vwap=6.1184, timestamp=1684778400000, transactions=1708, otc=None)
Agg(open=6.125, high=6.135, low=6.11, close=6.11, volume=393100, vwap=6.1226, timestamp=1684782000000, transactions=3338, otc=None)
Agg(open=6.12, high=6.12, low=6.12, close=6.12, volume=49619, vwap=6.12, timestamp=1684785600000, transactions=17, otc=None)
Agg(open=6.09, high=6.135, low=6.08, close=6.115, volume=83234, vwap=6.1019, timestamp=1684846800000, transactions=735, otc=None)
Agg(open=6.12, high=6.17, low=6.095, close=6.155, volume=249738, vwap=6.1319, timestamp=1684850400000, transactions=1863, otc=None)
Agg(open=6.16, high=6.24, low=6.16, close=6.225, volume=273261, vwap=6.213, timestamp=1684854000000, transactions=1951, otc=None)
Agg(open=6.225, high=6.23, low=6.18, close=6.195, volume=263113, vwap=6.2114, timestamp=1684857600000, transactions=1974, otc=None)
Agg(open=6.2, high=6.235, low=6.17, close=6.18, volume=413004, vwap=6.197, timestamp=1684861200000, transactions=2682, otc=None)
Agg(open=6.18, high=6.195, low=6.1301, close=6.175, volume=401749, vwap=6.1674, timestamp=1684864800000, transactions=2388, otc=None)
Agg(open=6.18, high=6.195, low=6.14, close=6.14, volume=592110, vwap=6.1683, timestamp=1684868400000, transactions=4035, otc=None)
Agg(open=6.14, high=6.14, low=6.14, close=6.14, volume=22142, vwap=6.14, timestamp=1684872000000, transactions=18, otc=None)
Agg(open=6.1001, high=6.14, low=6.1001, close=6.14, volume=4018, vwap=6.1012, timestamp=1684929600000, transactions=5, otc=None)
Agg(open=6.1, high=6.12, low=6.015, close=6.0475, volume=93297, vwap=6.0791, timestamp=1684933200000, transactions=732, otc=None)
Agg(open=6.045, high=6.11, low=6.03, close=6.085, volume=224415, vwap=6.0698, timestamp=1684936800000, transactions=2088, otc=None)
Agg(open=6.09, high=6.09, low=6.04, close=6.055, volume=130727, vwap=6.0609, timestamp=1684940400000, transactions=1215, otc=None)
Agg(open=6.055, high=6.0675, low=6.03, close=6.035, volume=73683, vwap=6.0456, timestamp=1684944000000, transactions=768, otc=None)
Agg(open=6.03, high=6.04, low=6, close=6.01, volume=154788, vwap=6.0207, timestamp=1684947600000, transactions=1398, otc=None)
Agg(open=6.01, high=6.04, low=6.01, close=6.03, volume=233750, vwap=6.0262, timestamp=1684951200000, transactions=1950, otc=None)
Agg(open=6.025, high=6.05, low=6.01, close=6.04, volume=1166411.0, vwap=6.0249, timestamp=1684954800000, transactions=6307, otc=None)
Agg(open=6.04, high=6.04, low=6.04, close=6.04, volume=425003, vwap=6.04, timestamp=1684958400000, transactions=18, otc=None)
Agg(open=6.0599, high=6.0599, low=6.0599, close=6.0599, volume=2000, vwap=6.0599, timestamp=1684965600000, transactions=1, otc=None)
Agg(open=6.01, high=6.045, low=5.99, close=6.015, volume=112933, vwap=6.0156, timestamp=1685019600000, transactions=912, otc=None)
Agg(open=6.014, high=6.02, low=5.86, close=5.86, volume=298020, vwap=5.905, timestamp=1685023200000, transactions=2149, otc=None)
Agg(open=5.86, high=5.88, low=5.78, close=5.805, volume=234122, vwap=5.8206, timestamp=1685026800000, transactions=1797, otc=None)
Agg(open=5.81, high=5.83, low=5.78, close=5.78, volume=248355, vwap=5.8021, timestamp=1685030400000, transactions=1665, otc=None)
Agg(open=5.78, high=5.835, low=5.77, close=5.79, volume=216975, vwap=5.8006, timestamp=1685034000000, transactions=1687, otc=None)
Agg(open=5.8, high=5.845, low=5.79, close=5.8426, volume=268452, vwap=5.8221, timestamp=1685037600000, transactions=2083, otc=None)
Agg(open=5.85, high=5.88, low=5.83, close=5.84, volume=718291, vwap=5.8532, timestamp=1685041200000, transactions=5038, otc=None)
Agg(open=5.84, high=5.84, low=5.84, close=5.84, volume=31842, vwap=5.84, timestamp=1685044800000, transactions=11, otc=None)
Agg(open=5.85, high=5.89, low=5.85, close=5.89, volume=300, vwap=5.8633, timestamp=1685048400000, transactions=2, otc=None)
Agg(open=5.88, high=5.9, low=5.82, close=5.83, volume=87382, vwap=5.8591, timestamp=1685106000000, transactions=532, otc=None)
Agg(open=5.84, high=5.9086, low=5.82, close=5.87, volume=170623, vwap=5.8784, timestamp=1685109600000, transactions=1610, otc=None)
Agg(open=5.87, high=5.8775, low=5.84, close=5.85, volume=91153, vwap=5.8563, timestamp=1685113200000, transactions=1180, otc=None)
Agg(open=5.85, high=5.91, low=5.85, close=5.905, volume=171181, vwap=5.8889, timestamp=1685116800000, transactions=1692, otc=None)
Agg(open=5.905, high=5.905, low=5.85, close=5.865, volume=141681, vwap=5.8731, timestamp=1685120400000, transactions=1846, otc=None)
Agg(open=5.865, high=5.87, low=5.84, close=5.855, volume=141971, vwap=5.856, timestamp=1685124000000, transactions=1639, otc=None)
Agg(open=5.85, high=5.865, low=5.83, close=5.83, volume=529541, vwap=5.8475, timestamp=1685127600000, transactions=3264, otc=None)
Agg(open=5.83, high=5.83, low=5.83, close=5.83, volume=22852, vwap=5.83, timestamp=1685131200000, transactions=15, otc=None)
Agg(open=5.78, high=5.78, low=5.78, close=5.78, volume=140, vwap=5.78, timestamp=1685138400000, transactions=1, otc=None)
