Agg(open=18, high=18.01, low=17.77, close=17.95, volume=122449, vwap=17.8724, timestamp=1681736400000, transactions=1396, otc=None)
Agg(open=17.94, high=18.05, low=17.91, close=18.02, volume=87438, vwap=17.9833, timestamp=1681740000000, transactions=1469, otc=None)
Agg(open=18.02, high=18.24, low=17.985, close=18.17, volume=117362, vwap=18.1215, timestamp=1681743600000, transactions=1369, otc=None)
Agg(open=18.17, high=18.32, low=18.15, close=18.25, volume=109908, vwap=18.2271, timestamp=1681747200000, transactions=1302, otc=None)
Agg(open=18.25, high=18.325, low=18.225, close=18.31, volume=96458, vwap=18.2853, timestamp=1681750800000, transactions=1478, otc=None)
Agg(open=18.305, high=18.39, low=18.305, close=18.375, volume=111100, vwap=18.345, timestamp=1681754400000, transactions=1497, otc=None)
Agg(open=18.38, high=18.46, low=18.32, close=18.42, volume=429198, vwap=18.3881, timestamp=1681758000000, transactions=4075, otc=None)
Agg(open=18.42, high=18.66, low=18.42, close=18.66, volume=18210, vwap=18.4224, timestamp=1681761600000, transactions=23, otc=None)
Agg(open=18.18, high=18.385, low=18.07, close=18.07, volume=107935, vwap=18.225, timestamp=1681822800000, transactions=1079, otc=None)
Agg(open=18.06, high=18.095, low=17.84, close=17.93, volume=262204, vwap=17.9426, timestamp=1681826400000, transactions=2852, otc=None)
Agg(open=17.93, high=17.98, low=17.905, close=17.91, volume=133586, vwap=17.9435, timestamp=1681830000000, transactions=1907, otc=None)
Agg(open=17.91, high=17.9575, low=17.87, close=17.875, volume=113194, vwap=17.9036, timestamp=1681833600000, transactions=1576, otc=None)
Agg(open=17.87, high=17.905, low=17.81, close=17.84, volume=116247, vwap=17.8547, timestamp=1681837200000, transactions=1524, otc=None)
Agg(open=17.84, high=17.855, low=17.78, close=17.825, volume=122283, vwap=17.8265, timestamp=1681840800000, transactions=1785, otc=None)
Agg(open=17.83, high=17.95, low=17.82, close=17.945, volume=562517, vwap=17.8801, timestamp=1681844400000, transactions=5527, otc=None)
Agg(open=17.94, high=17.94, low=17.94, close=17.94, volume=258122, vwap=17.94, timestamp=1681848000000, transactions=24, otc=None)
Agg(open=17.95, high=18.27, low=17.93, close=18.16, volume=93226, vwap=18.0929, timestamp=1681909200000, transactions=1234, otc=None)
Agg(open=18.175, high=18.32, low=18.15, close=18.25, volume=116088, vwap=18.2353, timestamp=1681912800000, transactions=2015, otc=None)
Agg(open=18.25, high=18.25, low=18.135, close=18.15, volume=63365, vwap=18.1775, timestamp=1681916400000, transactions=1037, otc=None)
Agg(open=18.14, high=18.285, low=18.12, close=18.275, volume=68903, vwap=18.1876, timestamp=1681920000000, transactions=1161, otc=None)
Agg(open=18.28, high=18.45, low=18.28, close=18.435, volume=100633, vwap=18.3505, timestamp=1681923600000, transactions=1458, otc=None)
Agg(open=18.44, high=18.65, low=18.44, close=18.5375, volume=183152, vwap=18.5572, timestamp=1681927200000, transactions=2434, otc=None)
Agg(open=18.535, high=18.56, low=18.395, close=18.46, volume=588041, vwap=18.4589, timestamp=1681930800000, transactions=5366, otc=None)
Agg(open=18.45, high=18.47, low=18.45, close=18.45, volume=42422, vwap=18.4501, timestamp=1681934400000, transactions=24, otc=None)
Agg(open=18.11, high=18.39, low=18.07, close=18.33, volume=73963, vwap=18.2346, timestamp=1681995600000, transactions=898, otc=None)
Agg(open=18.335, high=18.395, low=18.21, close=18.255, volume=156398, vwap=18.3101, timestamp=1681999200000, transactions=1908, otc=None)
Agg(open=18.26, high=18.28, low=18.06, close=18.12, volume=138993, vwap=18.1652, timestamp=1682002800000, transactions=1732, otc=None)
Agg(open=18.12, high=18.22, low=18.055, close=18.18, volume=176743, vwap=18.1429, timestamp=1682006400000, transactions=2110, otc=None)
Agg(open=18.19, high=18.21, low=18.11, close=18.165, volume=211386, vwap=18.1714, timestamp=1682010000000, transactions=1892, otc=None)
Agg(open=18.17, high=18.22, low=18.1, close=18.185, volume=184241, vwap=18.1656, timestamp=1682013600000, transactions=2017, otc=None)
Agg(open=18.19, high=18.215, low=18.0425, close=18.07, volume=537454, vwap=18.1095, timestamp=1682017200000, transactions=5310, otc=None)
Agg(open=18.07, high=18.32, low=18.07, close=18.32, volume=24429, vwap=18.0915, timestamp=1682020800000, transactions=32, otc=None)
Agg(open=18.32, high=18.9, low=18.32, close=18.9, volume=200, vwap=18.61, timestamp=1682031600000, transactions=2, otc=None)
Agg(open=18.5, high=18.5, low=18.4, close=18.4, volume=2525, vwap=18.4852, timestamp=1682078400000, transactions=6, otc=None)
Agg(open=18.46, high=18.8, low=17.99, close=18.04, volume=281060, vwap=18.2908, timestamp=1682082000000, transactions=2202, otc=None)
Agg(open=18.04, high=18.065, low=17.57, close=17.57, volume=236057, vwap=17.8121, timestamp=1682085600000, transactions=2852, otc=None)
Agg(open=17.57, high=17.77, low=17.5301, close=17.54, volume=140945, vwap=17.6725, timestamp=1682089200000, transactions=1837, otc=None)
Agg(open=17.54, high=17.65, low=17.52, close=17.57, volume=98484, vwap=17.5854, timestamp=1682092800000, transactions=1388, otc=None)
Agg(open=17.58, high=17.72, low=17.55, close=17.55, volume=139988, vwap=17.6247, timestamp=1682096400000, transactions=1846, otc=None)
Agg(open=17.545, high=17.705, low=17.505, close=17.7, volume=172852, vwap=17.626, timestamp=1682100000000, transactions=2292, otc=None)
Agg(open=17.69, high=17.91, low=17.68, close=17.9, volume=748827, vwap=17.8164, timestamp=1682103600000, transactions=6707, otc=None)
Agg(open=17.9, high=17.9, low=17.9, close=17.9, volume=18994, vwap=17.9, timestamp=1682107200000, transactions=20, otc=None)
