Agg(open=17, high=17, low=17, close=17, volume=1003, vwap=17.0011, timestamp=1684742400000, transactions=5, otc=None)
Agg(open=16.85, high=16.99, low=16.79, close=16.865, volume=125059, vwap=16.8685, timestamp=1684760400000, transactions=1460, otc=None)
Agg(open=16.87, high=17.11, low=16.865, close=17.11, volume=211724, vwap=16.9899, timestamp=1684764000000, transactions=3215, otc=None)
Agg(open=17.11, high=17.13, low=16.985, close=17.025, volume=263782, vwap=17.0401, timestamp=1684767600000, transactions=3176, otc=None)
Agg(open=17.02, high=17.03, low=16.97, close=17.005, volume=146439, vwap=17.0069, timestamp=1684771200000, transactions=2002, otc=None)
Agg(open=17.005, high=17.12, low=16.98, close=17.005, volume=183373, vwap=17.0437, timestamp=1684774800000, transactions=2440, otc=None)
Agg(open=17.005, high=17.06, low=16.93, close=17.055, volume=263536, vwap=16.998, timestamp=1684778400000, transactions=3050, otc=None)
Agg(open=17.055, high=17.06, low=16.875, close=16.905, volume=435635, vwap=16.9463, timestamp=1684782000000, transactions=4968, otc=None)
Agg(open=16.91, high=16.91, low=16.91, close=16.91, volume=59039, vwap=16.91, timestamp=1684785600000, transactions=10, otc=None)
Agg(open=16.82, high=16.99, low=16.81, close=16.84, volume=2093, vwap=16.8461, timestamp=1684839600000, transactions=13, otc=None)
Agg(open=16.91, high=16.97, low=16.81, close=16.82, volume=133560, vwap=16.862, timestamp=1684846800000, transactions=1510, otc=None)
Agg(open=16.815, high=16.895, low=16.71, close=16.835, volume=187510, vwap=16.8058, timestamp=1684850400000, transactions=3284, otc=None)
Agg(open=16.83, high=16.85, low=16.675, close=16.675, volume=144463, vwap=16.7936, timestamp=1684854000000, transactions=2916, otc=None)
Agg(open=16.68, high=16.71, low=16.25, close=16.335, volume=349740, vwap=16.4725, timestamp=1684857600000, transactions=5091, otc=None)
Agg(open=16.335, high=16.35, low=16.065, close=16.09, volume=199416, vwap=16.1999, timestamp=1684861200000, transactions=3863, otc=None)
Agg(open=16.09, high=16.165, low=16.01, close=16.11, volume=314706, vwap=16.0734, timestamp=1684864800000, transactions=5313, otc=None)
Agg(open=16.1, high=16.105, low=15.825, close=15.87, volume=815552, vwap=15.9019, timestamp=1684868400000, transactions=11254, otc=None)
Agg(open=15.87, high=15.87, low=15.87, close=15.87, volume=49698, vwap=15.87, timestamp=1684872000000, transactions=16, otc=None)
Agg(open=15.75, high=15.8169, low=15.575, close=15.575, volume=131249, vwap=15.6887, timestamp=1684933200000, transactions=1449, otc=None)
Agg(open=15.575, high=15.67, low=15.45, close=15.555, volume=522514, vwap=15.5927, timestamp=1684936800000, transactions=5134, otc=None)
Agg(open=15.555, high=15.91, low=15.55, close=15.86, volume=404294, vwap=15.6831, timestamp=1684940400000, transactions=4717, otc=None)
Agg(open=15.86, high=15.87, low=15.72, close=15.77, volume=231777, vwap=15.785, timestamp=1684944000000, transactions=2986, otc=None)
Agg(open=15.775, high=15.885, low=15.73, close=15.88, volume=239589, vwap=15.7956, timestamp=1684947600000, transactions=2753, otc=None)
Agg(open=15.88, high=16.01, low=15.85, close=15.92, volume=403438, vwap=15.9491, timestamp=1684951200000, transactions=3928, otc=None)
Agg(open=15.925, high=16, low=15.775, close=15.83, volume=983383, vwap=15.8753, timestamp=1684954800000, transactions=8559, otc=None)
Agg(open=15.84, high=15.84, low=15.84, close=15.84, volume=260527, vwap=15.84, timestamp=1684958400000, transactions=13, otc=None)
Agg(open=15.85, high=15.92, low=15.64, close=15.68, volume=135975, vwap=15.7789, timestamp=1685019600000, transactions=1467, otc=None)
Agg(open=15.68, high=15.8, low=15.645, close=15.765, volume=249785, vwap=15.7098, timestamp=1685023200000, transactions=3781, otc=None)
Agg(open=15.76, high=15.785, low=15.68, close=15.725, volume=195151, vwap=15.7195, timestamp=1685026800000, transactions=2975, otc=None)
Agg(open=15.73, high=15.88, low=15.63, close=15.87, volume=423545, vwap=15.7529, timestamp=1685030400000, transactions=2965, otc=None)
Agg(open=15.86, high=15.945, low=15.695, close=15.925, volume=265642, vwap=15.8197, timestamp=1685034000000, transactions=3322, otc=None)
Agg(open=15.93, high=16, low=15.805, close=15.82, volume=196191, vwap=15.9181, timestamp=1685037600000, transactions=2935, otc=None)
Agg(open=15.82, high=15.91, low=15.77, close=15.82, volume=633920, vwap=15.8383, timestamp=1685041200000, transactions=7085, otc=None)
Agg(open=15.82, high=15.82, low=15.82, close=15.82, volume=25116, vwap=15.82, timestamp=1685044800000, transactions=12, otc=None)
Agg(open=15.9, high=16.01, low=15.855, close=15.92, volume=59933, vwap=15.9323, timestamp=1685106000000, transactions=856, otc=None)
Agg(open=15.93, high=16.077, low=15.895, close=15.925, volume=166455, vwap=15.9787, timestamp=1685109600000, transactions=2325, otc=None)
Agg(open=15.925, high=15.94, low=15.87, close=15.91, volume=143966, vwap=15.9062, timestamp=1685113200000, transactions=2208, otc=None)
Agg(open=15.905, high=16.06, low=15.87, close=16.02, volume=164300, vwap=15.9521, timestamp=1685116800000, transactions=1864, otc=None)
Agg(open=16.02, high=16.04, low=15.895, close=15.92, volume=106092, vwap=15.9628, timestamp=1685120400000, transactions=1510, otc=None)
Agg(open=15.91, high=16, low=15.9, close=15.965, volume=121347, vwap=15.9473, timestamp=1685124000000, transactions=1636, otc=None)
Agg(open=15.965, high=16.11, low=15.965, close=16.06, volume=362440, vwap=16.0551, timestamp=1685127600000, transactions=3912, otc=None)
Agg(open=16.06, high=16.06, low=16.06, close=16.06, volume=9757, vwap=16.06, timestamp=1685131200000, transactions=7, otc=None)
