Agg(open=14.05, high=14.06, low=14, close=14, volume=1083, vwap=14.0254, timestamp=1676293200000, transactions=9, otc=None)
Agg(open=13.88, high=13.9885, low=13.77, close=13.88, volume=175561, vwap=13.8531, timestamp=1676296800000, transactions=1430, otc=None)
Agg(open=13.88, high=13.94, low=13.77, close=13.93, volume=326353, vwap=13.8587, timestamp=1676300400000, transactions=2524, otc=None)
Agg(open=13.935, high=14.035, low=13.935, close=14.03, volume=251373, vwap=13.9695, timestamp=1676304000000, transactions=2334, otc=None)
Agg(open=14.03, high=14.245, low=14.025, close=14.145, volume=361333, vwap=14.151, timestamp=1676307600000, transactions=2942, otc=None)
Agg(open=14.145, high=14.21, low=14.135, close=14.18, volume=258272, vwap=14.1785, timestamp=1676311200000, transactions=2129, otc=None)
Agg(open=14.17, high=14.2085, low=14.13, close=14.165, volume=297578, vwap=14.1722, timestamp=1676314800000, transactions=2676, otc=None)
Agg(open=14.165, high=14.195, low=14.095, close=14.13, volume=683431, vwap=14.1366, timestamp=1676318400000, transactions=6286, otc=None)
Agg(open=14.12, high=14.12, low=14.12, close=14.12, volume=64552, vwap=14.12, timestamp=1676322000000, transactions=20, otc=None)
Agg(open=14.26, high=14.26, low=14.26, close=14.26, volume=100, vwap=14.26, timestamp=1676329200000, transactions=1, otc=None)
Agg(open=14.19, high=14.19, low=14.19, close=14.19, volume=100, vwap=14.19, timestamp=1676376000000, transactions=1, otc=None)
Agg(open=14.2, high=14.2, low=14.2, close=14.2, volume=150, vwap=14.2, timestamp=1676379600000, transactions=1, otc=None)
Agg(open=14.15, high=14.195, low=13.93, close=14.15, volume=175072, vwap=14.0609, timestamp=1676383200000, transactions=1462, otc=None)
Agg(open=14.16, high=14.33, low=14.11, close=14.14, volume=340566, vwap=14.2153, timestamp=1676386800000, transactions=3134, otc=None)
Agg(open=14.13, high=14.18, low=14.06, close=14.1, volume=183761, vwap=14.1174, timestamp=1676390400000, transactions=2126, otc=None)
Agg(open=14.0995, high=14.155, low=14.085, close=14.11, volume=188530, vwap=14.1177, timestamp=1676394000000, transactions=1881, otc=None)
Agg(open=14.11, high=14.11, low=13.975, close=14, volume=1434098.0, vwap=14.0409, timestamp=1676397600000, transactions=6175, otc=None)
Agg(open=13.995, high=14.055, low=13.94, close=13.99, volume=1598225.0, vwap=13.9911, timestamp=1676401200000, transactions=6899, otc=None)
Agg(open=13.995, high=14.15, low=13.98, close=14.07, volume=2062856.0, vwap=14.0485, timestamp=1676404800000, transactions=7837, otc=None)
Agg(open=14.07, high=14.07, low=14.06, close=14.06, volume=20074, vwap=14.07, timestamp=1676408400000, transactions=14, otc=None)
Agg(open=13.94, high=13.94, low=13.94, close=13.94, volume=200, vwap=13.94, timestamp=1676466000000, transactions=1, otc=None)
Agg(open=13.94, high=13.94, low=13.705, close=13.76, volume=443468, vwap=13.8076, timestamp=1676469600000, transactions=2667, otc=None)
Agg(open=13.77, high=13.945, low=13.76, close=13.925, volume=491654, vwap=13.8946, timestamp=1676473200000, transactions=4491, otc=None)
Agg(open=13.9299, high=13.955, low=13.83, close=13.92, volume=700622, vwap=13.8883, timestamp=1676476800000, transactions=4608, otc=None)
Agg(open=13.915, high=13.95, low=13.79, close=13.935, volume=638622, vwap=13.8775, timestamp=1676480400000, transactions=3692, otc=None)
Agg(open=13.94, high=13.98, low=13.905, close=13.955, volume=461275, vwap=13.9424, timestamp=1676484000000, transactions=3758, otc=None)
Agg(open=13.95, high=14.06, low=13.93, close=14.04, volume=781587, vwap=13.9738, timestamp=1676487600000, transactions=5737, otc=None)
Agg(open=14.045, high=14.15, low=13.97, close=14.145, volume=1082352.0, vwap=14.0739, timestamp=1676491200000, transactions=7920, otc=None)
Agg(open=14.15, high=14.15, low=14.15, close=14.15, volume=64490, vwap=14.15, timestamp=1676494800000, transactions=26, otc=None)
Agg(open=14.45, high=14.45, low=14.45, close=14.45, volume=150, vwap=14.45, timestamp=1676498400000, transactions=1, otc=None)
Agg(open=14.2, high=14.2, low=14.2, close=14.2, volume=100, vwap=14.2, timestamp=1676502000000, transactions=1, otc=None)
Agg(open=14.19, high=14.2, low=14.02, close=14.2, volume=1818, vwap=14.1719, timestamp=1676552400000, transactions=15, otc=None)
Agg(open=14.06, high=14.18, low=13.935, close=13.955, volume=155347, vwap=14.0505, timestamp=1676556000000, transactions=1294, otc=None)
Agg(open=13.945, high=14.17, low=13.945, close=14.135, volume=301829, vwap=14.0654, timestamp=1676559600000, transactions=2955, otc=None)
Agg(open=14.145, high=14.265, low=14.12, close=14.265, volume=285006, vwap=14.1877, timestamp=1676563200000, transactions=2813, otc=None)
Agg(open=14.265, high=14.295, low=14.2339, close=14.24, volume=194200, vwap=14.2657, timestamp=1676566800000, transactions=2190, otc=None)
Agg(open=14.24, high=14.26, low=14.075, close=14.13, volume=297031, vwap=14.1483, timestamp=1676570400000, transactions=3631, otc=None)
Agg(open=14.13, high=14.17, low=14.09, close=14.135, volume=208273, vwap=14.1341, timestamp=1676574000000, transactions=2884, otc=None)
Agg(open=14.135, high=14.14, low=13.97, close=14, volume=1145288.0, vwap=14.016, timestamp=1676577600000, transactions=8043, otc=None)
Agg(open=14.01, high=14.01, low=14.01, close=14.01, volume=28828, vwap=14.0102, timestamp=1676581200000, transactions=18, otc=None)
Agg(open=13.93, high=13.93, low=13.93, close=13.93, volume=327, vwap=13.9324, timestamp=1676624400000, transactions=5, otc=None)
Agg(open=13.99, high=14, low=13.96, close=14, volume=4016, vwap=13.9872, timestamp=1676628000000, transactions=8, otc=None)
Agg(open=14.24, high=14.24, low=14.12, close=14.23, volume=1213, vwap=14.1871, timestamp=1676635200000, transactions=10, otc=None)
Agg(open=14.23, high=14.23, low=13.87, close=13.91, volume=4690, vwap=13.9834, timestamp=1676638800000, transactions=37, otc=None)
Agg(open=13.99, high=14.01, low=13.62, close=13.65, volume=573898, vwap=13.7444, timestamp=1676642400000, transactions=3762, otc=None)
Agg(open=13.65, high=13.925, low=13.57, close=13.79, volume=1008690.0, vwap=13.7595, timestamp=1676646000000, transactions=5774, otc=None)
Agg(open=13.79, high=13.9, low=13.69, close=13.71, volume=488291, vwap=13.8112, timestamp=1676649600000, transactions=3652, otc=None)
