Agg(open=16, high=16, low=16, close=16, volume=332, vwap=15.9981, timestamp=1697457600000, transactions=2, otc=None)
Agg(open=16.05, high=16.09, low=15.9588, close=15.96, volume=111406, vwap=16.0408, timestamp=1697461200000, transactions=955, otc=None)
Agg(open=15.96, high=16.04, low=15.92, close=16.03, volume=135777, vwap=15.999, timestamp=1697464800000, transactions=1248, otc=None)
Agg(open=16.03, high=16.05, low=15.97, close=16, volume=173365, vwap=16.0075, timestamp=1697468400000, transactions=1179, otc=None)
Agg(open=15.995, high=16.0175, low=15.97, close=16.01, volume=267009, vwap=15.9937, timestamp=1697472000000, transactions=1126, otc=None)
Agg(open=16.01, high=16.05, low=15.98, close=16.045, volume=197425, vwap=16.0229, timestamp=1697475600000, transactions=1278, otc=None)
Agg(open=16.045, high=16.08, low=16.03, close=16.07, volume=140707, vwap=16.0516, timestamp=1697479200000, transactions=1268, otc=None)
Agg(open=16.07, high=16.13, low=16.07, close=16.11, volume=918662, vwap=16.1087, timestamp=1697482800000, transactions=5209, otc=None)
Agg(open=16.11, high=16.11, low=16.11, close=16.11, volume=9595, vwap=16.11, timestamp=1697486400000, transactions=7, otc=None)
Agg(open=16.06, high=16.185, low=16.06, close=16.175, volume=90420, vwap=16.139, timestamp=1697547600000, transactions=720, otc=None)
Agg(open=16.175, high=16.3, low=16.16, close=16.295, volume=117249, vwap=16.2359, timestamp=1697551200000, transactions=1341, otc=None)
Agg(open=16.295, high=16.36, low=16.25, close=16.32, volume=556162, vwap=16.3066, timestamp=1697554800000, transactions=3192, otc=None)
Agg(open=16.32, high=16.33, low=16.18, close=16.185, volume=187548, vwap=16.2161, timestamp=1697558400000, transactions=1793, otc=None)
Agg(open=16.19, high=16.2, low=16.09, close=16.1, volume=213606, vwap=16.1536, timestamp=1697562000000, transactions=1827, otc=None)
Agg(open=16.1, high=16.22, low=16.1, close=16.18, volume=221161, vwap=16.1713, timestamp=1697565600000, transactions=1854, otc=None)
Agg(open=16.185, high=16.19, low=16.15, close=16.19, volume=316711, vwap=16.1721, timestamp=1697569200000, transactions=2862, otc=None)
Agg(open=16.19, high=16.237, low=16.19, close=16.19, volume=21712, vwap=16.1906, timestamp=1697572800000, transactions=23, otc=None)
Agg(open=16.21, high=16.21, low=16.21, close=16.21, volume=200, vwap=16.21, timestamp=1697619600000, transactions=2, otc=None)
Agg(open=16.19, high=16.3, low=16.16, close=16.2963, volume=87576, vwap=16.2331, timestamp=1697634000000, transactions=932, otc=None)
Agg(open=16.295, high=16.36, low=16.275, close=16.305, volume=173287, vwap=16.3086, timestamp=1697637600000, transactions=1864, otc=None)
Agg(open=16.3, high=16.325, low=16.27, close=16.29, volume=119476, vwap=16.2998, timestamp=1697641200000, transactions=1507, otc=None)
Agg(open=16.285, high=16.3, low=16.23, close=16.255, volume=106059, vwap=16.2569, timestamp=1697644800000, transactions=1137, otc=None)
Agg(open=16.255, high=16.3, low=16.205, close=16.3, volume=259235, vwap=16.2486, timestamp=1697648400000, transactions=2447, otc=None)
Agg(open=16.295, high=16.31, low=16.245, close=16.255, volume=259859, vwap=16.2699, timestamp=1697652000000, transactions=1720, otc=None)
Agg(open=16.255, high=16.27, low=16.2, close=16.265, volume=1070728.0, vwap=16.2345, timestamp=1697655600000, transactions=7234, otc=None)
Agg(open=16.27, high=16.27, low=16.27, close=16.27, volume=25810, vwap=16.27, timestamp=1697659200000, transactions=16, otc=None)
Agg(open=16.25, high=16.25, low=16.25, close=16.25, volume=300, vwap=16.25, timestamp=1697716800000, transactions=1, otc=None)
Agg(open=16.16, high=16.25, low=16.11, close=16.15, volume=56626, vwap=16.149, timestamp=1697720400000, transactions=617, otc=None)
Agg(open=16.15, high=16.3, low=16.15, close=16.2, volume=163328, vwap=16.2424, timestamp=1697724000000, transactions=1460, otc=None)
Agg(open=16.2, high=16.28, low=16.2, close=16.26, volume=176425, vwap=16.2549, timestamp=1697727600000, transactions=1497, otc=None)
Agg(open=16.26, high=16.31, low=16.205, close=16.28, volume=133975, vwap=16.2638, timestamp=1697731200000, transactions=1282, otc=None)
Agg(open=16.28, high=16.3575, low=16.235, close=16.265, volume=88824, vwap=16.3043, timestamp=1697734800000, transactions=941, otc=None)
Agg(open=16.27, high=16.28, low=16.24, close=16.255, volume=158261, vwap=16.2616, timestamp=1697738400000, transactions=1447, otc=None)
Agg(open=16.255, high=16.28, low=16.22, close=16.25, volume=488485, vwap=16.2521, timestamp=1697742000000, transactions=3828, otc=None)
Agg(open=16.26, high=16.26, low=16.26, close=16.26, volume=11369, vwap=16.26, timestamp=1697745600000, transactions=10, otc=None)
Agg(open=16.16, high=16.25, low=16.085, close=16.17, volume=99827, vwap=16.1564, timestamp=1697806800000, transactions=886, otc=None)
Agg(open=16.17, high=16.21, low=16.075, close=16.135, volume=183478, vwap=16.1374, timestamp=1697810400000, transactions=1965, otc=None)
Agg(open=16.13, high=16.17, low=16.115, close=16.16, volume=162535, vwap=16.1375, timestamp=1697814000000, transactions=1623, otc=None)
Agg(open=16.165, high=16.225, low=16.155, close=16.215, volume=161567, vwap=16.1873, timestamp=1697817600000, transactions=1529, otc=None)
Agg(open=16.215, high=16.22, low=16.175, close=16.185, volume=124149, vwap=16.1934, timestamp=1697821200000, transactions=1378, otc=None)
Agg(open=16.19, high=16.2, low=16.145, close=16.155, volume=158689, vwap=16.1671, timestamp=1697824800000, transactions=1593, otc=None)
Agg(open=16.16, high=16.18, low=16.11, close=16.115, volume=302766, vwap=16.1382, timestamp=1697828400000, transactions=2352, otc=None)
Agg(open=16.13, high=16.13, low=16.13, close=16.13, volume=7227, vwap=16.13, timestamp=1697832000000, transactions=11, otc=None)
