Agg(open=16, high=16.53, low=15.9, close=15.9, volume=1032, vwap=16.1478, timestamp=1690196400000, transactions=12, otc=None)
Agg(open=15.78, high=15.78, low=15.74, close=15.765, volume=70341, vwap=15.7607, timestamp=1690387200000, transactions=861, otc=None)
Agg(open=15.765, high=15.77, low=15.74, close=15.77, volume=101760, vwap=15.7569, timestamp=1690390800000, transactions=1091, otc=None)
Agg(open=15.77, high=15.84, low=15.755, close=15.795, volume=363938, vwap=15.7918, timestamp=1690394400000, transactions=2545, otc=None)
Agg(open=15.795, high=15.8, low=15.76, close=15.79, volume=450436, vwap=15.7849, timestamp=1690398000000, transactions=3561, otc=None)
Agg(open=15.79, high=15.79, low=15.79, close=15.79, volume=15601, vwap=15.79, timestamp=1690401600000, transactions=18, otc=None)
Agg(open=15.8, high=15.8, low=15.8, close=15.8, volume=317, vwap=15.8, timestamp=1690405200000, transactions=1, otc=None)
Agg(open=15.89, high=15.89, low=15.89, close=15.89, volume=200, vwap=15.8893, timestamp=1690408800000, transactions=3, otc=None)
Agg(open=15.88, high=15.88, low=15.88, close=15.88, volume=2500, vwap=15.88, timestamp=1690459200000, transactions=1, otc=None)
Agg(open=15.82, high=15.88, low=15.76, close=15.78, volume=115790, vwap=15.7929, timestamp=1690462800000, transactions=1220, otc=None)
Agg(open=15.775, high=15.79, low=15.71, close=15.775, volume=233758, vwap=15.7438, timestamp=1690466400000, transactions=1929, otc=None)
Agg(open=15.775, high=15.8, low=15.73, close=15.8, volume=152687, vwap=15.7643, timestamp=1690470000000, transactions=1367, otc=None)
Agg(open=15.8, high=15.85, low=15.8, close=15.835, volume=138086, vwap=15.8246, timestamp=1690473600000, transactions=1134, otc=None)
Agg(open=15.835, high=15.87, low=15.81, close=15.815, volume=112901, vwap=15.8306, timestamp=1690477200000, transactions=996, otc=None)
Agg(open=15.815, high=15.825, low=15.75, close=15.755, volume=233022, vwap=15.7816, timestamp=1690480800000, transactions=1797, otc=None)
Agg(open=15.76, high=15.795, low=15.725, close=15.78, volume=1112434.0, vwap=15.7622, timestamp=1690484400000, transactions=4955, otc=None)
Agg(open=15.78, high=15.78, low=15.71, close=15.72, volume=17971, vwap=15.7793, timestamp=1690488000000, transactions=16, otc=None)
Agg(open=15.62, high=15.73, low=15.62, close=15.64, volume=2096, vwap=15.6983, timestamp=1690545600000, transactions=4, otc=None)
Agg(open=15.55, high=15.55, low=15.445, close=15.495, volume=122149, vwap=15.5048, timestamp=1690549200000, transactions=1172, otc=None)
Agg(open=15.5, high=15.61, low=15.49, close=15.56, volume=339921, vwap=15.5627, timestamp=1690552800000, transactions=3170, otc=None)
Agg(open=15.56, high=15.56, low=15.48, close=15.495, volume=371958, vwap=15.5226, timestamp=1690556400000, transactions=3324, otc=None)
Agg(open=15.495, high=15.54, low=15.48, close=15.535, volume=184485, vwap=15.5087, timestamp=1690560000000, transactions=1676, otc=None)
Agg(open=15.535, high=15.555, low=15.51, close=15.535, volume=181260, vwap=15.534, timestamp=1690563600000, transactions=1693, otc=None)
Agg(open=15.535, high=15.56, low=15.53, close=15.56, volume=131273, vwap=15.5442, timestamp=1690567200000, transactions=1693, otc=None)
Agg(open=15.555, high=15.56, low=15.53, close=15.54, volume=363758, vwap=15.546, timestamp=1690570800000, transactions=4125, otc=None)
Agg(open=15.53, high=15.53, low=15.53, close=15.53, volume=10156, vwap=15.53, timestamp=1690574400000, transactions=10, otc=None)
