Agg(open=23, high=23, low=23, close=23, volume=738, vwap=23, timestamp=1673956800000, transactions=3, otc=None)
Agg(open=22.99, high=22.99, low=22.82, close=22.82, volume=2729, vwap=22.9495, timestamp=1673960400000, transactions=11, otc=None)
Agg(open=22.82, high=22.98, low=22.75, close=22.81, volume=731005, vwap=22.8519, timestamp=1673964000000, transactions=4813, otc=None)
Agg(open=22.815, high=23.047, low=22.69, close=22.765, volume=1322465.0, vwap=22.8563, timestamp=1673967600000, transactions=7553, otc=None)
Agg(open=22.77, high=22.97, low=22.73, close=22.955, volume=1197495.0, vwap=22.8764, timestamp=1673971200000, transactions=7390, otc=None)
Agg(open=22.9504, high=22.97, low=22.72, close=22.85, volume=859543, vwap=22.8242, timestamp=1673974800000, transactions=4659, otc=None)
Agg(open=22.85, high=22.91, low=22.74, close=22.76, volume=603092, vwap=22.8247, timestamp=1673978400000, transactions=4109, otc=None)
Agg(open=22.765, high=22.865, low=22.69, close=22.8, volume=835436, vwap=22.7942, timestamp=1673982000000, transactions=4815, otc=None)
Agg(open=22.8, high=22.935, low=22.77, close=22.91, volume=1707974.0, vwap=22.8733, timestamp=1673985600000, transactions=12937, otc=None)
Agg(open=22.9, high=22.91, low=22.86, close=22.87, volume=126628, vwap=22.8965, timestamp=1673989200000, transactions=55, otc=None)
Agg(open=22.82, high=22.82, low=22.82, close=22.82, volume=1000, vwap=22.82, timestamp=1673992800000, transactions=1, otc=None)
Agg(open=22.87, high=22.88, low=22.87, close=22.88, volume=2799, vwap=22.8711, timestamp=1674000000000, transactions=7, otc=None)
Agg(open=22.62, high=22.96, low=22.62, close=22.96, volume=310, vwap=22.8047, timestamp=1674036000000, transactions=6, otc=None)
Agg(open=22.96, high=22.96, low=22.96, close=22.96, volume=102, vwap=22.96, timestamp=1674043200000, transactions=1, otc=None)
Agg(open=22.97, high=22.98, low=22.9, close=22.95, volume=4089, vwap=22.9684, timestamp=1674046800000, transactions=19, otc=None)
Agg(open=22.86, high=23.545, low=22.86, close=23.5231, volume=965843, vwap=23.3835, timestamp=1674050400000, transactions=5360, otc=None)
Agg(open=23.53, high=23.72, low=23.21, close=23.31, volume=1201957.0, vwap=23.5136, timestamp=1674054000000, transactions=8598, otc=None)
Agg(open=23.3, high=23.34, low=23.075, close=23.16, volume=1198819.0, vwap=23.1876, timestamp=1674057600000, transactions=7666, otc=None)
Agg(open=23.16, high=23.195, low=23.005, close=23.08, volume=811176, vwap=23.0986, timestamp=1674061200000, transactions=4017, otc=None)
Agg(open=23.07, high=23.2299, low=22.975, close=23.1916, volume=983681, vwap=23.123, timestamp=1674064800000, transactions=6090, otc=None)
Agg(open=23.195, high=23.195, low=23.01, close=23.1003, volume=759063, vwap=23.0994, timestamp=1674068400000, transactions=4696, otc=None)
Agg(open=23.105, high=23.22, low=23.05, close=23.075, volume=1734055.0, vwap=23.1405, timestamp=1674072000000, transactions=13394, otc=None)
Agg(open=23.08, high=23.13, low=23.08, close=23.13, volume=62178, vwap=23.0837, timestamp=1674075600000, transactions=45, otc=None)
Agg(open=23.03, high=23.0306, low=23.03, close=23.0306, volume=350, vwap=23.0302, timestamp=1674079200000, transactions=2, otc=None)
Agg(open=23.03, high=23.12, low=23.03, close=23.08, volume=501, vwap=23.0582, timestamp=1674082800000, transactions=4, otc=None)
Agg(open=23.08, high=23.08, low=22.97, close=23, volume=1300, vwap=23.0386, timestamp=1674086400000, transactions=8, otc=None)
Agg(open=22.84, high=22.9, low=22.84, close=22.9, volume=203, vwap=22.8689, timestamp=1674118800000, transactions=5, otc=None)
Agg(open=22.75, high=22.81, low=22.75, close=22.81, volume=1180, vwap=22.7918, timestamp=1674129600000, transactions=9, otc=None)
Agg(open=22.856, high=23, low=22.74, close=22.84, volume=3297, vwap=22.8074, timestamp=1674133200000, transactions=26, otc=None)
Agg(open=22.86, high=22.96, low=22.3, close=22.385, volume=807215, vwap=22.6276, timestamp=1674136800000, transactions=5257, otc=None)
Agg(open=22.39, high=22.61, low=22.37, close=22.415, volume=1279742.0, vwap=22.4816, timestamp=1674140400000, transactions=8714, otc=None)
Agg(open=22.415, high=22.64, low=22.41, close=22.6361, volume=835123, vwap=22.5207, timestamp=1674144000000, transactions=6161, otc=None)
Agg(open=22.64, high=22.67, low=22.5401, close=22.62, volume=409776, vwap=22.5945, timestamp=1674147600000, transactions=4252, otc=None)
Agg(open=22.63, high=22.77, low=22.584, close=22.765, volume=769678, vwap=22.6761, timestamp=1674151200000, transactions=4553, otc=None)
Agg(open=22.765, high=22.96, low=22.73, close=22.87, volume=549408, vwap=22.8589, timestamp=1674154800000, transactions=4978, otc=None)
Agg(open=22.87, high=22.93, low=22.77, close=22.79, volume=1412525.0, vwap=22.8441, timestamp=1674158400000, transactions=11438, otc=None)
Agg(open=22.78, high=22.83, low=22.07, close=22.2, volume=150365, vwap=22.4816, timestamp=1674162000000, transactions=493, otc=None)
Agg(open=22.19, high=22.23, low=22.1601, close=22.2, volume=8420, vwap=22.203, timestamp=1674165600000, transactions=45, otc=None)
Agg(open=22.24, high=22.25, low=22.15, close=22.25, volume=15290, vwap=22.1899, timestamp=1674169200000, transactions=64, otc=None)
Agg(open=22.25, high=22.25, low=22.16, close=22.22, volume=8122, vwap=22.2338, timestamp=1674172800000, transactions=28, otc=None)
Agg(open=22.22, high=22.22, low=22.22, close=22.22, volume=304, vwap=22.2195, timestamp=1674205200000, transactions=4, otc=None)
Agg(open=22.24, high=22.26, low=22.24, close=22.25, volume=695, vwap=22.252, timestamp=1674208800000, transactions=8, otc=None)
Agg(open=22.3, high=22.3, low=22.2, close=22.2, volume=941, vwap=22.2478, timestamp=1674212400000, transactions=16, otc=None)
Agg(open=22.22, high=22.22, low=22.16, close=22.16, volume=905, vwap=22.1735, timestamp=1674216000000, transactions=7, otc=None)
Agg(open=22.25, high=22.25, low=22.07, close=22.22, volume=17464, vwap=22.1649, timestamp=1674219600000, transactions=91, otc=None)
Agg(open=22.25, high=23.025, low=22.25, close=22.93, volume=1234430.0, vwap=22.6919, timestamp=1674223200000, transactions=7777, otc=None)
Agg(open=22.93, high=23.04, low=22.77, close=22.835, volume=1325018.0, vwap=22.8902, timestamp=1674226800000, transactions=9036, otc=None)
