Agg(open=12.9, high=12.99, low=12.9, close=12.99, volume=450, vwap=12.9418, timestamp=1699272000000, transactions=7, otc=None)
Agg(open=12.95, high=13, low=12.94, close=12.95, volume=16492, vwap=12.9779, timestamp=1699275600000, transactions=57, otc=None)
Agg(open=12.96, high=13.02, low=12.8, close=12.86, volume=918818, vwap=12.904, timestamp=1699279200000, transactions=4319, otc=None)
Agg(open=12.86, high=12.9, low=12.64, close=12.66, volume=1293474.0, vwap=12.7508, timestamp=1699282800000, transactions=7057, otc=None)
Agg(open=12.6685, high=12.67, low=12.48, close=12.535, volume=1767181.0, vwap=12.5646, timestamp=1699286400000, transactions=9535, otc=None)
Agg(open=12.54, high=12.555, low=12.46, close=12.479, volume=1020772.0, vwap=12.5213, timestamp=1699290000000, transactions=6260, otc=None)
Agg(open=12.48, high=12.535, low=12.35, close=12.495, volume=1239328.0, vwap=12.4492, timestamp=1699293600000, transactions=7328, otc=None)
Agg(open=12.5, high=12.56, low=12.445, close=12.55, volume=678459, vwap=12.5033, timestamp=1699297200000, transactions=4961, otc=None)
Agg(open=12.55, high=12.56, low=12.49, close=12.54, volume=2526763.0, vwap=12.5312, timestamp=1699300800000, transactions=12308, otc=None)
Agg(open=12.53, high=12.53, low=12.46, close=12.47, volume=79879, vwap=12.5284, timestamp=1699304400000, transactions=61, otc=None)
Agg(open=12.5, high=12.5, low=12.4994, close=12.5, volume=1000, vwap=12.4999, timestamp=1699311600000, transactions=8, otc=None)
Agg(open=12.51, high=12.51, low=12.5, close=12.5, volume=993, vwap=12.506, timestamp=1699315200000, transactions=8, otc=None)
Agg(open=12.47, high=12.47, low=12.47, close=12.47, volume=326, vwap=12.4684, timestamp=1699347600000, transactions=4, otc=None)
Agg(open=12.48, high=12.48, low=12.48, close=12.48, volume=100, vwap=12.48, timestamp=1699358400000, transactions=1, otc=None)
Agg(open=12.48, high=12.51, low=12.47, close=12.51, volume=1465, vwap=12.5031, timestamp=1699362000000, transactions=22, otc=None)
Agg(open=12.49, high=12.55, low=12.35, close=12.53, volume=917983, vwap=12.4527, timestamp=1699365600000, transactions=5462, otc=None)
Agg(open=12.53, high=12.66, low=12.49, close=12.555, volume=1492215.0, vwap=12.5897, timestamp=1699369200000, transactions=8657, otc=None)
Agg(open=12.55, high=12.66, low=12.465, close=12.475, volume=837373, vwap=12.5674, timestamp=1699372800000, transactions=5730, otc=None)
Agg(open=12.485, high=12.5599, low=12.42, close=12.52, volume=905027, vwap=12.4848, timestamp=1699376400000, transactions=5831, otc=None)
Agg(open=12.52, high=12.53, low=12.42, close=12.435, volume=737428, vwap=12.4714, timestamp=1699380000000, transactions=5155, otc=None)
Agg(open=12.44, high=12.5, low=12.39, close=12.49, volume=652256, vwap=12.4405, timestamp=1699383600000, transactions=5194, otc=None)
Agg(open=12.4901, high=12.53, low=12.39, close=12.41, volume=2097731.0, vwap=12.434, timestamp=1699387200000, transactions=11059, otc=None)
Agg(open=12.41, high=12.44, low=12.4, close=12.41, volume=200377, vwap=12.4107, timestamp=1699390800000, transactions=49, otc=None)
