Agg(open=24, high=24.27, low=23.99, close=24.26, volume=2946, vwap=24.0396, timestamp=1678093200000, transactions=15, otc=None)
Agg(open=23.9, high=23.9, low=23.89, close=23.9, volume=706, vwap=23.897, timestamp=1678100400000, transactions=4, otc=None)
Agg(open=24.01, high=24.06, low=24, close=24.06, volume=2159, vwap=24.0274, timestamp=1678104000000, transactions=10, otc=None)
Agg(open=24.25, high=24.25, low=24.25, close=24.25, volume=1007, vwap=24.2463, timestamp=1678107600000, transactions=4, otc=None)
Agg(open=24.3, high=24.52, low=23.97, close=24.2795, volume=184857, vwap=24.1969, timestamp=1678111200000, transactions=2100, otc=None)
Agg(open=24.27, high=24.3089, low=23.82, close=23.82, volume=387888, vwap=24.0157, timestamp=1678114800000, transactions=4551, otc=None)
Agg(open=23.82, high=23.98, low=23.79, close=23.9263, volume=185729, vwap=23.8824, timestamp=1678118400000, transactions=2593, otc=None)
Agg(open=23.93, high=23.93, low=23.62, close=23.635, volume=158228, vwap=23.7954, timestamp=1678122000000, transactions=2506, otc=None)
Agg(open=23.64, high=23.65, low=23.52, close=23.55, volume=157794, vwap=23.5717, timestamp=1678125600000, transactions=2393, otc=None)
Agg(open=23.54, high=23.54, low=23.295, close=23.395, volume=249202, vwap=23.4142, timestamp=1678129200000, transactions=3431, otc=None)
Agg(open=23.395, high=23.52, low=23.2946, close=23.495, volume=443688, vwap=23.4135, timestamp=1678132800000, transactions=5398, otc=None)
Agg(open=23.5, high=23.59, low=23.5, close=23.59, volume=67625, vwap=23.5002, timestamp=1678136400000, transactions=28, otc=None)
Agg(open=23.5, high=23.5, low=23.5, close=23.5, volume=250, vwap=23.5, timestamp=1678140000000, transactions=1, otc=None)
Agg(open=23.5, high=23.5, low=23.5, close=23.5, volume=460, vwap=23.5, timestamp=1678143600000, transactions=3, otc=None)
Agg(open=23.5, high=23.5, low=23.41, close=23.5, volume=3744, vwap=23.4807, timestamp=1678147200000, transactions=14, otc=None)
Agg(open=23.51, high=23.51, low=23.51, close=23.51, volume=381, vwap=23.5096, timestamp=1678190400000, transactions=7, otc=None)
Agg(open=23.51, high=23.51, low=23.4, close=23.4, volume=1068, vwap=23.4165, timestamp=1678194000000, transactions=15, otc=None)
Agg(open=23.4, high=23.49, low=23.1, close=23.1178, volume=226496, vwap=23.2689, timestamp=1678197600000, transactions=1950, otc=None)
Agg(open=23.12, high=23.13, low=22.76, close=22.91, volume=333310, vwap=22.8844, timestamp=1678201200000, transactions=3784, otc=None)
Agg(open=22.91, high=23.12, low=22.905, close=23.04, volume=93181, vwap=23.0328, timestamp=1678204800000, transactions=1699, otc=None)
Agg(open=23.04, high=23.18, low=22.9891, close=23.1, volume=98571, vwap=23.0839, timestamp=1678208400000, transactions=1568, otc=None)
Agg(open=23.1, high=23.1, low=22.825, close=22.8356, volume=104766, vwap=22.9244, timestamp=1678212000000, transactions=1529, otc=None)
Agg(open=22.84, high=23.03, low=22.825, close=22.84, volume=160315, vwap=22.8849, timestamp=1678215600000, transactions=2303, otc=None)
Agg(open=22.84, high=23.03, low=22.84, close=22.96, volume=370442, vwap=22.9718, timestamp=1678219200000, transactions=4315, otc=None)
Agg(open=22.97, high=22.97, low=22.8915, close=22.9, volume=16774, vwap=22.969, timestamp=1678222800000, transactions=26, otc=None)
Agg(open=22.89, high=22.98, low=22.89, close=22.91, volume=2583, vwap=22.9231, timestamp=1678230000000, transactions=10, otc=None)
Agg(open=22.91, high=22.91, low=22.91, close=22.91, volume=400, vwap=22.91, timestamp=1678233600000, transactions=1, otc=None)
Agg(open=22.9701, high=22.9701, low=22.9701, close=22.9701, volume=252, vwap=22.9718, timestamp=1678280400000, transactions=2, otc=None)
Agg(open=22.97, high=23.195, low=22.79, close=23.15, volume=211665, vwap=22.9534, timestamp=1678284000000, transactions=1615, otc=None)
Agg(open=23.15, high=23.3, low=22.92, close=23.185, volume=218536, vwap=23.1362, timestamp=1678287600000, transactions=2720, otc=None)
Agg(open=23.19, high=23.29, low=23.095, close=23.2, volume=179627, vwap=23.2052, timestamp=1678291200000, transactions=1926, otc=None)
Agg(open=23.19, high=23.2083, low=22.94, close=23.03, volume=129885, vwap=23.0565, timestamp=1678294800000, transactions=1492, otc=None)
Agg(open=23.04, high=23.05, low=22.921, close=23.01, volume=94627, vwap=22.9767, timestamp=1678298400000, transactions=1565, otc=None)
Agg(open=23.0142, high=23.35, low=23.0142, close=23.185, volume=153579, vwap=23.2032, timestamp=1678302000000, transactions=2142, otc=None)
Agg(open=23.19, high=23.5, low=23.15, close=23.49, volume=451806, vwap=23.3632, timestamp=1678305600000, transactions=4998, otc=None)
Agg(open=23.49, high=23.5, low=23.49, close=23.5, volume=38269, vwap=23.4902, timestamp=1678309200000, transactions=21, otc=None)
Agg(open=23.51, high=23.51, low=23.51, close=23.51, volume=350, vwap=23.51, timestamp=1678312800000, transactions=3, otc=None)
Agg(open=23.5, high=23.5, low=23.5, close=23.5, volume=229, vwap=23.5009, timestamp=1678316400000, transactions=6, otc=None)
Agg(open=23.7, high=23.7, low=23.4, close=23.4, volume=697, vwap=23.6004, timestamp=1678320000000, transactions=8, otc=None)
Agg(open=23.59, high=23.59, low=23.59, close=23.59, volume=227, vwap=23.573, timestamp=1678363200000, transactions=7, otc=None)
Agg(open=23.3998, high=23.4, low=23.3998, close=23.4, volume=1394, vwap=23.3979, timestamp=1678366800000, transactions=6, otc=None)
Agg(open=23.6, high=23.69, low=23.44, close=23.48, volume=116597, vwap=23.5413, timestamp=1678370400000, transactions=1820, otc=None)
Agg(open=23.47, high=23.51, low=23.02, close=23.02, volume=216944, vwap=23.2309, timestamp=1678374000000, transactions=3283, otc=None)
Agg(open=23.01, high=23.01, low=22.48, close=22.5, volume=407390, vwap=22.7402, timestamp=1678377600000, transactions=4706, otc=None)
Agg(open=22.5, high=22.5, low=22.08, close=22.1092, volume=268990, vwap=22.2947, timestamp=1678381200000, transactions=3464, otc=None)
Agg(open=22.1, high=22.2, low=21.86, close=21.99, volume=1185856.0, vwap=22.0387, timestamp=1678384800000, transactions=3916, otc=None)
Agg(open=21.99, high=22.025, low=21.82, close=21.8496, volume=563389, vwap=21.9142, timestamp=1678388400000, transactions=4750, otc=None)
Agg(open=21.85, high=21.87, low=21.565, close=21.7, volume=925285, vwap=21.698, timestamp=1678392000000, transactions=10216, otc=None)
Agg(open=21.7, high=22.0567, low=21.7, close=21.71, volume=38348, vwap=21.705, timestamp=1678395600000, transactions=39, otc=None)
Agg(open=21.75, high=21.75, low=21.75, close=21.75, volume=100, vwap=21.75, timestamp=1678406400000, transactions=1, otc=None)
Agg(open=21.8, high=21.8, low=21.5, close=21.5, volume=654, vwap=21.6386, timestamp=1678438800000, transactions=8, otc=None)
Agg(open=21.58, high=21.64, low=21.58, close=21.59, volume=830, vwap=21.5977, timestamp=1678442400000, transactions=7, otc=None)
Agg(open=21.64, high=21.64, low=21.64, close=21.64, volume=300, vwap=21.64, timestamp=1678446000000, transactions=1, otc=None)
Agg(open=21.64, high=22.01, low=21.64, close=21.72, volume=5088, vwap=21.8008, timestamp=1678449600000, transactions=15, otc=None)
Agg(open=22, high=22, low=21.65, close=21.65, volume=1562, vwap=21.8127, timestamp=1678453200000, transactions=11, otc=None)
Agg(open=22.19, high=22.19, low=21.07, close=21.62, volume=270485, vwap=21.393, timestamp=1678456800000, transactions=3274, otc=None)
Agg(open=21.62, high=21.81, low=21.47, close=21.69, volume=244949, vwap=21.6538, timestamp=1678460400000, transactions=4336, otc=None)
Agg(open=21.67, high=21.8, low=21.3, close=21.33, volume=283685, vwap=21.5862, timestamp=1678464000000, transactions=3322, otc=None)
Agg(open=21.335, high=21.41, low=21.17, close=21.18, volume=378028, vwap=21.2675, timestamp=1678467600000, transactions=3748, otc=None)
Agg(open=21.19, high=21.245, low=21.105, close=21.22, volume=345153, vwap=21.1638, timestamp=1678471200000, transactions=3534, otc=None)
Agg(open=21.23, high=21.355, low=21.16, close=21.34, volume=290106, vwap=21.2562, timestamp=1678474800000, transactions=4217, otc=None)
Agg(open=21.345, high=21.415, low=21.2, close=21.32, volume=701425, vwap=21.3054, timestamp=1678478400000, transactions=7912, otc=None)
Agg(open=21.32, high=21.99, low=21.32, close=21.38, volume=69737, vwap=21.3394, timestamp=1678482000000, transactions=24, otc=None)
Agg(open=21.99, high=21.99, low=21.15, close=21.15, volume=660, vwap=21.7864, timestamp=1678485600000, transactions=2, otc=None)
Agg(open=21.15, high=21.25, low=21.15, close=21.25, volume=360, vwap=21.2056, timestamp=1678489200000, transactions=2, otc=None)
