Agg(open=6, high=6, low=5.935, close=5.97, volume=148278, vwap=5.9644, timestamp=1692018000000, transactions=755, otc=None)
Agg(open=5.965, high=5.99, low=5.94, close=5.99, volume=180524, vwap=5.9637, timestamp=1692021600000, transactions=1485, otc=None)
Agg(open=5.99, high=6.03, low=5.97, close=6.025, volume=261616, vwap=5.9915, timestamp=1692025200000, transactions=1661, otc=None)
Agg(open=6.025, high=6.03, low=6.01, close=6.0175, volume=244551, vwap=6.0192, timestamp=1692028800000, transactions=1549, otc=None)
Agg(open=6.01, high=6.02, low=6, close=6.005, volume=172359, vwap=6.0141, timestamp=1692032400000, transactions=1365, otc=None)
Agg(open=6.005, high=6.01, low=5.98, close=5.985, volume=173773, vwap=5.9954, timestamp=1692036000000, transactions=1474, otc=None)
Agg(open=5.98, high=6.01, low=5.98, close=5.995, volume=600129, vwap=5.9918, timestamp=1692039600000, transactions=3487, otc=None)
Agg(open=5.99, high=5.99, low=5.99, close=5.99, volume=21081, vwap=5.99, timestamp=1692043200000, transactions=16, otc=None)
Agg(open=5.91, high=5.91, low=5.91, close=5.91, volume=205, vwap=5.9121, timestamp=1692093600000, transactions=3, otc=None)
Agg(open=5.92, high=5.92, low=5.84, close=5.895, volume=166546, vwap=5.8837, timestamp=1692104400000, transactions=1038, otc=None)
Agg(open=5.89, high=5.895, low=5.8325, close=5.865, volume=224283, vwap=5.8532, timestamp=1692108000000, transactions=1546, otc=None)
Agg(open=5.865, high=5.875, low=5.85, close=5.855, volume=139784, vwap=5.8626, timestamp=1692111600000, transactions=975, otc=None)
Agg(open=5.855, high=5.855, low=5.82, close=5.845, volume=161153, vwap=5.8373, timestamp=1692115200000, transactions=1027, otc=None)
Agg(open=5.84, high=5.85, low=5.83, close=5.835, volume=135895, vwap=5.8408, timestamp=1692118800000, transactions=954, otc=None)
Agg(open=5.835, high=5.86, low=5.83, close=5.845, volume=182102, vwap=5.8481, timestamp=1692122400000, transactions=1255, otc=None)
Agg(open=5.845, high=5.86, low=5.83, close=5.835, volume=500226, vwap=5.8401, timestamp=1692126000000, transactions=2999, otc=None)
Agg(open=5.83, high=5.83, low=5.76, close=5.76, volume=18212, vwap=5.8291, timestamp=1692129600000, transactions=17, otc=None)
Agg(open=5.82, high=5.91, low=5.82, close=5.86, volume=63899, vwap=5.8822, timestamp=1692190800000, transactions=593, otc=None)
Agg(open=5.86, high=5.88, low=5.84, close=5.87, volume=184428, vwap=5.8599, timestamp=1692194400000, transactions=1215, otc=None)
Agg(open=5.87, high=5.875, low=5.86, close=5.865, volume=126945, vwap=5.8681, timestamp=1692198000000, transactions=815, otc=None)
Agg(open=5.865, high=5.88, low=5.86, close=5.865, volume=121222, vwap=5.8689, timestamp=1692201600000, transactions=790, otc=None)
Agg(open=5.86, high=5.865, low=5.84, close=5.86, volume=159300, vwap=5.8518, timestamp=1692205200000, transactions=1073, otc=None)
Agg(open=5.86, high=5.87, low=5.84, close=5.85, volume=161485, vwap=5.8544, timestamp=1692208800000, transactions=1248, otc=None)
