Agg(open=21.82, high=22, low=21.82, close=22, volume=2736, vwap=21.914, timestamp=1685433600000, transactions=13, otc=None)
Agg(open=22, high=22, low=22, close=22, volume=1052, vwap=22, timestamp=1685437200000, transactions=3, otc=None)
Agg(open=22, high=22.04, low=22, close=22.04, volume=1739, vwap=22.0023, timestamp=1685444400000, transactions=16, otc=None)
Agg(open=22, high=22.249, low=21.64, close=21.9, volume=3870, vwap=21.9282, timestamp=1685448000000, transactions=41, otc=None)
Agg(open=21.9, high=22.2, low=21.7, close=21.75, volume=259622, vwap=21.9878, timestamp=1685451600000, transactions=2693, otc=None)
Agg(open=21.74, high=21.75, low=21.23, close=21.36, volume=489002, vwap=21.4319, timestamp=1685455200000, transactions=5301, otc=None)
Agg(open=21.36, high=21.435, low=21.1, close=21.2079, volume=340224, vwap=21.2623, timestamp=1685458800000, transactions=3261, otc=None)
Agg(open=21.2, high=21.26, low=21.06, close=21.12, volume=333373, vwap=21.1662, timestamp=1685462400000, transactions=2749, otc=None)
Agg(open=21.115, high=21.185, low=21, close=21.015, volume=292918, vwap=21.0664, timestamp=1685466000000, transactions=3535, otc=None)
Agg(open=21.015, high=21.24, low=20.945, close=21.17, volume=274353, vwap=21.081, timestamp=1685469600000, transactions=3359, otc=None)
Agg(open=21.17, high=21.29, low=21.09, close=21.1, volume=496167, vwap=21.17, timestamp=1685473200000, transactions=5559, otc=None)
Agg(open=21.11, high=21.48, low=21.09, close=21.48, volume=22163, vwap=21.1133, timestamp=1685476800000, transactions=37, otc=None)
Agg(open=21.45, high=21.45, low=21.12, close=21.35, volume=2195, vwap=21.2164, timestamp=1685480400000, transactions=13, otc=None)
Agg(open=21.35, high=21.35, low=21.12, close=21.14, volume=1521, vwap=21.1705, timestamp=1685484000000, transactions=20, otc=None)
Agg(open=21.34, high=21.34, low=21.34, close=21.34, volume=218, vwap=21.3332, timestamp=1685487600000, transactions=3, otc=None)
Agg(open=21.06, high=21.06, low=21.06, close=21.06, volume=116, vwap=21.0602, timestamp=1685520000000, transactions=4, otc=None)
Agg(open=21.11, high=21.11, low=21.02, close=21.02, volume=775, vwap=21.0492, timestamp=1685527200000, transactions=13, otc=None)
Agg(open=21, high=21.09, low=21, close=21.09, volume=1501, vwap=21.0688, timestamp=1685530800000, transactions=19, otc=None)
Agg(open=21.0137, high=21.07, low=21, close=21, volume=2717, vwap=21.0174, timestamp=1685534400000, transactions=47, otc=None)
Agg(open=20.98, high=21.01, low=20.65, close=20.7757, volume=181079, vwap=20.8388, timestamp=1685538000000, transactions=2660, otc=None)
Agg(open=20.78, high=20.78, low=20.25, close=20.47, volume=478444, vwap=20.4293, timestamp=1685541600000, transactions=5938, otc=None)
Agg(open=20.4676, high=20.475, low=20.265, close=20.2799, volume=271702, vwap=20.3549, timestamp=1685545200000, transactions=3587, otc=None)
