Agg(open=7.9721, high=8, low=7.9721, close=8, volume=501, vwap=7.9611, timestamp=1679313600000, transactions=7, otc=None)
Agg(open=7.95, high=7.96, low=7.79, close=7.88, volume=352744, vwap=7.8639, timestamp=1679317200000, transactions=1399, otc=None)
Agg(open=7.875, high=7.97, low=7.84, close=7.965, volume=868582, vwap=7.9028, timestamp=1679320800000, transactions=2818, otc=None)
Agg(open=7.965, high=7.98, low=7.9, close=7.9325, volume=511937, vwap=7.9386, timestamp=1679324400000, transactions=2134, otc=None)
Agg(open=7.94, high=7.97, low=7.82, close=7.825, volume=1024925.0, vwap=7.8744, timestamp=1679328000000, transactions=3112, otc=None)
Agg(open=7.825, high=7.88, low=7.79, close=7.79, volume=1628293.0, vwap=7.8551, timestamp=1679331600000, transactions=2845, otc=None)
Agg(open=7.795, high=7.81, low=7.76, close=7.77, volume=986816, vwap=7.7802, timestamp=1679335200000, transactions=2767, otc=None)
Agg(open=7.769, high=7.83, low=7.745, close=7.82, volume=2341464.0, vwap=7.7789, timestamp=1679338800000, transactions=5794, otc=None)
Agg(open=7.82, high=7.82, low=7.75, close=7.75, volume=803494, vwap=7.8026, timestamp=1679342400000, transactions=12, otc=None)
Agg(open=7.75, high=7.75, low=7.75, close=7.75, volume=104, vwap=7.75, timestamp=1679349600000, transactions=1, otc=None)
Agg(open=7.78, high=7.78, low=7.78, close=7.78, volume=253, vwap=7.78, timestamp=1679389200000, transactions=1, otc=None)
Agg(open=7.83, high=7.83, low=7.83, close=7.83, volume=316, vwap=7.8296, timestamp=1679396400000, transactions=4, otc=None)
Agg(open=7.83, high=7.95, low=7.79, close=7.85, volume=584503, vwap=7.8772, timestamp=1679403600000, transactions=2009, otc=None)
Agg(open=7.84, high=7.845, low=7.72, close=7.815, volume=1120076.0, vwap=7.7735, timestamp=1679407200000, transactions=3813, otc=None)
Agg(open=7.82, high=7.91, low=7.82, close=7.8292, volume=633563, vwap=7.8581, timestamp=1679410800000, transactions=2100, otc=None)
Agg(open=7.82, high=7.85, low=7.7819, close=7.795, volume=499639, vwap=7.818, timestamp=1679414400000, transactions=1803, otc=None)
Agg(open=7.79, high=7.82, low=7.775, close=7.8, volume=396260, vwap=7.7949, timestamp=1679418000000, transactions=1458, otc=None)
Agg(open=7.795, high=7.9, low=7.795, close=7.9, volume=566476, vwap=7.8555, timestamp=1679421600000, transactions=1813, otc=None)
Agg(open=7.895, high=7.91, low=7.85, close=7.85, volume=1327783.0, vwap=7.8746, timestamp=1679425200000, transactions=3836, otc=None)
Agg(open=7.85, high=7.85, low=7.85, close=7.85, volume=81350, vwap=7.85, timestamp=1679428800000, transactions=6, otc=None)
Agg(open=7.85, high=7.85, low=7.75, close=7.805, volume=262043, vwap=7.7785, timestamp=1679490000000, transactions=936, otc=None)
Agg(open=7.805, high=7.89, low=7.795, close=7.88, volume=535176, vwap=7.8501, timestamp=1679493600000, transactions=1903, otc=None)
Agg(open=7.885, high=7.895, low=7.845, close=7.855, volume=589921, vwap=7.8702, timestamp=1679497200000, transactions=1983, otc=None)
Agg(open=7.86, high=7.925, low=7.84, close=7.885, volume=558018, vwap=7.8839, timestamp=1679500800000, transactions=1834, otc=None)
Agg(open=7.885, high=7.9, low=7.86, close=7.88, volume=541193, vwap=7.8807, timestamp=1679504400000, transactions=1782, otc=None)
