Agg(open=9.6, high=9.67, low=9.5, close=9.67, volume=144812, vwap=9.6191, timestamp=1699884000000, transactions=1100, otc=None)
Agg(open=9.66, high=9.73, low=9.635, close=9.73, volume=274014, vwap=9.7017, timestamp=1699887600000, transactions=2332, otc=None)
Agg(open=9.73, high=9.78, low=9.72, close=9.74, volume=276146, vwap=9.7507, timestamp=1699891200000, transactions=2123, otc=None)
Agg(open=9.74, high=9.75, low=9.69, close=9.705, volume=94091, vwap=9.7187, timestamp=1699894800000, transactions=980, otc=None)
Agg(open=9.705, high=9.715, low=9.66, close=9.66, volume=152180, vwap=9.6845, timestamp=1699898400000, transactions=1321, otc=None)
Agg(open=9.66, high=9.66, low=9.58, close=9.59, volume=227438, vwap=9.6119, timestamp=1699902000000, transactions=1446, otc=None)
Agg(open=9.59, high=9.605, low=9.58, close=9.59, volume=363537, vwap=9.5871, timestamp=1699905600000, transactions=2671, otc=None)
Agg(open=9.58, high=9.58, low=9.58, close=9.58, volume=32013, vwap=9.58, timestamp=1699909200000, transactions=14, otc=None)
Agg(open=9.94, high=10, low=9.845, close=9.885, volume=845775, vwap=9.9227, timestamp=1699970400000, transactions=4192, otc=None)
Agg(open=9.88, high=9.935, low=9.82, close=9.855, volume=702830, vwap=9.8703, timestamp=1699974000000, transactions=4012, otc=None)
Agg(open=9.855, high=9.895, low=9.845, close=9.855, volume=339694, vwap=9.8644, timestamp=1699977600000, transactions=3130, otc=None)
Agg(open=9.855, high=9.865, low=9.825, close=9.835, volume=473804, vwap=9.8463, timestamp=1699981200000, transactions=3077, otc=None)
Agg(open=9.84, high=9.84, low=9.79, close=9.81, volume=189417, vwap=9.8122, timestamp=1699984800000, transactions=2271, otc=None)
Agg(open=9.81, high=9.895, low=9.795, close=9.88, volume=295641, vwap=9.8616, timestamp=1699988400000, transactions=2790, otc=None)
Agg(open=9.88, high=9.94, low=9.865, close=9.94, volume=1147188.0, vwap=9.9152, timestamp=1699992000000, transactions=7730, otc=None)
Agg(open=9.94, high=9.94, low=9.94, close=9.94, volume=27026, vwap=9.94, timestamp=1699995600000, transactions=24, otc=None)
Agg(open=10.16, high=10.18, low=10.16, close=10.18, volume=400, vwap=10.17, timestamp=1700002800000, transactions=3, otc=None)
Agg(open=9.94, high=10, low=9.91, close=9.99, volume=151307, vwap=9.96, timestamp=1700056800000, transactions=1076, otc=None)
Agg(open=9.985, high=10.055, low=9.98, close=10.005, volume=404012, vwap=10.0092, timestamp=1700060400000, transactions=2340, otc=None)
Agg(open=10, high=10.02, low=9.94, close=9.965, volume=223166, vwap=9.9799, timestamp=1700064000000, transactions=1938, otc=None)
Agg(open=9.965, high=10, low=9.95, close=9.975, volume=192860, vwap=9.9751, timestamp=1700067600000, transactions=1600, otc=None)
Agg(open=9.975, high=9.99, low=9.94, close=9.98, volume=163608, vwap=9.9712, timestamp=1700071200000, transactions=1592, otc=None)
Agg(open=9.98, high=10.015, low=9.97, close=9.975, volume=256184, vwap=9.9943, timestamp=1700074800000, transactions=1787, otc=None)
Agg(open=9.975, high=10, low=9.95, close=9.985, volume=621829, vwap=9.9739, timestamp=1700078400000, transactions=4701, otc=None)
Agg(open=9.99, high=9.99, low=9.99, close=9.99, volume=43851, vwap=9.99, timestamp=1700082000000, transactions=28, otc=None)
Agg(open=9.94, high=10.04, low=9.86, close=9.905, volume=102557, vwap=9.9203, timestamp=1700143200000, transactions=1224, otc=None)
Agg(open=9.9, high=9.9, low=9.775, close=9.795, volume=259872, vwap=9.8306, timestamp=1700146800000, transactions=3000, otc=None)
Agg(open=9.8, high=9.825, low=9.755, close=9.8, volume=244298, vwap=9.7923, timestamp=1700150400000, transactions=2475, otc=None)
Agg(open=9.8025, high=9.875, low=9.8, close=9.86, volume=167952, vwap=9.8426, timestamp=1700154000000, transactions=1757, otc=None)
Agg(open=9.86, high=9.87, low=9.83, close=9.865, volume=212230, vwap=9.8511, timestamp=1700157600000, transactions=1976, otc=None)
Agg(open=9.87, high=9.89, low=9.85, close=9.885, volume=257544, vwap=9.8686, timestamp=1700161200000, transactions=2462, otc=None)
Agg(open=9.885, high=9.9, low=9.86, close=9.865, volume=617536, vwap=9.8753, timestamp=1700164800000, transactions=4393, otc=None)
Agg(open=9.86, high=9.86, low=9.86, close=9.86, volume=47351, vwap=9.86, timestamp=1700168400000, transactions=14, otc=None)
Agg(open=9.86, high=10, low=9.86, close=9.95, volume=204780, vwap=9.9624, timestamp=1700229600000, transactions=818, otc=None)
Agg(open=9.95, high=10, low=9.93, close=9.95, volume=95114, vwap=9.9627, timestamp=1700233200000, transactions=1112, otc=None)
Agg(open=9.955, high=9.97, low=9.915, close=9.945, volume=120838, vwap=9.9432, timestamp=1700236800000, transactions=1226, otc=None)
Agg(open=9.945, high=9.955, low=9.9225, close=9.945, volume=71118, vwap=9.9422, timestamp=1700240400000, transactions=738, otc=None)
Agg(open=9.94, high=9.955, low=9.93, close=9.935, volume=94796, vwap=9.9422, timestamp=1700244000000, transactions=965, otc=None)
Agg(open=9.935, high=9.94, low=9.9, close=9.905, volume=93005, vwap=9.9207, timestamp=1700247600000, transactions=1076, otc=None)
Agg(open=9.905, high=9.94, low=9.9, close=9.92, volume=442902, vwap=9.9171, timestamp=1700251200000, transactions=2987, otc=None)
Agg(open=9.93, high=9.93, low=9.93, close=9.93, volume=290632, vwap=9.93, timestamp=1700254800000, transactions=23, otc=None)
