Agg(open=9.87, high=9.89, low=9.87, close=9.87, volume=5136, vwap=9.8718, timestamp=1678100400000, transactions=14, otc=None)
Agg(open=9.88, high=9.9, low=9.87, close=9.87, volume=4069, vwap=9.8845, timestamp=1678104000000, transactions=17, otc=None)
Agg(open=9.9, high=9.99, low=9.87, close=9.99, volume=2445, vwap=9.9069, timestamp=1678107600000, transactions=8, otc=None)
Agg(open=9.89, high=9.9, low=9.51, close=9.525, volume=315504, vwap=9.6884, timestamp=1678111200000, transactions=2893, otc=None)
Agg(open=9.52, high=9.795, low=9.49, close=9.6825, volume=537981, vwap=9.6692, timestamp=1678114800000, transactions=5881, otc=None)
Agg(open=9.685, high=9.7, low=9.57, close=9.6, volume=298043, vwap=9.6266, timestamp=1678118400000, transactions=3523, otc=None)
Agg(open=9.6, high=9.615, low=9.41, close=9.425, volume=277988, vwap=9.5169, timestamp=1678122000000, transactions=3437, otc=None)
Agg(open=9.4243, high=9.49, low=9.39, close=9.39, volume=274193, vwap=9.4409, timestamp=1678125600000, transactions=3110, otc=None)
Agg(open=9.4, high=9.44, low=9.25, close=9.285, volume=265700, vwap=9.3272, timestamp=1678129200000, transactions=3296, otc=None)
Agg(open=9.28, high=9.295, low=9.16, close=9.17, volume=749441, vwap=9.2019, timestamp=1678132800000, transactions=6636, otc=None)
Agg(open=9.16, high=9.24, low=9.16, close=9.21, volume=26207, vwap=9.1613, timestamp=1678136400000, transactions=21, otc=None)
Agg(open=9.21, high=9.24, low=9.16, close=9.16, volume=29432, vwap=9.1944, timestamp=1678140000000, transactions=8, otc=None)
Agg(open=9.26, high=9.2601, low=9.26, close=9.2601, volume=400, vwap=9.2601, timestamp=1678147200000, transactions=2, otc=None)
Agg(open=9.16, high=9.16, low=9.16, close=9.16, volume=1237, vwap=9.16, timestamp=1678186800000, transactions=7, otc=None)
Agg(open=9.2, high=9.24, low=9.2, close=9.24, volume=925, vwap=9.2266, timestamp=1678190400000, transactions=6, otc=None)
Agg(open=9.27, high=9.27, low=9.2, close=9.24, volume=13629, vwap=9.2291, timestamp=1678194000000, transactions=17, otc=None)
Agg(open=9.24, high=9.2999, low=9.03, close=9.27, volume=330963, vwap=9.1835, timestamp=1678197600000, transactions=2314, otc=None)
Agg(open=9.27, high=9.27, low=8.98, close=9.04, volume=495263, vwap=9.0933, timestamp=1678201200000, transactions=5330, otc=None)
Agg(open=9.04, high=9.175, low=9.03, close=9.125, volume=185653, vwap=9.1187, timestamp=1678204800000, transactions=2586, otc=None)
Agg(open=9.125, high=9.24, low=9.105, close=9.18, volume=281151, vwap=9.1755, timestamp=1678208400000, transactions=2964, otc=None)
Agg(open=9.175, high=9.1877, low=9.01, close=9.05, volume=231624, vwap=9.1138, timestamp=1678212000000, transactions=2531, otc=None)
Agg(open=9.045, high=9.1, low=8.985, close=8.99, volume=205542, vwap=9.0409, timestamp=1678215600000, transactions=2162, otc=None)
Agg(open=8.99, high=9.05, low=8.97, close=9.01, volume=858235, vwap=9.0232, timestamp=1678219200000, transactions=6411, otc=None)
Agg(open=9.02, high=9.02, low=9.02, close=9.02, volume=31423, vwap=9.02, timestamp=1678222800000, transactions=22, otc=None)
Agg(open=9.18, high=9.18, low=9.18, close=9.18, volume=800, vwap=9.18, timestamp=1678226400000, transactions=2, otc=None)
Agg(open=9.02, high=9.03, low=9.02, close=9.02, volume=1000, vwap=9.025, timestamp=1678280400000, transactions=4, otc=None)
Agg(open=9.02, high=9.08, low=8.89, close=8.9927, volume=119643, vwap=8.9639, timestamp=1678284000000, transactions=1424, otc=None)
Agg(open=8.99, high=9.13, low=8.91, close=9.025, volume=263794, vwap=9.0329, timestamp=1678287600000, transactions=3506, otc=None)
Agg(open=9.03, high=9.17, low=9.03, close=9.13, volume=255401, vwap=9.1127, timestamp=1678291200000, transactions=2438, otc=None)
Agg(open=9.135, high=9.145, low=8.985, close=9.01, volume=181266, vwap=9.0608, timestamp=1678294800000, transactions=1869, otc=None)
Agg(open=9.01, high=9.015, low=8.96, close=8.965, volume=138177, vwap=8.9934, timestamp=1678298400000, transactions=1925, otc=None)
Agg(open=8.965, high=8.9775, low=8.89, close=8.895, volume=352239, vwap=8.9356, timestamp=1678302000000, transactions=2923, otc=None)
Agg(open=8.9, high=8.939, low=8.85, close=8.89, volume=850552, vwap=8.8986, timestamp=1678305600000, transactions=6770, otc=None)
Agg(open=8.9, high=8.9, low=8.88, close=8.88, volume=28718, vwap=8.8993, timestamp=1678309200000, transactions=26, otc=None)
Agg(open=8.9, high=8.9, low=8.9, close=8.9, volume=171, vwap=8.9, timestamp=1678312800000, transactions=1, otc=None)
Agg(open=8.85, high=8.85, low=8.84, close=8.84, volume=628, vwap=8.848, timestamp=1678352400000, transactions=3, otc=None)
Agg(open=8.84, high=8.9, low=8.8, close=8.9, volume=1998, vwap=8.8324, timestamp=1678366800000, transactions=5, otc=None)
Agg(open=8.87, high=9.01, low=8.805, close=8.92, volume=255142, vwap=8.9212, timestamp=1678370400000, transactions=1441, otc=None)
Agg(open=8.925, high=8.9891, low=8.83, close=8.955, volume=539685, vwap=8.9204, timestamp=1678374000000, transactions=4563, otc=None)
Agg(open=8.955, high=8.97, low=8.825, close=8.9, volume=409473, vwap=8.9142, timestamp=1678377600000, transactions=3207, otc=None)
Agg(open=8.9, high=8.9193, low=8.84, close=8.875, volume=697764, vwap=8.8957, timestamp=1678381200000, transactions=2651, otc=None)
Agg(open=8.875, high=8.89, low=8.59, close=8.605, volume=657099, vwap=8.7301, timestamp=1678384800000, transactions=5347, otc=None)
Agg(open=8.605, high=8.77, low=8.54, close=8.725, volume=1016808.0, vwap=8.6375, timestamp=1678388400000, transactions=7059, otc=None)
Agg(open=8.725, high=8.82, low=8.67, close=8.77, volume=1683140.0, vwap=8.77, timestamp=1678392000000, transactions=12622, otc=None)
Agg(open=8.77, high=8.79, low=8.77, close=8.78, volume=98960, vwap=8.7701, timestamp=1678395600000, transactions=24, otc=None)
Agg(open=8.69, high=8.69, low=8.69, close=8.69, volume=400, vwap=8.69, timestamp=1678406400000, transactions=1, otc=None)
Agg(open=8.77, high=8.86, low=8.74, close=8.86, volume=3657, vwap=8.8109, timestamp=1678453200000, transactions=19, otc=None)
Agg(open=8.84, high=8.85, low=8.13, close=8.244, volume=636185, vwap=8.3592, timestamp=1678456800000, transactions=5759, otc=None)
Agg(open=8.24, high=8.45, low=8.195, close=8.415, volume=914113, vwap=8.2778, timestamp=1678460400000, transactions=6736, otc=None)
Agg(open=8.41, high=8.59, low=8.34, close=8.35, volume=661451, vwap=8.4501, timestamp=1678464000000, transactions=6872, otc=None)
Agg(open=8.35, high=8.36, low=8.18, close=8.185, volume=659879, vwap=8.2717, timestamp=1678467600000, transactions=6224, otc=None)
Agg(open=8.185, high=8.25, low=8.01, close=8.04, volume=900978, vwap=8.1645, timestamp=1678471200000, transactions=7035, otc=None)
