Agg(open=8, high=8, low=8, close=8, volume=120, vwap=8, timestamp=1697457600000, transactions=1, otc=None)
Agg(open=7.99, high=8, low=7.53, close=7.62, volume=589097, vwap=7.69, timestamp=1697461200000, transactions=3513, otc=None)
Agg(open=7.63, high=7.94, low=7.59, close=7.92, volume=707980, vwap=7.817, timestamp=1697464800000, transactions=5484, otc=None)
Agg(open=7.92, high=8.07, low=7.885, close=8, volume=486524, vwap=8.0014, timestamp=1697468400000, transactions=4266, otc=None)
Agg(open=8.005, high=8.14, low=7.995, close=8.035, volume=501251, vwap=8.0557, timestamp=1697472000000, transactions=3773, otc=None)
Agg(open=8.035, high=8.12, low=8.02, close=8.095, volume=262042, vwap=8.0728, timestamp=1697475600000, transactions=2492, otc=None)
Agg(open=8.095, high=8.12, low=8, close=8.015, volume=399315, vwap=8.0617, timestamp=1697479200000, transactions=2980, otc=None)
Agg(open=8.01, high=8.02, low=7.92, close=7.98, volume=735395, vwap=7.9687, timestamp=1697482800000, transactions=5851, otc=None)
Agg(open=7.98, high=7.98, low=7.98, close=7.98, volume=33849, vwap=7.98, timestamp=1697486400000, transactions=15, otc=None)
Agg(open=7.98, high=7.98, low=7.98, close=7.98, volume=673, vwap=7.98, timestamp=1697540400000, transactions=5, otc=None)
Agg(open=7.84, high=8.15, low=7.795, close=8.05, volume=465078, vwap=7.9711, timestamp=1697547600000, transactions=3348, otc=None)
Agg(open=8.04, high=8.42, low=8.01, close=8.355, volume=800077, vwap=8.28, timestamp=1697551200000, transactions=6498, otc=None)
Agg(open=8.36, high=8.4, low=8.315, close=8.34, volume=536878, vwap=8.363, timestamp=1697554800000, transactions=4794, otc=None)
Agg(open=8.34, high=8.375, low=8.25, close=8.285, volume=368948, vwap=8.3161, timestamp=1697558400000, transactions=3850, otc=None)
Agg(open=8.29, high=8.325, low=8.155, close=8.155, volume=440274, vwap=8.262, timestamp=1697562000000, transactions=3943, otc=None)
Agg(open=8.16, high=8.3, low=8.16, close=8.23, volume=528657, vwap=8.2534, timestamp=1697565600000, transactions=4321, otc=None)
Agg(open=8.22, high=8.315, low=8.2, close=8.2, volume=931360, vwap=8.2496, timestamp=1697569200000, transactions=7903, otc=None)
Agg(open=8.21, high=8.21, low=8.11, close=8.15, volume=30255, vwap=8.2081, timestamp=1697572800000, transactions=20, otc=None)
Agg(open=8.08, high=8.08, low=8.08, close=8.08, volume=100, vwap=8.08, timestamp=1697623200000, transactions=1, otc=None)
Agg(open=8.0226, high=8.41, low=8.0226, close=8.41, volume=1402, vwap=8.1884, timestamp=1697630400000, transactions=4, otc=None)
Agg(open=8.06, high=8.06, low=7.725, close=7.77, volume=463165, vwap=7.8331, timestamp=1697634000000, transactions=3488, otc=None)
Agg(open=7.775, high=7.9, low=7.7, close=7.745, volume=579810, vwap=7.7994, timestamp=1697637600000, transactions=5260, otc=None)
Agg(open=7.745, high=7.84, low=7.74, close=7.75, volume=447649, vwap=7.7822, timestamp=1697641200000, transactions=3804, otc=None)
Agg(open=7.755, high=7.825, low=7.75, close=7.765, volume=266962, vwap=7.7937, timestamp=1697644800000, transactions=3110, otc=None)
Agg(open=7.7682, high=7.83, low=7.68, close=7.735, volume=273787, vwap=7.7521, timestamp=1697648400000, transactions=2746, otc=None)
Agg(open=7.735, high=7.755, low=7.665, close=7.675, volume=391589, vwap=7.7117, timestamp=1697652000000, transactions=3193, otc=None)
Agg(open=7.675, high=7.73, low=7.64, close=7.64, volume=887878, vwap=7.6858, timestamp=1697655600000, transactions=7035, otc=None)
Agg(open=7.65, high=7.68, low=7.63, close=7.68, volume=81795, vwap=7.6497, timestamp=1697659200000, transactions=33, otc=None)
Agg(open=7.68, high=7.69, low=7.68, close=7.69, volume=220, vwap=7.6845, timestamp=1697662800000, transactions=2, otc=None)
Agg(open=7.69, high=7.69, low=7.69, close=7.69, volume=470, vwap=7.69, timestamp=1697670000000, transactions=2, otc=None)
Agg(open=7.69, high=7.69, low=7.69, close=7.69, volume=300, vwap=7.69, timestamp=1697713200000, transactions=1, otc=None)
Agg(open=7.86, high=7.86, low=7.6088, close=7.6088, volume=885, vwap=7.6967, timestamp=1697716800000, transactions=9, otc=None)
Agg(open=7.6, high=7.71, low=7.53, close=7.635, volume=202534, vwap=7.6304, timestamp=1697720400000, transactions=1833, otc=None)
Agg(open=7.635, high=7.655, low=7.465, close=7.465, volume=524731, vwap=7.5652, timestamp=1697724000000, transactions=4536, otc=None)
Agg(open=7.465, high=7.69, low=7.39, close=7.69, volume=671353, vwap=7.5354, timestamp=1697727600000, transactions=4175, otc=None)
Agg(open=7.68, high=7.75, low=7.505, close=7.61, volume=480215, vwap=7.6328, timestamp=1697731200000, transactions=4290, otc=None)
Agg(open=7.61, high=7.67, low=7.525, close=7.545, volume=305303, vwap=7.595, timestamp=1697734800000, transactions=3259, otc=None)
