Agg(open=8.09, high=8.1, low=8, close=8.06, volume=2316, vwap=8.0795, timestamp=1692000000000, transactions=20, otc=None)
Agg(open=8.02, high=8.02, low=8, close=8, volume=3724, vwap=8.0019, timestamp=1692003600000, transactions=22, otc=None)
Agg(open=8, high=8, low=7.9, close=7.9, volume=5546, vwap=7.9209, timestamp=1692007200000, transactions=33, otc=None)
Agg(open=7.98, high=7.98, low=7.92, close=7.92, volume=15759, vwap=7.9372, timestamp=1692010800000, transactions=78, otc=None)
Agg(open=7.94, high=8.01, low=7.76, close=7.9, volume=111919, vwap=7.8427, timestamp=1692014400000, transactions=481, otc=None)
Agg(open=7.91, high=7.925, low=7.755, close=7.7994, volume=1793434.0, vwap=7.8379, timestamp=1692018000000, transactions=7296, otc=None)
Agg(open=7.7992, high=7.835, low=7.74, close=7.785, volume=2191917.0, vwap=7.7925, timestamp=1692021600000, transactions=10461, otc=None)
Agg(open=7.785, high=7.82, low=7.75, close=7.775, volume=2130382.0, vwap=7.7809, timestamp=1692025200000, transactions=9054, otc=None)
Agg(open=7.78, high=7.87, low=7.78, close=7.8648, volume=1165901.0, vwap=7.8206, timestamp=1692028800000, transactions=6063, otc=None)
Agg(open=7.865, high=7.88, low=7.81, close=7.835, volume=958764, vwap=7.8473, timestamp=1692032400000, transactions=4651, otc=None)
Agg(open=7.835, high=7.85, low=7.76, close=7.77, volume=1027450.0, vwap=7.7875, timestamp=1692036000000, transactions=5804, otc=None)
Agg(open=7.775, high=7.83, low=7.76, close=7.815, volume=2491031.0, vwap=7.7948, timestamp=1692039600000, transactions=12126, otc=None)
Agg(open=7.81, high=7.85, low=7.81, close=7.83, volume=104048, vwap=7.811, timestamp=1692043200000, transactions=62, otc=None)
Agg(open=7.82, high=7.83, low=7.82, close=7.83, volume=4916, vwap=7.8264, timestamp=1692046800000, transactions=24, otc=None)
Agg(open=7.82, high=7.83, low=7.81, close=7.8299, volume=4233, vwap=7.8209, timestamp=1692050400000, transactions=23, otc=None)
Agg(open=7.8195, high=7.83, low=7.8195, close=7.82, volume=1474, vwap=7.8223, timestamp=1692054000000, transactions=12, otc=None)
Agg(open=7.81, high=7.81, low=7.75, close=7.81, volume=6247, vwap=7.7612, timestamp=1692086400000, transactions=25, otc=None)
Agg(open=7.81, high=7.81, low=7.81, close=7.81, volume=300, vwap=7.81, timestamp=1692090000000, transactions=2, otc=None)
Agg(open=7.78, high=7.78, low=7.68, close=7.68, volume=4447, vwap=7.7492, timestamp=1692093600000, transactions=47, otc=None)
Agg(open=7.72, high=7.73, low=7.65, close=7.665, volume=14121, vwap=7.6973, timestamp=1692097200000, transactions=142, otc=None)
Agg(open=7.72, high=7.7515, low=7.65, close=7.74, volume=53944, vwap=7.715, timestamp=1692100800000, transactions=265, otc=None)
Agg(open=7.74, high=7.74, low=7.63, close=7.72, volume=1585417.0, vwap=7.6697, timestamp=1692104400000, transactions=5971, otc=None)
Agg(open=7.72, high=7.7275, low=7.56, close=7.66, volume=2753420.0, vwap=7.6076, timestamp=1692108000000, transactions=12059, otc=None)
Agg(open=7.66, high=7.7, low=7.62, close=7.661, volume=1430389.0, vwap=7.6686, timestamp=1692111600000, transactions=5916, otc=None)
Agg(open=7.6699, high=7.68, low=7.615, close=7.63, volume=908047, vwap=7.6414, timestamp=1692115200000, transactions=5047, otc=None)
Agg(open=7.64, high=7.65, low=7.59, close=7.61, volume=1047464.0, vwap=7.6154, timestamp=1692118800000, transactions=5584, otc=None)
Agg(open=7.605, high=7.64, low=7.59, close=7.64, volume=1046311.0, vwap=7.6097, timestamp=1692122400000, transactions=5775, otc=None)
Agg(open=7.64, high=7.65, low=7.58, close=7.595, volume=2689445.0, vwap=7.607, timestamp=1692126000000, transactions=10499, otc=None)
Agg(open=7.59, high=7.68, low=7.58, close=7.6, volume=79548, vwap=7.5936, timestamp=1692129600000, transactions=64, otc=None)
Agg(open=7.6, high=7.6004, low=7.59, close=7.6, volume=27126, vwap=7.5958, timestamp=1692133200000, transactions=35, otc=None)
Agg(open=7.6, high=7.6, low=7.58, close=7.6, volume=4432, vwap=7.5939, timestamp=1692136800000, transactions=24, otc=None)
Agg(open=7.59, high=7.6, low=7.59, close=7.59, volume=2720, vwap=7.5923, timestamp=1692140400000, transactions=22, otc=None)
Agg(open=7.73, high=7.76, low=7.58, close=7.58, volume=1501, vwap=7.7319, timestamp=1692172800000, transactions=8, otc=None)
Agg(open=7.65, high=7.65, low=7.65, close=7.65, volume=105, vwap=7.6514, timestamp=1692176400000, transactions=2, otc=None)
Agg(open=7.6, high=7.6, low=7.6, close=7.6, volume=900, vwap=7.6, timestamp=1692183600000, transactions=17, otc=None)
Agg(open=7.61, high=7.62, low=7.55, close=7.55, volume=22061, vwap=7.5947, timestamp=1692187200000, transactions=140, otc=None)
Agg(open=7.56, high=7.63, low=7.54, close=7.605, volume=880002, vwap=7.5916, timestamp=1692190800000, transactions=4498, otc=None)
Agg(open=7.61, high=7.62, low=7.54, close=7.59, volume=1440418.0, vwap=7.5989, timestamp=1692194400000, transactions=8901, otc=None)
Agg(open=7.59, high=7.5975, low=7.48, close=7.485, volume=1680451.0, vwap=7.5102, timestamp=1692198000000, transactions=8976, otc=None)
Agg(open=7.4877, high=7.5, low=7.46, close=7.4875, volume=1428849.0, vwap=7.4806, timestamp=1692201600000, transactions=6821, otc=None)
Agg(open=7.48, high=7.49, low=7.44, close=7.49, volume=1153149.0, vwap=7.4638, timestamp=1692205200000, transactions=6328, otc=None)
Agg(open=7.485, high=7.49, low=7.41, close=7.43, volume=1429119.0, vwap=7.4573, timestamp=1692208800000, transactions=7089, otc=None)
Agg(open=7.42, high=7.42, low=7.36, close=7.39, volume=2605850.0, vwap=7.3916, timestamp=1692212400000, transactions=11230, otc=None)
Agg(open=7.39, high=7.41, low=7.39, close=7.41, volume=63657, vwap=7.3904, timestamp=1692216000000, transactions=52, otc=None)
Agg(open=7.41, high=7.42, low=7.39, close=7.42, volume=8859, vwap=7.4112, timestamp=1692219600000, transactions=26, otc=None)
Agg(open=7.41, high=7.41, low=7.41, close=7.41, volume=165, vwap=7.41, timestamp=1692223200000, transactions=1, otc=None)
Agg(open=7.42, high=7.42, low=7.4199, close=7.42, volume=1629, vwap=7.42, timestamp=1692226800000, transactions=11, otc=None)
Agg(open=7.4, high=7.4, low=7.4, close=7.4, volume=1312, vwap=7.4, timestamp=1692270000000, transactions=19, otc=None)
Agg(open=7.4, high=7.44, low=7.36, close=7.39, volume=58321, vwap=7.3647, timestamp=1692273600000, transactions=135, otc=None)
Agg(open=7.39, high=7.4892, low=7.29, close=7.33, volume=1615462.0, vwap=7.3874, timestamp=1692277200000, transactions=5317, otc=None)
Agg(open=7.3338, high=7.56, low=7.33, close=7.555, volume=1700806.0, vwap=7.483, timestamp=1692280800000, transactions=7007, otc=None)
Agg(open=7.555, high=7.61, low=7.5, close=7.505, volume=1313998.0, vwap=7.551, timestamp=1692284400000, transactions=5560, otc=None)
Agg(open=7.505, high=7.55, low=7.455, close=7.5, volume=1932521.0, vwap=7.5019, timestamp=1692288000000, transactions=5570, otc=None)
Agg(open=7.505, high=7.545, low=7.49, close=7.535, volume=970734, vwap=7.5048, timestamp=1692291600000, transactions=3963, otc=None)
Agg(open=7.535, high=7.55, low=7.505, close=7.51, volume=904832, vwap=7.5294, timestamp=1692295200000, transactions=4615, otc=None)
Agg(open=7.51, high=7.5475, low=7.49, close=7.495, volume=2241662.0, vwap=7.517, timestamp=1692298800000, transactions=9168, otc=None)
Agg(open=7.5, high=7.87, low=7.49, close=7.87, volume=252485, vwap=7.5665, timestamp=1692302400000, transactions=296, otc=None)
Agg(open=7.78, high=7.9, low=7.59, close=7.69, volume=206713, vwap=7.7466, timestamp=1692306000000, transactions=393, otc=None)
Agg(open=7.7, high=7.8015, low=7.65, close=7.8001, volume=14259, vwap=7.7641, timestamp=1692309600000, transactions=55, otc=None)
Agg(open=7.7216, high=7.81, low=7.7, close=7.8, volume=2784, vwap=7.7683, timestamp=1692313200000, transactions=20, otc=None)
Agg(open=7.74, high=7.75, low=7.74, close=7.75, volume=266, vwap=7.7439, timestamp=1692349200000, transactions=5, otc=None)
Agg(open=7.61, high=7.66, low=7.61, close=7.66, volume=2797, vwap=7.6155, timestamp=1692352800000, transactions=11, otc=None)
Agg(open=7.67, high=7.67, low=7.62, close=7.67, volume=40032, vwap=7.6641, timestamp=1692356400000, transactions=50, otc=None)
Agg(open=7.6699, high=7.69, low=7.62, close=7.64, volume=99225, vwap=7.6486, timestamp=1692360000000, transactions=302, otc=None)
Agg(open=7.62, high=7.63, low=7.48, close=7.595, volume=1884616.0, vwap=7.5542, timestamp=1692363600000, transactions=7592, otc=None)
Agg(open=7.59, high=7.73, low=6.75, close=6.795, volume=20992153.0, vwap=7.1005, timestamp=1692367200000, transactions=82098, otc=None)
Agg(open=6.795, high=6.83, low=6.48, close=6.6021, volume=11738356.0, vwap=6.6203, timestamp=1692370800000, transactions=37146, otc=None)
Agg(open=6.605, high=6.83, low=6.46, close=6.491, volume=5384906.0, vwap=6.6037, timestamp=1692374400000, transactions=19151, otc=None)
Agg(open=6.5, high=6.52, low=6.38, close=6.3892, volume=4427841.0, vwap=6.4694, timestamp=1692378000000, transactions=14753, otc=None)
Agg(open=6.7, high=6.8, low=6.4275, close=6.71, volume=7616509.0, vwap=6.656, timestamp=1692381600000, transactions=23469, otc=None)
Agg(open=6.705, high=6.99, low=6.66, close=6.9215, volume=9848666.0, vwap=6.8634, timestamp=1692385200000, transactions=32345, otc=None)
Agg(open=6.93, high=6.95, low=6.85, close=6.95, volume=138875, vwap=6.9114, timestamp=1692388800000, transactions=513, otc=None)
Agg(open=6.93, high=6.98, low=6.92, close=6.96, volume=34484, vwap=6.9594, timestamp=1692392400000, transactions=102, otc=None)
Agg(open=6.96, high=7, low=6.93, close=7, volume=28719, vwap=6.9498, timestamp=1692396000000, transactions=101, otc=None)
Agg(open=6.99, high=7.06, low=6.9815, close=7.0496, volume=27702, vwap=7.0275, timestamp=1692399600000, transactions=115, otc=None)
