Agg(open=12.85, high=13.01, low=12.82, close=13, volume=5390, vwap=12.8738, timestamp=1675069200000, transactions=29, otc=None)
Agg(open=12.99, high=13, low=12.94, close=12.95, volume=5297, vwap=12.9706, timestamp=1675072800000, transactions=12, otc=None)
Agg(open=12.93, high=12.94, low=12.93, close=12.94, volume=927, vwap=12.9342, timestamp=1675076400000, transactions=8, otc=None)
Agg(open=12.98, high=12.98, low=12.95, close=12.95, volume=805, vwap=12.9705, timestamp=1675080000000, transactions=21, otc=None)
Agg(open=12.97, high=13, low=12.93, close=13, volume=14383, vwap=12.9736, timestamp=1675083600000, transactions=72, otc=None)
Agg(open=12.95, high=13.045, low=12.87, close=13.01, volume=1119599.0, vwap=12.9602, timestamp=1675087200000, transactions=4991, otc=None)
Agg(open=13.005, high=13.1, low=12.845, close=12.8635, volume=1504337.0, vwap=12.9717, timestamp=1675090800000, transactions=7645, otc=None)
Agg(open=12.865, high=12.9, low=12.78, close=12.835, volume=1300942.0, vwap=12.8354, timestamp=1675094400000, transactions=7305, otc=None)
Agg(open=12.83, high=12.885, low=12.69, close=12.7459, volume=1207065.0, vwap=12.7854, timestamp=1675098000000, transactions=6092, otc=None)
Agg(open=12.7413, high=12.77, low=12.7, close=12.7674, volume=1089032.0, vwap=12.7394, timestamp=1675101600000, transactions=5505, otc=None)
Agg(open=12.765, high=12.79, low=12.72, close=12.755, volume=892233, vwap=12.7552, timestamp=1675105200000, transactions=3875, otc=None)
Agg(open=12.755, high=12.83, low=12.75, close=12.765, volume=2452250.0, vwap=12.7821, timestamp=1675108800000, transactions=9658, otc=None)
Agg(open=12.76, high=12.81, low=12.76, close=12.78, volume=132567, vwap=12.7624, timestamp=1675112400000, transactions=59, otc=None)
Agg(open=12.78, high=12.81, low=12.78, close=12.81, volume=7343, vwap=12.7804, timestamp=1675116000000, transactions=8, otc=None)
Agg(open=12.81, high=12.81, low=12.77, close=12.77, volume=696, vwap=12.7761, timestamp=1675119600000, transactions=13, otc=None)
Agg(open=12.77, high=12.77, low=12.77, close=12.77, volume=517, vwap=12.77, timestamp=1675123200000, transactions=1, otc=None)
Agg(open=12.77, high=12.8, low=12.75, close=12.8, volume=2700, vwap=12.7857, timestamp=1675155600000, transactions=10, otc=None)
Agg(open=12.77, high=12.9, low=12.76, close=12.9, volume=7613, vwap=12.8179, timestamp=1675162800000, transactions=20, otc=None)
Agg(open=12.79, high=12.83, low=12.79, close=12.82, volume=11459, vwap=12.8142, timestamp=1675166400000, transactions=16, otc=None)
Agg(open=12.83, high=12.85, low=12.76, close=12.84, volume=7204, vwap=12.8333, timestamp=1675170000000, transactions=43, otc=None)
Agg(open=12.89, high=12.89, low=12.685, close=12.77, volume=646172, vwap=12.7528, timestamp=1675173600000, transactions=4054, otc=None)
Agg(open=12.76, high=12.82, low=12.67, close=12.815, volume=914297, vwap=12.7429, timestamp=1675177200000, transactions=5079, otc=None)
Agg(open=12.82, high=12.87, low=12.8, close=12.84, volume=827428, vwap=12.8343, timestamp=1675180800000, transactions=4593, otc=None)
Agg(open=12.8395, high=12.9, low=12.82, close=12.898, volume=668116, vwap=12.8584, timestamp=1675184400000, transactions=3886, otc=None)
Agg(open=12.895, high=12.935, low=12.88, close=12.925, volume=645962, vwap=12.9036, timestamp=1675188000000, transactions=3760, otc=None)
Agg(open=12.9287, high=12.95, low=12.84, close=12.85, volume=950943, vwap=12.8908, timestamp=1675191600000, transactions=4941, otc=None)
Agg(open=12.845, high=12.95, low=12.82, close=12.95, volume=2322281.0, vwap=12.8838, timestamp=1675195200000, transactions=9626, otc=None)
Agg(open=12.95, high=12.97, low=12.91, close=12.97, volume=188350, vwap=12.95, timestamp=1675198800000, transactions=69, otc=None)
Agg(open=12.967, high=12.967, low=12.967, close=12.967, volume=110, vwap=12.9673, timestamp=1675202400000, transactions=2, otc=None)
Agg(open=12.91, high=12.91, low=12.91, close=12.91, volume=211, vwap=12.91, timestamp=1675206000000, transactions=2, otc=None)
Agg(open=12.91, high=12.91, low=12.82, close=12.91, volume=678, vwap=12.8967, timestamp=1675209600000, transactions=6, otc=None)
Agg(open=12.94, high=12.94, low=12.94, close=12.94, volume=100, vwap=12.94, timestamp=1675245600000, transactions=1, otc=None)
Agg(open=12.98, high=12.98, low=12.98, close=12.98, volume=1157, vwap=12.98, timestamp=1675249200000, transactions=1, otc=None)
Agg(open=12.98, high=12.98, low=12.98, close=12.98, volume=100, vwap=12.98, timestamp=1675252800000, transactions=1, otc=None)
Agg(open=12.9499, high=12.98, low=12.85, close=12.93, volume=20899, vwap=12.8822, timestamp=1675256400000, transactions=153, otc=None)
Agg(open=12.9, high=13.04, low=12.75, close=12.91, volume=957355, vwap=12.8729, timestamp=1675260000000, transactions=4824, otc=None)
Agg(open=12.93, high=12.95, low=12.605, close=12.615, volume=1424541.0, vwap=12.7534, timestamp=1675263600000, transactions=7207, otc=None)
Agg(open=12.61, high=12.69, low=12.59, close=12.635, volume=1329599.0, vwap=12.6651, timestamp=1675267200000, transactions=5844, otc=None)
Agg(open=12.64, high=12.68, low=12.59, close=12.62, volume=1081632.0, vwap=12.6268, timestamp=1675270800000, transactions=4976, otc=None)
Agg(open=12.625, high=12.66, low=12.58, close=12.6, volume=1119829.0, vwap=12.6154, timestamp=1675274400000, transactions=5295, otc=None)
Agg(open=12.595, high=12.86, low=12.51, close=12.8064, volume=3217767.0, vwap=12.6619, timestamp=1675278000000, transactions=18098, otc=None)
Agg(open=12.81, high=13.06, low=12.81, close=12.93, volume=4459153.0, vwap=12.9338, timestamp=1675281600000, transactions=15597, otc=None)
Agg(open=12.93, high=12.97, low=12.93, close=12.97, volume=64546, vwap=12.9303, timestamp=1675285200000, transactions=50, otc=None)
Agg(open=12.98, high=12.98, low=12.96, close=12.97, volume=2298, vwap=12.9745, timestamp=1675288800000, transactions=18, otc=None)
Agg(open=12.99, high=12.99, low=12.96, close=12.96, volume=2172, vwap=12.9689, timestamp=1675292400000, transactions=14, otc=None)
Agg(open=12.95, high=13.07, low=12.95, close=13.07, volume=1170, vwap=12.961, timestamp=1675296000000, transactions=5, otc=None)
Agg(open=12.92, high=13.06, low=12.92, close=13.06, volume=2598, vwap=13.0211, timestamp=1675332000000, transactions=7, otc=None)
Agg(open=13.05, high=13.05, low=12.99, close=13, volume=5262, vwap=13.0031, timestamp=1675339200000, transactions=23, otc=None)
Agg(open=13, high=13.0898, low=12.92, close=13.04, volume=12473, vwap=13.0284, timestamp=1675342800000, transactions=76, otc=None)
Agg(open=13.09, high=13.305, low=13.04, close=13.1901, volume=1167375.0, vwap=13.2285, timestamp=1675346400000, transactions=6346, otc=None)
Agg(open=13.19, high=13.695, low=13.15, close=13.6412, volume=3021173.0, vwap=13.4722, timestamp=1675350000000, transactions=14275, otc=None)
Agg(open=13.64, high=13.65, low=13.39, close=13.4392, volume=1898045.0, vwap=13.523, timestamp=1675353600000, transactions=10627, otc=None)
Agg(open=13.44, high=13.55, low=13.4341, close=13.45, volume=1512994.0, vwap=13.4709, timestamp=1675357200000, transactions=8097, otc=None)
Agg(open=13.45, high=13.5, low=13.25, close=13.295, volume=2938279.0, vwap=13.3391, timestamp=1675360800000, transactions=13174, otc=None)
Agg(open=13.295, high=13.305, low=12.91, close=12.935, volume=3329355.0, vwap=13.1076, timestamp=1675364400000, transactions=13865, otc=None)
Agg(open=12.93, high=13, low=12.88, close=12.9, volume=6538760.0, vwap=12.9282, timestamp=1675368000000, transactions=22310, otc=None)
Agg(open=12.9, high=12.99, low=12.8, close=12.99, volume=93480, vwap=12.9008, timestamp=1675371600000, transactions=111, otc=None)
Agg(open=12.99, high=12.99, low=12.89, close=12.96, volume=1767, vwap=12.9494, timestamp=1675375200000, transactions=16, otc=None)
Agg(open=12.9, high=12.9, low=12.87, close=12.87, volume=875, vwap=12.8763, timestamp=1675378800000, transactions=10, otc=None)
Agg(open=12.97, high=12.99, low=12.94, close=12.94, volume=3903, vwap=12.9764, timestamp=1675382400000, transactions=17, otc=None)
Agg(open=12.8, high=13.18, low=12.51, close=12.7, volume=9964, vwap=12.6515, timestamp=1675414800000, transactions=63, otc=None)
Agg(open=12.69, high=13.27, low=12.69, close=13.27, volume=1624, vwap=12.8718, timestamp=1675418400000, transactions=9, otc=None)
Agg(open=12.72, high=12.72, low=12.72, close=12.72, volume=200, vwap=12.7275, timestamp=1675422000000, transactions=3, otc=None)
Agg(open=12.91, high=12.98, low=12.91, close=12.92, volume=5618, vwap=12.9315, timestamp=1675425600000, transactions=57, otc=None)
Agg(open=12.98, high=13.1398, low=12.76, close=12.9, volume=10376, vwap=12.8998, timestamp=1675429200000, transactions=119, otc=None)
Agg(open=12.76, high=12.932, low=12.565, close=12.8, volume=2694245.0, vwap=12.6907, timestamp=1675432800000, transactions=12006, otc=None)
Agg(open=12.78, high=12.89, low=12.67, close=12.805, volume=1878778.0, vwap=12.7983, timestamp=1675436400000, transactions=10245, otc=None)
Agg(open=12.805, high=12.807, low=12.62, close=12.66, volume=1497215.0, vwap=12.7258, timestamp=1675440000000, transactions=7306, otc=None)
Agg(open=12.665, high=12.74, low=12.65, close=12.67, volume=1004277.0, vwap=12.7012, timestamp=1675443600000, transactions=5514, otc=None)
Agg(open=12.67, high=12.71, low=12.59, close=12.615, volume=930767, vwap=12.6461, timestamp=1675447200000, transactions=5551, otc=None)
Agg(open=12.615, high=12.725, low=12.61, close=12.6661, volume=998642, vwap=12.6608, timestamp=1675450800000, transactions=5443, otc=None)
