Agg(open=1, high=1, low=0.99, close=0.99, volume=219, vwap=0.995, timestamp=1684141200000, transactions=5, otc=None)
Agg(open=0.9999, high=1, low=0.99, close=1, volume=9096, vwap=0.999, timestamp=1684152000000, transactions=24, otc=None)
Agg(open=0.9905, high=1.01, low=0.9806, close=1, volume=228249, vwap=0.9961, timestamp=1684155600000, transactions=561, otc=None)
Agg(open=1.01, high=1.01, low=1, close=1, volume=239700, vwap=1.0044, timestamp=1684159200000, transactions=846, otc=None)
Agg(open=1.0083, high=1.02, low=1, close=1.01, volume=171679, vwap=1.0104, timestamp=1684162800000, transactions=702, otc=None)
Agg(open=1.015, high=1.03, low=1.01, close=1.03, volume=256847, vwap=1.0218, timestamp=1684166400000, transactions=1062, otc=None)
Agg(open=1.03, high=1.03, low=1.02, close=1.025, volume=257030, vwap=1.026, timestamp=1684170000000, transactions=915, otc=None)
Agg(open=1.03, high=1.05, low=1.0203, close=1.03, volume=473409, vwap=1.041, timestamp=1684173600000, transactions=1713, otc=None)
Agg(open=1.03, high=1.05, low=1.02, close=1.04, volume=979040, vwap=1.0341, timestamp=1684177200000, transactions=3062, otc=None)
Agg(open=1.04, high=1.05, low=1.04, close=1.0404, volume=13164, vwap=1.0407, timestamp=1684180800000, transactions=14, otc=None)
Agg(open=1.04, high=1.04, low=1.03, close=1.03, volume=9704, vwap=1.0388, timestamp=1684184400000, transactions=7, otc=None)
Agg(open=1.04, high=1.04, low=1.0201, close=1.0201, volume=3894, vwap=1.0374, timestamp=1684191600000, transactions=8, otc=None)
Agg(open=1.02, high=1.02, low=1.01, close=1.01, volume=1263, vwap=1.016, timestamp=1684227600000, transactions=8, otc=None)
Agg(open=1.03, high=1.04, low=1.03, close=1.03, volume=1218, vwap=1.0338, timestamp=1684234800000, transactions=8, otc=None)
Agg(open=1.0388, high=1.05, low=1.02, close=1.05, volume=7680, vwap=1.0435, timestamp=1684238400000, transactions=24, otc=None)
Agg(open=1.03, high=1.09, low=1.01, close=1.0599, volume=1332990.0, vwap=1.0561, timestamp=1684242000000, transactions=2161, otc=None)
Agg(open=1.06, high=1.07, low=1.05, close=1.065, volume=1080192.0, vwap=1.0611, timestamp=1684245600000, transactions=2358, otc=None)
Agg(open=1.0699, high=1.07, low=1.06, close=1.065, volume=578839, vwap=1.0652, timestamp=1684249200000, transactions=1817, otc=None)
Agg(open=1.065, high=1.09, low=1.06, close=1.085, volume=623057, vwap=1.0706, timestamp=1684252800000, transactions=1919, otc=None)
Agg(open=1.085, high=1.09, low=1.07, close=1.08, volume=698004, vwap=1.0826, timestamp=1684256400000, transactions=2080, otc=None)
Agg(open=1.08, high=1.0801, low=1.07, close=1.07, volume=373008, vwap=1.0751, timestamp=1684260000000, transactions=1449, otc=None)
Agg(open=1.07, high=1.09, low=1.07, close=1.08, volume=797822, vwap=1.077, timestamp=1684263600000, transactions=3185, otc=None)
Agg(open=1.09, high=1.09, low=1.07, close=1.0709, volume=37816, vwap=1.0867, timestamp=1684267200000, transactions=24, otc=None)
Agg(open=1.08, high=1.08, low=1.07, close=1.08, volume=2665, vwap=1.0752, timestamp=1684270800000, transactions=6, otc=None)
Agg(open=1.0799, high=1.0799, low=1.0799, close=1.0799, volume=1000, vwap=1.0799, timestamp=1684274400000, transactions=1, otc=None)
Agg(open=1.0702, high=1.08, low=1.0702, close=1.08, volume=4350, vwap=1.0766, timestamp=1684278000000, transactions=7, otc=None)
Agg(open=1.07, high=1.1, low=1.05, close=1.08, volume=6179, vwap=1.0793, timestamp=1684324800000, transactions=24, otc=None)
