Agg(open=11, high=11, low=11, close=11, volume=2041, vwap=10.9998, timestamp=1678694400000, transactions=6, otc=None)
Agg(open=10.78, high=10.78, low=10.78, close=10.78, volume=500, vwap=10.78, timestamp=1678698000000, transactions=2, otc=None)
Agg(open=10.89, high=10.9, low=10.86, close=10.88, volume=2710, vwap=10.8825, timestamp=1678705200000, transactions=17, otc=None)
Agg(open=10.85, high=10.85, low=10.57, close=10.57, volume=5622, vwap=10.7398, timestamp=1678708800000, transactions=58, otc=None)
Agg(open=10.64, high=10.65, low=10.24, close=10.48, volume=1154040.0, vwap=10.4101, timestamp=1678712400000, transactions=6794, otc=None)
Agg(open=10.485, high=10.5, low=10.27, close=10.425, volume=1064777.0, vwap=10.3656, timestamp=1678716000000, transactions=7137, otc=None)
Agg(open=10.42, high=10.5, low=10.345, close=10.355, volume=765943, vwap=10.4723, timestamp=1678719600000, transactions=4948, otc=None)
Agg(open=10.355, high=10.415, low=10.26, close=10.2679, volume=1634816.0, vwap=10.3381, timestamp=1678723200000, transactions=9692, otc=None)
Agg(open=10.27, high=10.39, low=10.23, close=10.37, volume=773870, vwap=10.2867, timestamp=1678726800000, transactions=4479, otc=None)
Agg(open=10.37, high=10.42, low=10.321, close=10.355, volume=518457, vwap=10.3672, timestamp=1678730400000, transactions=4445, otc=None)
Agg(open=10.355, high=10.38, low=10.25, close=10.3, volume=1890893.0, vwap=10.32, timestamp=1678734000000, transactions=10319, otc=None)
Agg(open=10.3, high=10.31, low=10.28, close=10.31, volume=49724, vwap=10.2992, timestamp=1678737600000, transactions=46, otc=None)
Agg(open=10.31, high=10.31, low=10.3, close=10.3, volume=500, vwap=10.306, timestamp=1678741200000, transactions=2, otc=None)
Agg(open=10.31, high=10.31, low=10.31, close=10.31, volume=400, vwap=10.31, timestamp=1678744800000, transactions=1, otc=None)
Agg(open=10.46, high=10.5, low=10.4, close=10.5, volume=15773, vwap=10.4543, timestamp=1678795200000, transactions=31, otc=None)
Agg(open=10.6, high=10.73, low=10.53, close=10.64, volume=506244, vwap=10.6512, timestamp=1678798800000, transactions=3177, otc=None)
Agg(open=10.645, high=10.79, low=10.62, close=10.72, volume=566397, vwap=10.7151, timestamp=1678802400000, transactions=4344, otc=None)
Agg(open=10.72, high=10.875, low=10.7, close=10.85, volume=634858, vwap=10.8187, timestamp=1678806000000, transactions=4981, otc=None)
Agg(open=10.8425, high=10.93, low=10.795, close=10.815, volume=787361, vwap=10.8544, timestamp=1678809600000, transactions=5554, otc=None)
Agg(open=10.815, high=10.825, low=10.61, close=10.61, volume=603288, vwap=10.7279, timestamp=1678813200000, transactions=4437, otc=None)
Agg(open=10.62, high=10.63, low=10.545, close=10.545, volume=541737, vwap=10.5824, timestamp=1678816800000, transactions=4366, otc=None)
