Agg(open=9.83, high=10, low=9.83, close=10, volume=407, vwap=9.9123, timestamp=1698652800000, transactions=6, otc=None)
Agg(open=10.51, high=10.51, low=10.51, close=10.51, volume=200, vwap=10.392, timestamp=1698656400000, transactions=3, otc=None)
Agg(open=10.02, high=10.02, low=10.02, close=10.02, volume=199, vwap=10.015, timestamp=1698660000000, transactions=3, otc=None)
Agg(open=9.99, high=10, low=9.98, close=9.99, volume=1036, vwap=9.9901, timestamp=1698663600000, transactions=8, otc=None)
Agg(open=9.9, high=10.07, low=9.9, close=10.04, volume=20263, vwap=10.0383, timestamp=1698667200000, transactions=89, otc=None)
Agg(open=10.03, high=10.25, low=9.805, close=9.86, volume=406183, vwap=10.0658, timestamp=1698670800000, transactions=3215, otc=None)
Agg(open=9.85, high=9.85, low=9.51, close=9.59, volume=1184585.0, vwap=9.6605, timestamp=1698674400000, transactions=7768, otc=None)
Agg(open=9.6, high=9.83, low=9.6, close=9.8001, volume=1156941.0, vwap=9.6917, timestamp=1698678000000, transactions=6435, otc=None)
Agg(open=9.805, high=9.865, low=9.695, close=9.745, volume=556627, vwap=9.798, timestamp=1698681600000, transactions=4575, otc=None)
Agg(open=9.75, high=9.87, low=9.725, close=9.845, volume=383320, vwap=9.7985, timestamp=1698685200000, transactions=3288, otc=None)
Agg(open=9.8499, high=9.97, low=9.845, close=9.915, volume=411774, vwap=9.906, timestamp=1698688800000, transactions=3912, otc=None)
Agg(open=9.92, high=10.01, low=9.895, close=10, volume=1789034.0, vwap=9.9672, timestamp=1698692400000, transactions=7674, otc=None)
Agg(open=10, high=10.01, low=9.96, close=9.96, volume=2351, vwap=9.9883, timestamp=1698696000000, transactions=15, otc=None)
Agg(open=9.97, high=9.97, low=9.97, close=9.97, volume=248, vwap=9.97, timestamp=1698699600000, transactions=1, otc=None)
Agg(open=10.2, high=10.2, low=10.01, close=10.13, volume=487, vwap=10.1188, timestamp=1698753600000, transactions=15, otc=None)
Agg(open=10.15, high=10.32, low=9.99, close=10.28, volume=370494, vwap=10.2045, timestamp=1698757200000, transactions=2805, otc=None)
Agg(open=10.28, high=10.48, low=10.18, close=10.455, volume=525868, vwap=10.3004, timestamp=1698760800000, transactions=5138, otc=None)
Agg(open=10.46, high=10.47, low=10.27, close=10.3589, volume=402961, vwap=10.3593, timestamp=1698764400000, transactions=4436, otc=None)
Agg(open=10.355, high=10.45, low=10.25, close=10.275, volume=370359, vwap=10.34, timestamp=1698768000000, transactions=3559, otc=None)
Agg(open=10.275, high=10.355, low=10.235, close=10.34, volume=357223, vwap=10.3077, timestamp=1698771600000, transactions=3021, otc=None)
Agg(open=10.3362, high=10.385, low=10.275, close=10.355, volume=313045, vwap=10.3368, timestamp=1698775200000, transactions=3582, otc=None)
Agg(open=10.36, high=10.41, low=10.3, close=10.4, volume=1205601.0, vwap=10.3646, timestamp=1698778800000, transactions=9023, otc=None)
